縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,合一行動聯盟,一邊一國行動黨,勞動黨,綠黨,宗教聯盟,民主進步黨,台灣民眾黨,台灣維新,台澎黨,國會政黨聯盟,台灣團結聯盟,中華統一促進黨,親民黨,安定力量,台灣基進,時代力量,新黨,喜樂島聯盟,中國國民黨,不分區政黨有效票數A,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委候選人11＿候選人名稱,山原立委候選人11＿黨籍,山原立委候選人11_得票數
花蓮縣,玉里鎮,樂合里,10015885218,宋楚瑜/余湘,876,韓國瑜/張善政,12,蔡英文/賴清德,1054,1054,14,1068,1934,10,4,4,6,2,122,26,0,0,2,10,22,20,4,12,24,0,8,718,994,無黨籍及未經政黨推薦,232,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,106,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,20,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,32,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,4,楊進福,無黨籍及未經政黨推薦,32,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,460,陳瑩,民主進步黨,58,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,24,黃仁,中國國民黨,62,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,6
花蓮縣,玉里鎮,永昌里,10015880447,宋楚瑜/余湘,1731,韓國瑜/張善政,18,蔡英文/賴清德,1384,1384,24,1408,2446,0,4,0,20,4,274,62,4,0,0,10,14,44,12,20,80,16,4,796,1364,無黨籍及未經政黨推薦,610,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,370,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,110,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,26,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,10,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,92,陳瑩,民主進步黨,24,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,30,無黨籍及未經政黨推薦,4,伍麗華Saidhai．Tahovecahe,民主進步黨,12,孔文吉,中國國民黨,18,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,18,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,32
花蓮縣,玉里鎮,泰昌里,10015886217,宋楚瑜/余湘,1719,韓國瑜/張善政,18,蔡英文/賴清德,1272,1272,6,1278,2610,4,2,2,30,4,198,68,0,0,0,14,18,54,6,12,52,14,2,760,1240,無黨籍及未經政黨推薦,602,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,350,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,116,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,28,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,8,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,62,陳瑩,民主進步黨,14,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,8,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,20,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,12,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,14
花蓮縣,玉里鎮,源城里,10015884774,宋楚瑜/余湘,870,韓國瑜/張善政,12,蔡英文/賴清德,1484,1484,14,1498,2394,6,4,2,8,0,312,82,2,0,0,10,18,54,4,38,56,16,6,796,1414,無黨籍及未經政黨推薦,702,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,406,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,78,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,22,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,60,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,86,陳瑩,民主進步黨,58,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,6,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,12
花蓮縣,玉里鎮,觀音里,10015885993,宋楚瑜/余湘,1767,韓國瑜/張善政,18,蔡英文/賴清德,1640,1640,18,1658,2952,14,6,6,22,6,276,56,0,0,0,16,2,32,14,22,72,14,2,1012,1572,無黨籍及未經政黨推薦,486,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,330,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,50,喜樂島聯盟,10,廖國棟Sufin．Siluko,中國國民黨,64,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,76,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,402,陳瑩,民主進步黨,92,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,28,黃仁,中國國民黨,56,無黨籍及未經政黨推薦,4,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,20
花蓮縣,玉里鎮,長良里,10015889237,宋楚瑜/余湘,873,韓國瑜/張善政,12,蔡英文/賴清德,700,700,8,708,1242,4,2,0,10,4,94,30,0,0,2,2,6,22,2,10,32,2,2,414,638,無黨籍及未經政黨推薦,200,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,128,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,56,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,4,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,12,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,76,陳瑩,民主進步黨,24,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,124,無黨籍及未經政黨推薦,8,伍麗華Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,2,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,6,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,20
花蓮縣,瑞穗鄉,奇美村,10015102603,宋楚瑜/余湘,819,韓國瑜/張善政,12,蔡英文/賴清德,304,304,4,308,656,2,2,0,2,2,42,12,0,2,0,4,0,2,4,0,8,0,0,206,288,無黨籍及未經政黨推薦,30,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,20,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,4,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,4,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,186,陳瑩,民主進步黨,6,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,0,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,4,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,26
花蓮縣,瑞穗鄉,富民村,10015101661,宋楚瑜/余湘,825,韓國瑜/張善政,12,蔡英文/賴清德,908,908,16,924,1650,10,0,6,6,6,90,32,0,0,0,2,8,26,6,14,34,0,4,622,866,無黨籍及未經政黨推薦,128,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,54,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,12,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,14,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,548,陳瑩,民主進步黨,46,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,8,黃仁,中國國民黨,6,無黨籍及未經政黨推薦,10,伍麗華Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,10,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,44
花蓮縣,瑞穗鄉,富源村,10015109103,宋楚瑜/余湘,822,韓國瑜/張善政,12,蔡英文/賴清德,872,872,24,896,1464,4,0,0,10,0,178,68,0,2,0,2,8,22,0,14,36,4,4,484,836,無黨籍及未經政黨推薦,366,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,218,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,44,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,8,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,160,陳瑩,民主進步黨,28,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,10,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
花蓮縣,瑞穗鄉,富興村,10015108127,宋楚瑜/余湘,828,韓國瑜/張善政,12,蔡英文/賴清德,692,692,18,710,1172,10,0,0,4,0,206,22,0,0,0,4,4,12,4,6,28,0,6,354,660,無黨籍及未經政黨推薦,196,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,210,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,38,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,10,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,26,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,164,陳瑩,民主進步黨,16,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,2,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,2
花蓮縣,瑞穗鄉,瑞北村,10015100293,宋楚瑜/余湘,810,韓國瑜/張善政,12,蔡英文/賴清德,656,656,6,662,1132,2,6,2,6,2,114,28,2,2,2,0,2,16,2,8,30,4,2,400,630,無黨籍及未經政黨推薦,212,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,152,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,26,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,172,陳瑩,民主進步黨,18,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,4,無黨籍及未經政黨推薦,6,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,2,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,4,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,10
花蓮縣,瑞穗鄉,瑞祥村,10015100896,宋楚瑜/余湘,807,韓國瑜/張善政,12,蔡英文/賴清德,1212,1212,22,1234,1878,0,4,6,16,4,278,58,2,2,8,4,4,46,8,30,66,14,6,644,1200,無黨籍及未經政黨推薦,444,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,414,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,80,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,6,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,10,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,130,陳瑩,民主進步黨,0,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,26,黃仁,中國國民黨,10,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,20,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,46
花蓮縣,瑞穗鄉,瑞穗村,10015107750,宋楚瑜/余湘,1587,韓國瑜/張善政,18,蔡英文/賴清德,2358,2358,20,2378,3678,6,6,0,12,10,574,176,2,2,2,10,8,66,10,38,120,16,2,1264,2324,無黨籍及未經政黨推薦,1024,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,834,許願神,無黨籍及未經政黨推薦,8,黃啓嘉,中國國民黨,202,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,12,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,158,陳瑩,民主進步黨,14,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,10,黃仁,中國國民黨,14,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,14,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,4,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,40
花蓮縣,瑞穗鄉,瑞美村,10015100196,宋楚瑜/余湘,1599,韓國瑜/張善政,18,蔡英文/賴清德,2330,2330,22,2352,3488,2,2,6,30,22,518,122,0,2,6,16,8,68,12,38,132,26,6,1270,2286,無黨籍及未經政黨推薦,926,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,10,蕭美琴,民主進步黨,732,許願神,無黨籍及未經政黨推薦,6,黃啓嘉,中國國民黨,228,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,16,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,272,陳瑩,民主進步黨,56,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,12,黃仁,中國國民黨,6,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,18,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,12,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,26
花蓮縣,瑞穗鄉,瑞良村,10015107303,宋楚瑜/余湘,804,韓國瑜/張善政,12,蔡英文/賴清德,704,704,6,710,1060,0,0,4,14,0,162,22,0,0,2,0,0,16,6,16,36,2,0,400,680,無黨籍及未經政黨推薦,184,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,198,許願神,無黨籍及未經政黨推薦,8,黃啓嘉,中國國民黨,66,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,214,陳瑩,民主進步黨,10,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,2,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,4
花蓮縣,瑞穗鄉,舞鶴村,10015108814,宋楚瑜/余湘,813,韓國瑜/張善政,12,蔡英文/賴清德,1130,1130,14,1144,1842,4,2,4,6,18,204,30,4,0,2,10,6,14,8,30,54,10,4,684,1094,無黨籍及未經政黨推薦,242,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,202,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,60,喜樂島聯盟,8,廖國棟Sufin．Siluko,中國國民黨,42,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,24,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,410,陳瑩,民主進步黨,62,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,14,黃仁,中國國民黨,12,無黨籍及未經政黨推薦,6,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,10,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,22
花蓮縣,瑞穗鄉,鶴岡村,10015106032,宋楚瑜/余湘,816,韓國瑜/張善政,12,蔡英文/賴清德,964,964,12,976,1696,14,0,0,8,4,108,30,0,0,0,2,12,30,14,18,36,0,0,648,924,無黨籍及未經政黨推薦,194,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,100,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,8,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,18,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,6,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,566,陳瑩,民主進步黨,30,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,16,黃仁,中國國民黨,4,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
