prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
10,016,00,000,0000,0000,1,12202,24.76, ,10,016,00,000,澎湖縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,016,00,000,0000,0000,2,19023,38.6,*,10,016,00,000,澎湖縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,016,00,000,0000,0000,2,19023,38.6, ,10,016,00,000,澎湖縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,016,00,000,0000,0000,3,18052,36.63, ,10,016,00,000,澎湖縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,016,00,000,0000,0000,3,18052,36.63, ,10,016,00,000,澎湖縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
09,007,00,000,0000,0000,1,1651,26.81, ,09,007,00,000,連江縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
09,007,00,000,0000,0000,1,1651,26.81, ,09,007,00,000,連江縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
09,007,00,000,0000,0000,2,648,10.52,*,09,007,00,000,連江縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
09,007,00,000,0000,0000,2,648,10.52, ,09,007,00,000,連江縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
09,007,00,000,0000,0000,3,3860,62.67, ,09,007,00,000,連江縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
09,007,00,000,0000,0000,3,3860,62.67, ,09,007,00,000,連江縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
09,020,00,000,0000,0000,1,13038,28.58, ,09,020,00,000,金門縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
09,020,00,000,0000,0000,1,13038,28.58, ,09,020,00,000,金門縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
09,020,00,000,0000,0000,2,4569,10.02, ,09,020,00,000,金門縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
09,020,00,000,0000,0000,2,4569,10.02,*,09,020,00,000,金門縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
09,020,00,000,0000,0000,3,28005,61.4, ,09,020,00,000,金門縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
09,020,00,000,0000,0000,3,28005,61.4, ,09,020,00,000,金門縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,017,00,000,0000,0000,1,58195,26.6, ,10,017,00,000,基隆市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,017,00,000,0000,0000,1,58195,26.6, ,10,017,00,000,基隆市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,017,00,000,0000,0000,2,76079,34.77,*,10,017,00,000,基隆市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,017,00,000,0000,0000,2,76079,34.77, ,10,017,00,000,基隆市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,017,00,000,0000,0000,3,84507,38.63, ,10,017,00,000,基隆市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,017,00,000,0000,0000,3,84507,38.63, ,10,017,00,000,基隆市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,018,00,000,0000,0000,1,91384,34.3, ,10,018,00,000,新竹市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,018,00,000,0000,0000,1,91384,34.3, ,10,018,00,000,新竹市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,018,00,000,0000,0000,2,92679,34.79, ,10,018,00,000,新竹市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,018,00,000,0000,0000,2,92679,34.79,*,10,018,00,000,新竹市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,018,00,000,0000,0000,3,82326,30.9, ,10,018,00,000,新竹市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,018,00,000,0000,0000,3,82326,30.9, ,10,018,00,000,新竹市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,020,00,000,0000,0000,1,39950,25.34, ,10,020,00,000,嘉義市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,020,00,000,0000,0000,1,39950,25.34, ,10,020,00,000,嘉義市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,020,00,000,0000,0000,2,68199,43.26,*,10,020,00,000,嘉義市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,020,00,000,0000,0000,2,68199,43.26, ,10,020,00,000,嘉義市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,020,00,000,0000,0000,3,49507,31.4, ,10,020,00,000,嘉義市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,020,00,000,0000,0000,3,49507,31.4, ,10,020,00,000,嘉義市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
