行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,曲水里,142,320,634,1096,10,1106,0,1106,560,1666,66.39
,崇文里,188,370,612,1170,14,1184,0,1184,566,1750,67.66
,文安里,140,296,644,1080,18,1098,0,1098,656,1754,62.6
,兆連里,168,336,406,910,12,922,0,922,494,1416,65.11
,獅球里,186,470,662,1318,22,1340,0,1340,688,2028,66.07
,書院里,192,398,754,1344,32,1376,0,1376,748,2124,64.78
,朝棟里,634,1510,1362,3506,60,3566,0,3566,1992,5558,64.16
,明德里,130,312,502,944,18,962,0,962,492,1454,66.16
,同風里,124,260,386,770,8,778,0,778,334,1112,69.96
,文昌里,124,284,692,1100,8,1108,0,1108,460,1568,70.66
,新店里,102,304,434,840,4,844,0,844,352,1196,70.57
,光華里,720,780,1536,3036,40,3076,0,3076,1812,4888,62.93
,總計,7180,15694,24364,47238,586,47824,0,47824,25538,73362,65.19
中山區,,8948,16666,25308,50922,696,51618,0,51618,29786,81404,63.41
,新建里,176,292,566,1034,6,1040,0,1040,502,1542,67.44
,安民里,210,486,720,1416,22,1438,0,1438,616,2054,70.01
,安平里,170,288,576,1034,20,1054,0,1054,510,1564,67.39
,中山里,196,318,768,1282,14,1296,0,1296,632,1928,67.22
,民治里,184,366,504,1054,18,1072,0,1072,518,1590,67.42
,中興里,264,644,748,1656,26,1682,0,1682,846,2528,66.53
,仁正里,214,330,494,1038,14,1052,0,1052,514,1566,67.18
,健民里,248,450,784,1482,30,1512,0,1512,842,2354,64.23
,通化里,238,468,578,1284,26,1310,0,1310,746,2056,63.72
,居仁里,314,542,754,1610,28,1638,0,1638,1094,2732,59.96
,通明里,382,710,1150,2242,30,2272,0,2272,1270,3542,64.14
,協和里,314,520,1080,1914,14,1928,0,1928,1186,3114,61.91
,文化里,220,382,632,1234,24,1258,0,1258,1246,2504,50.24
,仙洞里,118,242,408,768,12,780,0,780,432,1212,64.36
,太白里,198,318,542,1058,32,1090,0,1090,632,1722,63.3
,西榮里,158,266,504,928,20,948,0,948,444,1392,68.1
,西華里,162,336,656,1154,16,1170,0,1170,566,1736,67.4
,西定里,152,320,600,1072,18,1090,0,1090,750,1840,59.24
,西康里,350,596,996,1942,14,1956,0,1956,1226,3182,61.47
,德和里,1190,2692,3248,7130,90,7220,0,7220,3286,10506,68.72
,中和里,1256,2310,2878,6444,72,6516,0,6516,4114,10630,61.3
,德安里,750,1454,2358,4562,54,4616,0,4616,2552,7168,64.4
,和平里,92,276,226,594,10,604,0,604,314,918,65.8
,和慶里,1392,2060,3538,6990,86,7076,0,7076,4948,12024,58.85
,總計,8948,16666,25308,50922,696,51618,0,51618,29786,81404,63.41
安樂區,,13682,30320,40410,84412,1010,85422,0,85422,46348,131770,64.83
,西川里,242,546,676,1464,18,1482,0,1482,906,2388,62.06
,定國里,160,420,680,1260,20,1280,0,1280,764,2044,62.62
,新西里,220,586,844,1650,24,1674,0,1674,1054,2728,61.36
,定邦里,210,510,722,1442,18,1460,0,1460,648,2108,69.26
,慈仁里,154,344,716,1214,10,1224,0,1224,596,1820,67.25
,干城里,372,832,1302,2506,34,2540,0,2540,1542,4082,62.22
,永康里,370,630,1378,2378,20,2398,0,2398,1482,3880,61.8
,嘉仁里,604,1114,2386,4104,48,4152,0,4152,2232,6384,65.04
,安和里,156,344,652,1152,14,1166,0,1166,504,1670,69.82
,樂一里,110,246,402,758,14,772,0,772,372,1144,67.48
,外寮里,852,1504,2208,4564,46,4610,0,4610,2706,7316,63.01
,中崙里,310,602,906,1818,28,1846,0,1846,1044,2890,63.88
,內寮里,1020,2094,3026,6140,72,6212,0,6212,3812,10024,61.97
,新崙里,754,1404,2110,4268,46,4314,0,4314,2872,7186,60.03
,三民里,590,1314,1498,3402,30,3432,0,3432,1830,5262,65.22
,四維里,1056,2500,2814,6370,82,6452,0,6452,2748,9200,70.13
,五福里,690,1638,2088,4416,66,4482,0,4482,2340,6822,65.7
,六合里,898,1934,2294,5126,82,5208,0,5208,2452,7660,67.99
,七賢里,442,1262,1716,3420,42,3462,0,3462,1770,5232,66.17
,鶯歌里,524,1322,1590,3436,30,3466,0,3466,2524,5990,57.86
,武崙里,954,2044,2348,5346,50,5396,0,5396,2900,8296,65.04
,長樂里,652,1848,1894,4394,46,4440,0,4440,1840,6280,70.7
,興寮里,944,1806,2498,5248,66,5314,0,5314,3244,8558,62.09
,鶯安里,576,1506,1614,3696,46,3742,0,3742,1722,5464,68.48
,壯觀里,822,1970,2048,4840,58,4898,0,4898,2444,7342,66.71
,總計,13682,30320,40410,84412,1010,85422,0,85422,46348,131770,64.83
信義區,,9180,21834,24454,55468,640,56108,0,56108,30274,86382,64.95
,仁壽里,210,574,730,1514,14,1528,0,1528,662,2190,69.77
,仁義里,228,816,730,1774,20,1794,0,1794,708,2502,71.7
,義昭里,238,654,610,1502,16,1518,0,1518,704,2222,68.32
,義幸里,486,1320,1226,3032,46,3078,0,3078,1530,4608,66.8
,義民里,120,366,508,994,10,1004,0,1004,474,1478,67.93
,義和里,254,748,676,1678,16,1694,0,1694,1320,3014,56.2
,智慧里,162,368,442,972,20,992,0,992,410,1402,70.76
,智誠里,296,610,1048,1954,16,1970,0,1970,1208,3178,61.99
,禮儀里,364,906,832,2102,36,2138,0,2138,1004,3142,68.05
,禮東里,348,856,890,2094,46,2140,0,2140,876,3016,70.95
,信綠里,452,1124,1264,2840,34,2874,0,2874,1424,4298,66.87
,東光里,412,912,1038,2362,22,2384,0,2384,1182,3566,66.85
,東明里,718,1804,1764,4286,54,4340,0,4340,2516,6856,63.3
,東安里,538,1432,1642,3612,46,3658,0,3658,1828,5486,66.68
,孝岡里,302,514,726,1542,20,1562,0,1562,794,2356,66.3
,東信里,854,2078,2114,5046,50,5096,0,5096,2648,7744,65.81
,孝深里,596,1192,1750,3538,40,3578,0,3578,2670,6248,57.27
,孝賢里,688,1664,1746,4098,34,4132,0,4132,2194,6326,65.32
,孝德里,490,1034,1324,2848,36,2884,0,2884,1948,4832,59.69
,孝忠里,1424,2862,3394,7680,64,7744,0,7744,4174,11918,64.98
,總計,9180,21834,24454,55468,640,56108,0,56108,30274,86382,64.95
