行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,中路里,2338,0,52,0,0,1888,0,4278,70,4348,0,4348,2732,7080,61.41
,中德里,3810,0,96,0,0,3096,0,7002,134,7136,0,7136,4342,11478,62.17
,龍祥里,1980,0,32,0,0,2188,0,4200,82,4282,0,4282,3872,8154,52.51
,大有里,2022,0,38,0,0,1914,0,3974,88,4062,0,4062,4078,8140,49.9
,寶山里,4042,0,102,0,0,3570,0,7714,148,7862,0,7862,6020,13882,56.63
,龍鳳里,3254,0,56,0,0,3322,0,6632,104,6736,0,6736,8708,15444,43.62
,龍安里,2482,0,52,0,0,2034,0,4568,74,4642,0,4642,3750,8392,55.31
,自強里,3816,0,62,0,0,3450,0,7328,100,7428,0,7428,4738,12166,61.06
,中信里,3022,0,58,0,0,2314,0,5394,124,5518,0,5518,4182,9700,56.89
,長德里,3250,0,60,0,0,2158,0,5468,130,5598,0,5598,3054,8652,64.7
,中平里,2476,0,40,0,0,2294,0,4810,106,4916,0,4916,3066,7982,61.59
,中原里,2384,0,52,0,0,2194,0,4630,88,4718,0,4718,3076,7794,60.53
,中泰里,1912,0,30,0,0,1986,0,3928,84,4012,0,4012,3066,7078,56.68
,南埔里,2716,0,78,0,0,1890,0,4684,92,4776,0,4776,2908,7684,62.16
,寶慶里,2562,0,50,0,0,2664,0,5276,86,5362,0,5362,4450,9812,54.65
,北埔里,2198,0,34,0,0,1926,0,4158,74,4232,0,4232,3230,7462,56.71
,中聖里,2168,0,42,0,0,2778,0,4988,92,5080,0,5080,4314,9394,54.08
,龍壽里,2876,0,38,0,0,2244,0,5158,92,5250,0,5250,3590,8840,59.39
,同德里,2646,0,52,0,0,2510,0,5208,92,5300,0,5300,4678,9978,53.12
,明德里,1558,0,20,0,0,1558,0,3136,62,3198,0,3198,2536,5734,55.77
,寶安里,3288,0,80,0,0,3238,0,6606,108,6714,0,6714,6430,13144,51.08
,瑞慶里,2764,0,54,0,0,2532,0,5350,82,5432,0,5432,4170,9602,56.57
,三元里,1832,0,42,0,0,1612,0,3486,58,3544,0,3544,2716,6260,56.61
,總計,204416,0,3678,0,0,155286,0,363380,6700,370080,0,370080,257260,627340,58.99
中壢區,,165966,0,3818,0,0,194286,0,364070,7030,371100,0,371100,214384,585484,63.38
,龍平里,842,0,36,0,0,2588,0,3466,74,3540,0,3540,2102,5642,62.74
,龍昌里,2450,0,74,0,0,3844,0,6368,132,6500,0,6500,3312,9812,66.25
,仁德里,1308,0,48,0,0,2334,0,3690,56,3746,0,3746,1934,5680,65.95
,永興里,596,0,10,0,0,604,0,1210,16,1226,0,1226,636,1862,65.84
,內壢里,1188,0,30,0,0,1550,0,2768,64,2832,0,2832,1338,4170,67.91
,成功里,2048,0,24,0,0,2452,0,4524,96,4620,0,4620,2948,7568,61.05
,光明里,2642,0,44,0,0,3316,0,6002,98,6100,0,6100,3964,10064,60.61
,自立里,836,0,60,0,0,4726,0,5622,146,5768,0,5768,3704,9472,60.9
,自強里,1506,0,36,0,0,2308,0,3850,96,3946,0,3946,2174,6120,64.48
,中堅里,1248,0,30,0,0,2512,0,3790,84,3874,0,3874,2808,6682,57.98
,龍興里,2306,0,58,0,0,2664,0,5028,100,5128,0,5128,2412,7540,68.01
,仁美里,2518,0,50,0,0,3462,0,6030,124,6154,0,6154,3656,9810,62.73
,仁愛里,1624,0,50,0,0,1844,0,3518,82,3600,0,3600,1610,5210,69.1
,新街里,1006,0,18,0,0,1026,0,2050,34,2084,0,2084,1682,3766,55.34
,中央里,2036,0,46,0,0,2128,0,4210,84,4294,0,4294,2268,6562,65.44
,普仁里,2206,0,72,0,0,2380,0,4658,106,4764,0,4764,2826,7590,62.77
,普義里,1610,0,30,0,0,1944,0,3584,68,3652,0,3652,6290,9942,36.73
,忠義里,1738,0,46,0,0,1804,0,3588,70,3658,0,3658,1904,5562,65.77
,中正里,1818,0,48,0,0,3242,0,5108,104,5212,0,5212,3178,8390,62.12
,興仁里,1434,0,46,0,0,2162,0,3642,82,3724,0,3724,2340,6064,61.41
,東興里,1784,0,34,0,0,1552,0,3370,48,3418,0,3418,2462,5880,58.13
,洽溪里,1686,0,20,0,0,1102,0,2808,76,2884,0,2884,1586,4470,64.52
,篤行里,926,0,16,0,0,1298,0,2240,38,2278,0,2278,1966,4244,53.68
,新明里,2364,0,44,0,0,1894,0,4302,62,4364,0,4364,2742,7106,61.41
,新興里,1958,0,46,0,0,2142,0,4146,80,4226,0,4226,2546,6772,62.4
,中原里,2140,0,32,0,0,2120,0,4292,70,4362,0,4362,2660,7022,62.12
,內定里,4378,0,62,0,0,3218,0,7658,100,7758,0,7758,3844,11602,66.87
,中壢里,478,0,18,0,0,476,0,972,10,982,0,982,436,1418,69.25
,龍岡里,1842,0,38,0,0,3340,0,5220,118,5338,0,5338,3098,8436,63.28
,仁祥里,986,0,34,0,0,2126,0,3146,84,3230,0,3230,2086,5316,60.76
,水尾里,2518,0,44,0,0,2122,0,4684,84,4768,0,4768,1906,6674,71.44
,青埔里,1298,0,40,0,0,1364,0,2702,74,2776,0,2776,1074,3850,72.1
,復興里,4100,0,84,0,0,4538,0,8722,120,8842,0,8842,5990,14832,59.61
,文化里,4978,0,90,0,0,4740,0,9808,242,10050,0,10050,5642,15692,64.05
,興國里,1286,0,30,0,0,1208,0,2524,38,2562,0,2562,1200,3762,68.1
,忠福里,4270,0,122,0,0,4048,0,8440,146,8586,0,8586,4420,13006,66.02
,信義里,2344,0,68,0,0,2776,0,5188,100,5288,0,5288,2598,7886,67.06
,石頭里,1044,0,28,0,0,928,0,2000,62,2062,0,2062,1316,3378,61.04
,龍東里,1354,0,62,0,0,4208,0,5624,130,5754,0,5754,2652,8406,68.45
,中建里,698,0,16,0,0,508,0,1222,12,1234,0,1234,708,1942,63.54
,興南里,1466,0,48,0,0,1542,0,3056,42,3098,0,3098,2442,5540,55.92
,後寮里,1978,0,52,0,0,2298,0,4328,94,4422,0,4422,3790,8212,53.85
,過嶺里,2630,0,42,0,0,1908,0,4580,70,4650,0,4650,2988,7638,60.88
,五權里,3868,0,84,0,0,3042,0,6994,94,7088,0,7088,3772,10860,65.27
,舊明里,1246,0,28,0,0,1056,0,2330,48,2378,0,2378,682,3060,77.71
,芝芭里,2174,0,32,0,0,1210,0,3416,66,3482,0,3482,1570,5052,68.92
,月眉里,3720,0,58,0,0,1918,0,5696,66,5762,0,5762,2392,8154,70.66
,三民里,2418,0,30,0,0,1550,0,3998,76,4074,0,4074,1718,5792,70.34
,山東里,3096,0,62,0,0,1722,0,4880,96,4976,0,4976,1596,6572,75.72
,中榮里,584,0,10,0,0,536,0,1130,26,1156,0,1156,512,1668,69.3
,內厝里,3436,0,54,0,0,2076,0,5566,116,5682,0,5682,2502,8184,69.43
,振興里,2714,0,68,0,0,2964,0,5746,102,5848,0,5848,2702,8550,68.4
,普慶里,1504,0,38,0,0,1586,0,3128,50,3178,0,3178,1668,4846,65.58
,興和里,2312,0,48,0,0,1638,0,3998,48,4046,0,4046,1410,5456,74.16
,永光里,2816,0,54,0,0,2736,0,5606,84,5690,0,5690,3734,9424,60.38
,復華里,2744,0,62,0,0,3024,0,5830,88,5918,0,5918,2920,8838,66.96
,忠孝里,1946,0,38,0,0,2120,0,4104,70,4174,0,4174,3640,7814,53.42
,福德里,1498,0,20,0,0,1826,0,3344,74,3418,0,3418,1588,5006,68.28
,和平里,1500,0,30,0,0,1816,0,3346,50,3396,0,3396,1370,4766,71.25
,普忠里,1754,0,34,0,0,1862,0,3650,94,3744,0,3744,2042,5786,64.71
,普強里,1798,0,66,0,0,2422,0,4286,102,4388,0,4388,2354,6742,65.08
,明德里,2622,0,58,0,0,2632,0,5312,80,5392,0,5392,2834,8226,65.55
,至善里,1278,0,42,0,0,2324,0,3644,80,3724,0,3724,2840,6564,56.73
,五福里,2574,0,50,0,0,1942,0,4566,74,4640,0,4640,1912,6552,70.82
,龍德里,1748,0,44,0,0,2392,0,4184,92,4276,0,4276,2700,6976,61.3
,正義里,2520,0,46,0,0,2336,0,4902,108,5010,0,5010,2798,7808,64.16
,龍安里,626,0,36,0,0,2122,0,2784,64,2848,0,2848,1208,4056,70.22
,中山里,1796,0,46,0,0,2674,0,4516,92,4608,0,4608,3452,8060,57.17
,德義里,1632,0,40,0,0,1678,0,3350,52,3402,0,3402,1646,5048,67.39
,仁義里,2064,0,38,0,0,1910,0,4012,78,4090,0,4090,2458,6548,62.46
,華勛里,934,0,58,0,0,2538,0,3530,62,3592,0,3592,1998,5590,64.26
,仁福里,1792,0,46,0,0,2966,0,4804,90,4894,0,4894,3708,8602,56.89
,幸福里,3152,0,48,0,0,2834,0,6034,122,6156,0,6156,4202,10358,59.43
,永福里,3556,0,90,0,0,3218,0,6864,116,6980,0,6980,2952,9932,70.28
,仁和里,1408,0,42,0,0,2230,0,3680,76,3756,0,3756,2686,6442,58.3
,華愛里,1342,0,46,0,0,2516,0,3904,80,3984,0,3984,2078,6062,65.72
,莊敬里,902,0,32,0,0,3114,0,4048,114,4162,0,4162,2044,6206,67.06
,自治里,832,0,32,0,0,2732,0,3596,106,3702,0,3702,2466,6168,60.02
,健行里,2446,0,56,0,0,2768,0,5270,92,5362,0,5362,2858,8220,65.23
,興平里,1900,0,38,0,0,1448,0,3386,72,3458,0,3458,1210,4668,74.08
,中興里,1214,0,44,0,0,1814,0,3072,60,3132,0,3132,2536,5668,55.26
,龍慈里,1668,0,32,0,0,2798,0,4498,80,4578,0,4578,3372,7950,57.58
,自信里,1950,0,48,0,0,3286,0,5284,108,5392,0,5392,3558,8950,60.25
,林森里,1956,0,30,0,0,2132,0,4118,86,4204,0,4204,2744,6948,60.51
,金華里,1460,0,34,0,0,2432,0,3926,80,4006,0,4006,2714,6720,59.61
,總計,165966,0,3818,0,0,194286,0,364070,7030,371100,0,371100,214384,585484,63.38
大溪區,,49700,0,856,0,0,39394,0,89950,1808,91758,0,91758,50486,142244,64.51
,興和里,1278,0,22,0,0,714,0,2014,32,2046,0,2046,986,3032,67.48
,福仁里,946,0,10,0,0,442,0,1398,18,1416,0,1416,458,1874,75.56
,一心里,3236,0,32,0,0,1942,0,5210,90,5300,0,5300,3378,8678,61.07
,一德里,3926,0,42,0,0,2368,0,6336,96,6432,0,6432,3578,10010,64.26
,月眉里,1256,0,30,0,0,588,0,1874,20,1894,0,1894,466,2360,80.25
,永福里,960,0,14,0,0,358,0,1332,36,1368,0,1368,508,1876,72.92
,美華里,2558,0,26,0,0,1080,0,3664,70,3734,0,3734,1950,5684,65.69
,福安里,1994,0,36,0,0,824,0,2854,66,2920,0,2920,1422,4342,67.25
,復興里,912,0,14,0,0,476,0,1402,22,1424,0,1424,384,1808,78.76
,新峰里,756,0,8,0,0,482,0,1246,40,1286,0,1286,308,1594,80.68
,康安里,1156,0,30,0,0,544,0,1730,28,1758,0,1758,632,2390,73.56
,義和里,1680,0,30,0,0,692,0,2402,28,2430,0,2430,972,3402,71.43
,瑞興里,1952,0,38,0,0,1412,0,3402,66,3468,0,3468,1592,5060,68.54
,中新里,1352,0,28,0,0,634,0,2014,68,2082,0,2082,816,2898,71.84
,仁義里,820,0,30,0,0,2296,0,3146,90,3236,0,3236,2082,5318,60.85
,僑愛里,528,0,32,0,0,2330,0,2890,50,2940,0,2940,1812,4752,61.87
,仁善里,3368,0,72,0,0,3408,0,6848,146,6994,0,6994,4678,11672,59.92
,仁愛里,2720,0,32,0,0,2328,0,5080,104,5184,0,5184,3322,8506,60.95
,仁武里,1652,0,44,0,0,1722,0,3418,72,3490,0,3490,1928,5418,64.41
,員林里,934,0,14,0,0,930,0,1878,50,1928,0,1928,914,2842,67.84
,南興里,3170,0,44,0,0,2128,0,5342,84,5426,0,5426,3670,9096,59.65
,瑞源里,2318,0,52,0,0,1612,0,3982,96,4078,0,4078,2822,6900,59.1
,光明里,898,0,20,0,0,1522,0,2440,70,2510,0,2510,1960,4470,56.15
,三元里,1110,0,34,0,0,2012,0,3156,102,3258,0,3258,2034,5292,61.56
,田心里,3498,0,38,0,0,1770,0,5306,92,5398,0,5398,3044,8442,63.94
,仁文里,2090,0,42,0,0,2234,0,4366,76,4442,0,4442,2134,6576,67.55
,仁和里,2632,0,42,0,0,2546,0,5220,96,5316,0,5316,2636,7952,66.85
,總計,49700,0,856,0,0,39394,0,89950,1808,91758,0,91758,50486,142244,64.51
楊梅區,,66740,0,1598,0,0,78068,0,146406,2700,149106,0,149106,88540,237646,62.74
,楊梅里,1890,0,44,0,0,2296,0,4230,72,4302,0,4302,2630,6932,62.06
,楊江里,608,0,16,0,0,752,0,1376,16,1392,0,1392,740,2132,65.29
,紅梅里,1522,0,30,0,0,1796,0,3348,50,3398,0,3398,1618,5016,67.74
,永寧里,2884,0,44,0,0,3186,0,6114,134,6248,0,6248,5166,11414,54.74
,大平里,1582,0,52,0,0,1906,0,3540,60,3600,0,3600,2490,6090,59.11
,東流里,1602,0,34,0,0,1336,0,2972,42,3014,0,3014,2036,5050,59.68
,水美里,2254,0,64,0,0,2486,0,4804,80,4884,0,4884,2628,7512,65.02
,上田里,1862,0,32,0,0,1674,0,3568,78,3646,0,3646,1208,4854,75.11
,梅新里,1164,0,36,0,0,1386,0,2586,56,2642,0,2642,1204,3846,68.69
,大同里,1726,0,64,0,0,2216,0,4006,78,4084,0,4084,1936,6020,67.84
,埔心里,1142,0,18,0,0,960,0,2120,22,2142,0,2142,696,2838,75.48
,金龍里,296,0,22,0,0,876,0,1194,26,1220,0,1220,798,2018,60.46
,瑞塘里,2476,0,52,0,0,2440,0,4968,96,5064,0,5064,3284,8348,60.66
,四維里,1688,0,18,0,0,2062,0,3768,62,3830,0,3830,3234,7064,54.22
,梅溪里,1222,0,30,0,0,1708,0,2960,56,3016,0,3016,2856,5872,51.36
,高山里,1682,0,40,0,0,2136,0,3858,74,3932,0,3932,2526,6458,60.89
,高榮里,2186,0,32,0,0,1758,0,3976,66,4042,0,4042,1708,5750,70.3
,仁美里,2258,0,48,0,0,2502,0,4808,98,4906,0,4906,2642,7548,65.0
,光華里,1460,0,14,0,0,1956,0,3430,42,3472,0,3472,2546,6018,57.69
,富岡里,1156,0,34,0,0,1362,0,2552,48,2600,0,2600,936,3536,73.53
,豐野里,2144,0,50,0,0,2414,0,4608,92,4700,0,4700,2100,6800,69.12
,員本里,1428,0,32,0,0,1290,0,2750,66,2816,0,2816,1760,4576,61.54
,瑞原里,1992,0,60,0,0,2532,0,4584,102,4686,0,4686,2310,6996,66.98
,三湖里,1554,0,38,0,0,1590,0,3182,56,3238,0,3238,1502,4740,68.31
,上湖里,2418,0,70,0,0,2654,0,5142,92,5234,0,5234,3704,8938,58.56
,中山里,1366,0,20,0,0,1600,0,2986,36,3022,0,3022,2212,5234,57.74
,楊明里,2036,0,64,0,0,2922,0,5022,72,5094,0,5094,3336,8430,60.43
,金溪里,1402,0,36,0,0,1864,0,3302,48,3350,0,3350,2676,6026,55.59
,裕成里,1318,0,28,0,0,2118,0,3464,52,3516,0,3516,2014,5530,63.58
,秀才里,1980,0,42,0,0,2082,0,4104,86,4190,0,4190,1868,6058,69.16
,青山里,1406,0,38,0,0,2082,0,3526,68,3594,0,3594,2740,6334,56.74
,新榮里,2056,0,60,0,0,2074,0,4190,94,4284,0,4284,1966,6250,68.54
,雙榮里,1926,0,40,0,0,1824,0,3790,52,3842,0,3842,1638,5480,70.11
,瑞坪里,2148,0,68,0,0,3226,0,5442,122,5564,0,5564,4066,9630,57.78
,永平里,966,0,20,0,0,1202,0,2188,44,2232,0,2232,1096,3328,67.07
,瑞溪里,1326,0,36,0,0,1634,0,2996,52,3048,0,3048,2204,5252,58.04
,高上里,1578,0,44,0,0,1490,0,3112,46,3158,0,3158,1608,4766,66.26
,富豐里,1690,0,64,0,0,1834,0,3588,92,3680,0,3680,1452,5132,71.71
,裕新里,822,0,12,0,0,1282,0,2116,46,2162,0,2162,1482,3644,59.33
,三民里,1324,0,24,0,0,1940,0,3288,70,3358,0,3358,2284,5642,59.52
,頭湖里,1200,0,28,0,0,1620,0,2848,56,2904,0,2904,1640,4544,63.91
,總計,66740,0,1598,0,0,78068,0,146406,2700,149106,0,149106,88540,237646,62.74
蘆竹區,,75574,0,1296,0,0,54738,0,131608,2084,133692,0,133692,86732,220424,60.65
,新興里,2562,0,46,0,0,910,0,3518,68,3586,0,3586,1926,5512,65.06
,中福里,3180,0,58,0,0,1266,0,4504,52,4556,0,4556,1762,6318,72.11
,新莊里,3314,0,46,0,0,1790,0,5150,76,5226,0,5226,2882,8108,64.45
,大竹里,2392,0,34,0,0,1908,0,4334,54,4388,0,4388,2746,7134,61.51
,蘆竹里,3612,0,50,0,0,1620,0,5282,94,5376,0,5376,2032,7408,72.57
,南崁里,2002,0,26,0,0,1484,0,3512,48,3560,0,3560,2368,5928,60.05
,錦興里,2354,0,32,0,0,1782,0,4168,70,4238,0,4238,2404,6642,63.81
,五福里,1252,0,30,0,0,1160,0,2442,16,2458,0,2458,1760,4218,58.27
,內厝里,1696,0,24,0,0,1008,0,2728,52,2780,0,2780,1934,4714,58.97
,山鼻里,1576,0,38,0,0,1020,0,2634,68,2702,0,2702,812,3514,76.89
,山腳里,3204,0,78,0,0,1776,0,5058,98,5156,0,5156,1562,6718,76.75
,外社里,1460,0,38,0,0,472,0,1970,42,2012,0,2012,686,2698,74.57
,坑子里,1630,0,50,0,0,622,0,2302,60,2362,0,2362,838,3200,73.81
,坑口里,2432,0,42,0,0,1224,0,3698,74,3772,0,3772,764,4536,83.16
,海湖里,3708,0,78,0,0,3284,0,7070,140,7210,0,7210,2468,9678,74.5
,南榮里,1640,0,36,0,0,1284,0,2960,36,2996,0,2996,2536,5532,54.16
,南興里,1954,0,24,0,0,2044,0,4022,58,4080,0,4080,4066,8146,50.09
,長興里,1408,0,26,0,0,1010,0,2444,60,2504,0,2504,2160,4664,53.69
,錦中里,1824,0,32,0,0,1424,0,3280,46,3326,0,3326,2404,5730,58.05
,富竹里,1352,0,20,0,0,352,0,1724,26,1750,0,1750,714,2464,71.02
,上竹里,2338,0,28,0,0,1574,0,3940,70,4010,0,4010,1986,5996,66.88
,宏竹里,2670,0,58,0,0,1434,0,4162,82,4244,0,4244,1298,5542,76.58
,瓦窯里,1220,0,30,0,0,1346,0,2596,54,2650,0,2650,2294,4944,53.6
,營盤里,1974,0,28,0,0,1758,0,3760,72,3832,0,3832,3658,7490,51.16
,羊稠里,1948,0,22,0,0,1626,0,3596,34,3630,0,3630,3528,7158,50.71
,順興里,1292,0,10,0,0,1282,0,2584,50,2634,0,2634,2664,5298,49.72
,福昌里,1958,0,30,0,0,2004,0,3992,54,4046,0,4046,4288,8334,48.55
,福興里,3084,0,48,0,0,2850,0,5982,50,6032,0,6032,6724,12756,47.29
,蘆興里,1252,0,28,0,0,864,0,2144,54,2198,0,2198,886,3084,71.27
,長壽里,2260,0,38,0,0,2680,0,4978,62,5040,0,5040,4028,9068,55.58
,吉祥里,1524,0,26,0,0,1494,0,3044,30,3074,0,3074,2524,5598,54.91
,中山里,1276,0,12,0,0,1210,0,2498,28,2526,0,2526,2360,4886,51.7
,福祿里,1566,0,22,0,0,1354,0,2942,28,2970,0,2970,2398,5368,55.33
,興榮里,1378,0,22,0,0,1412,0,2812,38,2850,0,2850,1972,4822,59.1
,中興里,1942,0,26,0,0,1490,0,3458,52,3510,0,3510,3076,6586,53.29
,上興里,1912,0,32,0,0,1462,0,3406,42,3448,0,3448,1954,5402,63.83
,營福里,1428,0,28,0,0,1458,0,2914,46,2960,0,2960,2270,5230,56.6
,總計,75574,0,1296,0,0,54738,0,131608,2084,133692,0,133692,86732,220424,60.65
大園區,,47840,0,928,0,0,35762,0,84530,1598,86128,0,86128,42580,128708,66.92
,大園里,4294,0,70,0,0,3014,0,7378,112,7490,0,7490,3900,11390,65.76
,田心里,3914,0,60,0,0,2826,0,6800,110,6910,0,6910,4054,10964,63.02
,溪海里,3154,0,74,0,0,2316,0,5544,118,5662,0,5662,2506,8168,69.32
,和平里,1568,0,30,0,0,1010,0,2608,62,2670,0,2670,512,3182,83.91
,橫峰里,4650,0,78,0,0,3684,0,8412,122,8534,0,8534,5616,14150,60.31
,五權里,3400,0,44,0,0,1864,0,5308,84,5392,0,5392,3122,8514,63.33
,埔心里,4408,0,64,0,0,2888,0,7360,132,7492,0,7492,3544,11036,67.89
,大海里,1070,0,32,0,0,1304,0,2406,72,2478,0,2478,664,3142,78.87
,三石里,2286,0,48,0,0,1422,0,3756,60,3816,0,3816,1602,5418,70.43
,菓林里,4354,0,78,0,0,3184,0,7616,130,7746,0,7746,4232,11978,64.67
,竹圍里,2312,0,52,0,0,1752,0,4116,82,4198,0,4198,1556,5754,72.96
,海口里,1222,0,46,0,0,1038,0,2306,66,2372,0,2372,910,3282,72.27
,沙崙里,1508,0,34,0,0,1486,0,3028,76,3104,0,3104,2082,5186,59.85
,後厝里,1644,0,22,0,0,1272,0,2938,78,3016,0,3016,1516,4532,66.55
,圳頭里,1814,0,28,0,0,1296,0,3138,64,3202,0,3202,1560,4762,67.24
,內海里,1690,0,62,0,0,1372,0,3124,58,3182,0,3182,868,4050,78.57
,北港里,1918,0,48,0,0,1508,0,3474,62,3536,0,3536,1250,4786,73.88
,南港里,2634,0,58,0,0,2526,0,5218,110,5328,0,5328,3086,8414,63.32
,總計,47840,0,928,0,0,35762,0,84530,1598,86128,0,86128,42580,128708,66.92
龜山區,,68416,0,1160,0,0,57706,0,127282,2408,129690,0,129690,89178,218868,59.25
,楓樹里,3844,0,60,0,0,2400,0,6304,84,6388,0,6388,3508,9896,64.55
,龜山里,3776,0,64,0,0,2746,0,6586,152,6738,0,6738,4690,11428,58.96
,兔坑里,2424,0,44,0,0,2146,0,4614,102,4716,0,4716,2808,7524,62.68
,大同里,3550,0,78,0,0,2890,0,6518,120,6638,0,6638,3582,10220,64.95
,山福里,2072,0,38,0,0,1598,0,3708,76,3784,0,3784,2086,5870,64.46
,山頂里,2926,0,34,0,0,2420,0,5380,88,5468,0,5468,4316,9784,55.89
,陸光里,508,0,16,0,0,3860,0,4384,112,4496,0,4496,2398,6894,65.22
,精忠里,1912,0,44,0,0,3456,0,5412,100,5512,0,5512,3896,9408,58.59
,公西里,812,0,24,0,0,628,0,1464,26,1490,0,1490,678,2168,68.73
,樂善里,1910,0,28,0,0,1696,0,3634,88,3722,0,3722,2460,6182,60.21
,南上里,1460,0,24,0,0,888,0,2372,52,2424,0,2424,796,3220,75.28
,大坑里,1382,0,30,0,0,698,0,2110,32,2142,0,2142,1300,3442,62.23
,中興里,2980,0,52,0,0,2210,0,5242,118,5360,0,5360,3362,8722,61.45
