行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,十甲里,2252,0,0,0,0,3678,0,5930,62,5992,0,5992,1984,7976,75.13
,東南里,2206,0,0,0,0,2878,0,5084,66,5150,0,5150,1922,7072,72.82
,東勢里,1482,0,0,0,0,1932,0,3414,50,3464,0,3464,1766,5230,66.23
,合作里,3240,0,0,0,0,2018,0,5258,74,5332,0,5332,2430,7762,68.69
,富台里,1506,0,0,0,0,878,0,2384,34,2418,0,2418,964,3382,71.5
,富仁里,3368,0,0,0,0,1910,0,5278,80,5358,0,5358,2622,7980,67.14
,東信里,4200,0,0,0,0,7580,0,11780,142,11922,0,11922,4132,16054,74.26
,東英里,3262,0,0,0,0,5436,0,8698,98,8796,0,8796,3218,12014,73.21
,總計,34480,0,0,0,0,51380,0,85860,1094,86954,0,86954,33326,120280,72.29
南區,,55844,0,0,0,0,72554,0,128398,1558,129956,0,129956,55118,185074,70.22
,城隍里,2058,0,0,0,0,2642,0,4700,72,4772,0,4772,1978,6750,70.7
,國光里,2166,0,0,0,0,3174,0,5340,102,5442,0,5442,2142,7584,71.76
,南門里,2052,0,0,0,0,2744,0,4796,60,4856,0,4856,1846,6702,72.46
,德義里,1698,0,0,0,0,2056,0,3754,36,3790,0,3790,1444,5234,72.41
,積善里,1386,0,0,0,0,2208,0,3594,28,3622,0,3622,1420,5042,71.84
,江川里,1658,0,0,0,0,2390,0,4048,40,4088,0,4088,1272,5360,76.27
,新榮里,2292,0,0,0,0,2768,0,5060,46,5106,0,5106,2640,7746,65.92
,福興里,2290,0,0,0,0,3086,0,5376,64,5440,0,5440,1726,7166,75.91
,福平里,2742,0,0,0,0,3882,0,6624,74,6698,0,6698,2922,9620,69.63
,和平里,1830,0,0,0,0,2710,0,4540,54,4594,0,4594,2314,6908,66.5
,永興里,3926,0,0,0,0,4626,0,8552,100,8652,0,8652,3990,12642,68.44
,樹義里,5428,0,0,0,0,6824,0,12252,146,12398,0,12398,5522,17920,69.19
,樹德里,4208,0,0,0,0,5062,0,9270,118,9388,0,9388,3666,13054,71.92
,西川里,2332,0,0,0,0,2936,0,5268,56,5324,0,5324,2344,7668,69.43
,長春里,1214,0,0,0,0,1604,0,2818,34,2852,0,2852,1108,3960,72.02
,長榮里,1580,0,0,0,0,2070,0,3650,40,3690,0,3690,1278,4968,74.28
,福順里,2946,0,0,0,0,3802,0,6748,94,6842,0,6842,2752,9594,71.32
,平和里,1822,0,0,0,0,3060,0,4882,70,4952,0,4952,1820,6772,73.12
,南和里,3336,0,0,0,0,3698,0,7034,84,7118,0,7118,4516,11634,61.18
,永和里,2504,0,0,0,0,3204,0,5708,80,5788,0,5788,2404,8192,70.65
,工學里,3426,0,0,0,0,4088,0,7514,90,7604,0,7604,3222,10826,70.24
,崇倫里,2950,0,0,0,0,3920,0,6870,70,6940,0,6940,2792,9732,71.31
,總計,55844,0,0,0,0,72554,0,128398,1558,129956,0,129956,55118,185074,70.22
西區,,54594,0,0,0,0,69210,0,123804,1536,125340,0,125340,54192,179532,69.81
,民生里,1174,0,0,0,0,1372,0,2546,44,2590,0,2590,1080,3670,70.57
,利民里,1078,0,0,0,0,906,0,1984,32,2016,0,2016,880,2896,69.61
,三民里,992,0,0,0,0,1084,0,2076,10,2086,0,2086,2046,4132,50.48
,東昇里,1458,0,0,0,0,1714,0,3172,50,3222,0,3222,1154,4376,73.63
,廣民里,1034,0,0,0,0,1114,0,2148,22,2170,0,2170,916,3086,70.32
,平和里,1150,0,0,0,0,1320,0,2470,28,2498,0,2498,1212,3710,67.33
,公民里,2764,0,0,0,0,3466,0,6230,70,6300,0,6300,2520,8820,71.43
,藍興里,2258,0,0,0,0,3058,0,5316,86,5402,0,5402,1998,7400,73.0
,公舘里,2992,0,0,0,0,4400,0,7392,78,7470,0,7470,2888,10358,72.12
,和龍里,1166,0,0,0,0,1984,0,3150,34,3184,0,3184,1324,4508,70.63
,民龍里,1890,0,0,0,0,2104,0,3994,60,4054,0,4054,2078,6132,66.11
,後龍里,1864,0,0,0,0,2614,0,4478,70,4548,0,4548,1994,6542,69.52
,安龍里,1568,0,0,0,0,2080,0,3648,36,3684,0,3684,1582,5266,69.96
,吉龍里,3852,0,0,0,0,4554,0,8406,138,8544,0,8544,3794,12338,69.25
,昇平里,3140,0,0,0,0,4112,0,7252,100,7352,0,7352,3366,10718,68.59
,忠明里,3000,0,0,0,0,3868,0,6868,74,6942,0,6942,3530,10472,66.29
,公正里,3378,0,0,0,0,4372,0,7750,96,7846,0,7846,3294,11140,70.43
,土庫里,3268,0,0,0,0,4100,0,7368,92,7460,0,7460,2946,10406,71.69
,忠誠里,3238,0,0,0,0,4268,0,7506,102,7608,0,7608,3318,10926,69.63
,公益里,1522,0,0,0,0,2396,0,3918,22,3940,0,3940,1520,5460,72.16
,中興里,2076,0,0,0,0,3038,0,5114,44,5158,0,5158,1932,7090,72.75
,公平里,2786,0,0,0,0,3228,0,6014,78,6092,0,6092,2860,8952,68.05
,公德里,2418,0,0,0,0,3080,0,5498,66,5564,0,5564,2226,7790,71.42
,双龍里,1894,0,0,0,0,1928,0,3822,44,3866,0,3866,1624,5490,70.42
,大忠里,2634,0,0,0,0,3050,0,5684,60,5744,0,5744,2110,7854,73.13
,總計,54594,0,0,0,0,69210,0,123804,1536,125340,0,125340,54192,179532,69.81
北區,,73582,0,0,0,0,84838,0,158420,2088,160508,0,160508,75044,235552,68.14
,光大里,1042,0,0,0,0,1534,0,2576,38,2614,0,2614,1326,3940,66.35
,文莊里,2638,0,0,0,0,1848,0,4486,74,4560,0,4560,1926,6486,70.31
,五常里,640,0,0,0,0,1202,0,1842,28,1870,0,1870,670,2540,73.62
,新興里,1036,0,0,0,0,968,0,2004,38,2042,0,2042,1060,3102,65.83
,新北里,1042,0,0,0,0,1324,0,2366,20,2386,0,2386,1132,3518,67.82
,樂英里,2676,0,0,0,0,1070,0,3746,64,3810,0,3810,1690,5500,69.27
,錦村里,2088,0,0,0,0,2342,0,4430,46,4476,0,4476,1596,6072,73.72
,建成里,3050,0,0,0,0,3814,0,6864,92,6956,0,6956,3014,9970,69.77
,錦洲里,2226,0,0,0,0,2136,0,4362,54,4416,0,4416,1832,6248,70.68
,金華里,1408,0,0,0,0,1544,0,2952,28,2980,0,2980,1386,4366,68.25
,金龍里,2692,0,0,0,0,2774,0,5466,58,5524,0,5524,2826,8350,66.16
,邱厝里,1382,0,0,0,0,1470,0,2852,18,2870,0,2870,1126,3996,71.82
,建興里,3060,0,0,0,0,4006,0,7066,100,7166,0,7166,3682,10848,66.06
,頂厝里,2406,0,0,0,0,2724,0,5130,46,5176,0,5176,2450,7626,67.87
,賴厝里,2352,0,0,0,0,2342,0,4694,64,4758,0,4758,4780,9538,49.88
,賴村里,2404,0,0,0,0,3454,0,5858,78,5936,0,5936,2528,8464,70.13
,育德里,2098,0,0,0,0,2414,0,4512,68,4580,0,4580,1998,6578,69.63
,淡溝里,2776,0,0,0,0,3498,0,6274,66,6340,0,6340,2900,9240,68.61
,中達里,1426,0,0,0,0,1922,0,3348,42,3390,0,3390,1548,4938,68.65
,錦祥里,2048,0,0,0,0,2190,0,4238,70,4308,0,4308,2406,6714,64.16
,健行里,3272,0,0,0,0,4898,0,8170,106,8276,0,8276,3346,11622,71.21
,明德里,2984,0,0,0,0,3658,0,6642,98,6740,0,6740,3078,9818,68.65
,長青里,3482,0,0,0,0,4210,0,7692,98,7790,0,7790,3572,11362,68.56
,賴明里,2078,0,0,0,0,2338,0,4416,36,4452,0,4452,2648,7100,62.7
,賴興里,2402,0,0,0,0,2450,0,4852,78,4930,0,4930,2336,7266,67.85
,中正里,780,0,0,0,0,1290,0,2070,34,2104,0,2104,834,2938,71.61
,六合里,848,0,0,0,0,1526,0,2374,42,2416,0,2416,1022,3438,70.27
,大湖里,1054,0,0,0,0,1904,0,2958,62,3020,0,3020,1330,4350,69.43
,錦平里,1024,0,0,0,0,1382,0,2406,30,2436,0,2436,1346,3782,64.41
,建德里,2262,0,0,0,0,2654,0,4916,52,4968,0,4968,1756,6724,73.88
,崇德里,2110,0,0,0,0,2396,0,4506,64,4570,0,4570,1864,6434,71.03
,賴旺里,2602,0,0,0,0,2874,0,5476,80,5556,0,5556,2624,8180,67.92
,明新里,1694,0,0,0,0,2038,0,3732,40,3772,0,3772,1546,5318,70.93
,立人里,2308,0,0,0,0,2030,0,4338,72,4410,0,4410,2060,6470,68.16
,梅川里,1842,0,0,0,0,2070,0,3912,40,3952,0,3952,1704,5656,69.87
,賴福里,2350,0,0,0,0,2544,0,4894,64,4958,0,4958,2102,7060,70.23
,總計,73582,0,0,0,0,84838,0,158420,2088,160508,0,160508,75044,235552,68.14
西屯區,,106494,0,0,0,0,116130,0,222624,2850,225474,0,225474,101526,327000,68.95
,西安里,2546,0,0,0,0,3454,0,6000,102,6102,0,6102,2470,8572,71.19
,西墩里,2150,0,0,0,0,3160,0,5310,82,5392,0,5392,2224,7616,70.8
,潮洋里,2258,0,0,0,0,2754,0,5012,50,5062,0,5062,3832,8894,56.91
,龍潭里,326,0,0,0,0,910,0,1236,16,1252,0,1252,348,1600,78.25
,惠來里,7492,0,0,0,0,6362,0,13854,166,14020,0,14020,6512,20532,68.28
,上石里,2696,0,0,0,0,2700,0,5396,68,5464,0,5464,3016,8480,64.43
,逢甲里,2542,0,0,0,0,2820,0,5362,82,5444,0,5444,2438,7882,69.07
,鵬程里,3228,0,0,0,0,540,0,3768,70,3838,0,3838,1442,5280,72.69
,何安里,2744,0,0,0,0,3420,0,6164,82,6246,0,6246,3100,9346,66.83
,何厝里,1710,0,0,0,0,2302,0,4012,72,4084,0,4084,1800,5884,69.41
,大河里,1896,0,0,0,0,3190,0,5086,58,5144,0,5144,1940,7084,72.61
,大石里,2488,0,0,0,0,446,0,2934,58,2992,0,2992,1304,4296,69.65
,大福里,2250,0,0,0,0,2146,0,4396,62,4458,0,4458,1652,6110,72.96
,大鵬里,3050,0,0,0,0,3008,0,6058,76,6134,0,6134,2622,8756,70.05
,港尾里,2776,0,0,0,0,3784,0,6560,104,6664,0,6664,2116,8780,75.9
,廣福里,1182,0,0,0,0,2540,0,3722,46,3768,0,3768,874,4642,81.17
,林厝里,1756,0,0,0,0,2536,0,4292,72,4364,0,4364,1826,6190,70.5
,永安里,6656,0,0,0,0,6902,0,13558,206,13764,0,13764,7262,21026,65.46
,福安里,1466,0,0,0,0,1734,0,3200,24,3224,0,3224,1496,4720,68.31
,協和里,2006,0,0,0,0,3394,0,5400,96,5496,0,5496,2086,7582,72.49
,何仁里,3566,0,0,0,0,4388,0,7954,54,8008,0,8008,3512,11520,69.51
,何德里,2170,0,0,0,0,2732,0,4902,50,4952,0,4952,1820,6772,73.12
,何源里,3942,0,0,0,0,4330,0,8272,88,8360,0,8360,3970,12330,67.8
,西平里,3608,0,0,0,0,2752,0,6360,60,6420,0,6420,2874,9294,69.08
,何南里,2590,0,0,0,0,2794,0,5384,54,5438,0,5438,2338,7776,69.93
,至善里,2562,0,0,0,0,2558,0,5120,60,5180,0,5180,2334,7514,68.94
,上安里,2760,0,0,0,0,2866,0,5626,68,5694,0,5694,2858,8552,66.58
,上德里,2632,0,0,0,0,2704,0,5336,52,5388,0,5388,2338,7726,69.74
,逢福里,3480,0,0,0,0,3436,0,6916,66,6982,0,6982,2664,9646,72.38
,何明里,2098,0,0,0,0,2682,0,4780,52,4832,0,4832,2124,6956,69.47
,何成里,4022,0,0,0,0,4486,0,8508,102,8610,0,8610,4316,12926,66.61
,何福里,2486,0,0,0,0,3224,0,5710,86,5796,0,5796,2314,8110,71.47
,福和里,2010,0,0,0,0,3578,0,5588,66,5654,0,5654,1880,7534,75.05
,福中里,1908,0,0,0,0,2322,0,4230,46,4276,0,4276,1584,5860,72.97
,福恩里,1584,0,0,0,0,1770,0,3354,50,3404,0,3404,1844,5248,64.86
,福聯里,1486,0,0,0,0,1550,0,3036,38,3074,0,3074,2116,5190,59.23
,福瑞里,1718,0,0,0,0,1424,0,3142,42,3184,0,3184,2006,5190,61.35
,福林里,4252,0,0,0,0,3790,0,8042,102,8144,0,8144,4208,12352,65.93
,福雅里,3326,0,0,0,0,3516,0,6842,88,6930,0,6930,2892,9822,70.56
,福恩里、協和里,1076,0,0,0,0,1126,0,2202,34,2236,0,2236,1174,3410,65.57
,總計,106494,0,0,0,0,116130,0,222624,2850,225474,0,225474,101526,327000,68.95
南屯區,,74946,0,0,0,0,90994,0,165940,2238,168178,0,168178,68792,236970,70.97
,南屯里,4746,0,0,0,0,6068,0,10814,144,10958,0,10958,4342,15300,71.62
,豐樂里,5584,0,0,0,0,7978,0,13562,192,13754,0,13754,4748,18502,74.34
,楓樹里,3018,0,0,0,0,4604,0,7622,116,7738,0,7738,2296,10034,77.12
,中和里,2340,0,0,0,0,3930,0,6270,76,6346,0,6346,2216,8562,74.12
,春社里,3610,0,0,0,0,3844,0,7454,110,7564,0,7564,3712,11276,67.08
,春安里,574,0,0,0,0,450,0,1024,28,1052,0,1052,412,1464,71.86
,文山里,4430,0,0,0,0,5824,0,10254,154,10408,0,10408,4748,15156,68.67
,新生里,402,0,0,0,0,960,0,1362,8,1370,0,1370,450,1820,75.27
,永定里,2350,0,0,0,0,3628,0,5978,110,6088,0,6088,2384,8472,71.86
,三厝里,3766,0,0,0,0,4428,0,8194,96,8290,0,8290,3086,11376,72.87
,溝墘里,3048,0,0,0,0,3488,0,6536,88,6624,0,6624,2474,9098,72.81
,田心里,3372,0,0,0,0,4420,0,7792,92,7884,0,7884,2900,10784,73.11
,黎明里,3398,0,0,0,0,2694,0,6092,78,6170,0,6170,2086,8256,74.73
,鎮平里,650,0,0,0,0,1694,0,2344,50,2394,0,2394,562,2956,80.99
,大同里,2632,0,0,0,0,3450,0,6082,90,6172,0,6172,2556,8728,70.71
,文心里,2012,0,0,0,0,2330,0,4342,52,4394,0,4394,2002,6396,68.7
,同心里,3036,0,0,0,0,3330,0,6366,80,6446,0,6446,2822,9268,69.55
,向心里,2424,0,0,0,0,2880,0,5304,78,5382,0,5382,3386,8768,61.38
,大誠里,2036,0,0,0,0,2274,0,4310,66,4376,0,4376,1898,6274,69.75
,大興里,2242,0,0,0,0,3082,0,5324,80,5404,0,5404,2038,7442,72.61
,大業里,3688,0,0,0,0,4120,0,7808,72,7880,0,7880,3602,11482,68.63
,惠中里,4012,0,0,0,0,4146,0,8158,102,8260,0,8260,3770,12030,68.66
,寶山里,2430,0,0,0,0,3496,0,5926,92,6018,0,6018,2930,8948,67.26
,三和里,5122,0,0,0,0,4464,0,9586,128,9714,0,9714,3942,13656,71.13
,三義里,4024,0,0,0,0,3412,0,7436,56,7492,0,7492,3430,10922,68.6
,總計,74946,0,0,0,0,90994,0,165940,2238,168178,0,168178,68792,236970,70.97
北屯區,,129292,0,0,0,0,145434,0,274726,3240,277966,0,277966,121190,399156,69.64
,北興里,2030,0,0,0,0,2368,0,4398,64,4462,0,4462,1902,6364,70.11
,北屯里,1988,0,0,0,0,2288,0,4276,60,4336,0,4336,1924,6260,69.27
,三光里,4124,0,0,0,0,4476,0,8600,102,8702,0,8702,4172,12874,67.59
,平田里,3402,0,0,0,0,3570,0,6972,76,7048,0,7048,3126,10174,69.27
,平和里,3146,0,0,0,0,3034,0,6180,64,6244,0,6244,3052,9296,67.17
,東光里,2696,0,0,0,0,3322,0,6018,80,6098,0,6098,2492,8590,70.99
,舊社里,3464,0,0,0,0,4358,0,7822,78,7900,0,7900,3350,11250,70.22
,水景里,6898,0,0,0,0,9104,0,16002,160,16162,0,16162,6736,22898,70.58
,軍功里,6120,0,0,0,0,8140,0,14260,174,14434,0,14434,5644,20078,71.89
,和平里,4200,0,0,0,0,6008,0,10208,126,10334,0,10334,3734,14068,73.46
,東山里,980,0,0,0,0,1898,0,2878,24,2902,0,2902,900,3802,76.33
,民政里,514,0,0,0,0,800,0,1314,22,1336,0,1336,572,1908,70.02
,子里,2178,0,0,0,0,2776,0,4954,44,4998,0,4998,2210,7208,69.34
,大坑里,1086,0,0,0,0,1598,0,2684,46,2730,0,2730,1208,3938,69.32
,民德里,492,0,0,0,0,724,0,1216,12,1228,0,1228,524,1752,70.09
,松竹里,4898,0,0,0,0,4978,0,9876,138,10014,0,10014,4540,14554,68.81
,仁和里,4448,0,0,0,0,5054,0,9502,90,9592,0,9592,6318,15910,60.29
,仁美里,4466,0,0,0,0,5166,0,9632,114,9746,0,9746,3268,13014,74.89
,四民里,1002,0,0,0,0,1298,0,2300,36,2336,0,2336,718,3054,76.49
,后庄里,6410,0,0,0,0,5694,0,12104,146,12250,0,12250,4830,17080,71.72
,同榮里,3510,0,0,0,0,3650,0,7160,96,7256,0,7256,2604,9860,73.59
,仁愛里,726,0,0,0,0,754,0,1480,16,1496,0,1496,744,2240,66.79
,水湳里,3890,0,0,0,0,4492,0,8382,102,8484,0,8484,3700,12184,69.63
,陳平里,2884,0,0,0,0,2898,0,5782,68,5850,0,5850,2464,8314,70.36
,新平里,2904,0,0,0,0,2612,0,5516,56,5572,0,5572,2558,8130,68.54
,平安里,2962,0,0,0,0,3700,0,6662,82,6744,0,6744,3124,9868,68.34
,平順里,1748,0,0,0,0,2070,0,3818,42,3860,0,3860,1896,5756,67.06
,平德里,3542,0,0,0,0,3950,0,7492,86,7578,0,7578,3628,11206,67.62
,松安里,2960,0,0,0,0,3362,0,6322,102,6424,0,6424,2346,8770,73.25
,松茂里,3390,0,0,0,0,3336,0,6726,72,6798,0,6798,2772,9570,71.03
,大德里,3298,0,0,0,0,2980,0,6278,98,6376,0,6376,2876,9252,68.91
,松強里,3392,0,0,0,0,3592,0,6984,78,7062,0,7062,3384,10446,67.6
,松勇里,3360,0,0,0,0,3596,0,6956,82,7038,0,7038,2558,9596,73.34
,北京里,1936,0,0,0,0,2410,0,4346,30,4376,0,4376,1804,6180,70.81
,平心里,2736,0,0,0,0,3132,0,5868,92,5960,0,5960,2772,8732,68.25
,平福里,2510,0,0,0,0,2172,0,4682,40,4722,0,4722,2126,6848,68.95
,松和里,3546,0,0,0,0,4112,0,7658,78,7736,0,7736,4134,11870,65.17
,平陽里,2912,0,0,0,0,3076,0,5988,72,6060,0,6060,2800,8860,68.4
,平興里,3616,0,0,0,0,3942,0,7558,80,7638,0,7638,3680,11318,67.49
,平昌里,2514,0,0,0,0,2734,0,5248,60,5308,0,5308,2786,8094,65.58
,三和里,3642,0,0,0,0,3950,0,7592,106,7698,0,7698,3014,10712,71.86
,忠平里,2772,0,0,0,0,2260,0,5032,46,5078,0,5078,2200,7278,69.77
,總計,129292,0,0,0,0,145434,0,274726,3240,277966,0,277966,121190,399156,69.64
豐原區,,70564,0,0,0,0,112980,0,183544,2360,185904,0,185904,70340,256244,72.55
,豐原里,1322,0,0,0,0,1508,0,2830,46,2876,0,2876,1332,4208,68.35
,頂街里,430,0,0,0,0,842,0,1272,24,1296,0,1296,446,1742,74.4
,中山里,468,0,0,0,0,792,0,1260,20,1280,0,1280,348,1628,78.62
,豐榮里,562,0,0,0,0,970,0,1532,26,1558,0,1558,638,2196,70.95
,下街里,416,0,0,0,0,730,0,1146,16,1162,0,1162,390,1552,74.87
,富春里,478,0,0,0,0,762,0,1240,8,1248,0,1248,292,1540,81.04
,葫蘆里,356,0,0,0,0,624,0,980,14,994,0,994,302,1296,76.7
,豐西里,1060,0,0,0,0,1286,0,2346,22,2368,0,2368,852,3220,73.54
,西安里,2872,0,0,0,0,4286,0,7158,86,7244,0,7244,2488,9732,74.43
,西勢里,1308,0,0,0,0,1752,0,3060,28,3088,0,3088,960,4048,76.28
,東勢里,762,0,0,0,0,1314,0,2076,30,2106,0,2106,742,2848,73.95
,民生里,602,0,0,0,0,1018,0,1620,12,1632,0,1632,544,2176,75.0
,大湳里,1348,0,0,0,0,2168,0,3516,34,3550,0,3550,1280,4830,73.5
,北湳里,1732,0,0,0,0,2438,0,4170,68,4238,0,4238,1426,5664,74.82
,東湳里,1890,0,0,0,0,3812,0,5702,82,5784,0,5784,2052,7836,73.81
,西湳里,3856,0,0,0,0,7634,0,11490,122,11612,0,11612,4434,16046,72.37
,圳寮里,630,0,0,0,0,1186,0,1816,34,1850,0,1850,494,2344,78.92
,豐圳里,1774,0,0,0,0,2576,0,4350,76,4426,0,4426,1800,6226,71.09
,社皮里,4858,0,0,0,0,7312,0,12170,156,12326,0,12326,5700,18026,68.38
,三村里,3216,0,0,0,0,5070,0,8286,110,8396,0,8396,3294,11690,71.82
,中興里,2002,0,0,0,0,2086,0,4088,48,4136,0,4136,1332,5468,75.64
,田心里,3074,0,0,0,0,4642,0,7716,72,7788,0,7788,3996,11784,66.09
,豐田里,4998,0,0,0,0,8540,0,13538,170,13708,0,13708,5210,18918,72.46
,鎌村里,2346,0,0,0,0,3824,0,6170,86,6256,0,6256,2518,8774,71.3
,南陽里,5482,0,0,0,0,7780,0,13262,166,13428,0,13428,5016,18444,72.8
,陽明里,1564,0,0,0,0,2124,0,3688,38,3726,0,3726,1442,5168,72.1
,北陽里,6746,0,0,0,0,10178,0,16924,208,17132,0,17132,6822,23954,71.52
,中陽里,3000,0,0,0,0,4300,0,7300,112,7412,0,7412,2470,9882,75.01
,東陽里,676,0,0,0,0,1580,0,2256,40,2296,0,2296,870,3166,72.52
,南村里,2438,0,0,0,0,4530,0,6968,78,7046,0,7046,2710,9756,72.22
,南田里,1672,0,0,0,0,2802,0,4474,42,4516,0,4516,1696,6212,72.7
,南嵩里,1582,0,0,0,0,3018,0,4600,62,4662,0,4662,1524,6186,75.36
,翁明里,1094,0,0,0,0,1790,0,2884,40,2924,0,2924,1076,4000,73.1
,翁子里,1422,0,0,0,0,2492,0,3914,58,3972,0,3972,1492,5464,72.69
,翁社里,1122,0,0,0,0,1930,0,3052,50,3102,0,3102,820,3922,79.09
,朴子里,1406,0,0,0,0,3284,0,4690,76,4766,0,4766,1532,6298,75.67
,總計,70564,0,0,0,0,112980,0,183544,2360,185904,0,185904,70340,256244,72.55
東勢區,,27994,0,0,0,0,32222,0,60216,1132,61348,0,61348,22530,83878,73.14
,北興里,1012,0,0,0,0,772,0,1784,34,1818,0,1818,764,2582,70.41
,中寧里,604,0,0,0,0,540,0,1144,20,1164,0,1164,428,1592,73.12
,東安里,798,0,0,0,0,662,0,1460,30,1490,0,1490,644,2134,69.82
,南平里,1550,0,0,0,0,1218,0,2768,46,2814,0,2814,842,3656,76.97
,延平里,1442,0,0,0,0,1580,0,3022,30,3052,0,3052,1308,4360,70.0
,上新里,768,0,0,0,0,678,0,1446,20,1466,0,1466,464,1930,75.96
,廣興里,1182,0,0,0,0,984,0,2166,32,2198,0,2198,566,2764,79.52
,泰昌里,2592,0,0,0,0,2128,0,4720,86,4806,0,4806,1910,6716,71.56
,中嵙里,1126,0,0,0,0,1342,0,2468,34,2502,0,2502,1200,3702,67.59
,福隆里,2332,0,0,0,0,2266,0,4598,94,4692,0,4692,2088,6780,69.2
,隆興里,874,0,0,0,0,952,0,1826,42,1868,0,1868,1010,2878,64.91
,新盛里,2784,0,0,0,0,3532,0,6316,128,6444,0,6444,3122,9566,67.36
,詒福里,1062,0,0,0,0,1524,0,2586,80,2666,0,2666,510,3176,83.94
,上城里,650,0,0,0,0,1024,0,1674,20,1694,0,1694,266,1960,86.43
,下城里,462,0,0,0,0,724,0,1186,24,1210,0,1210,492,1702,71.09
,慶東里,1050,0,0,0,0,1664,0,2714,42,2756,0,2756,918,3674,75.01
,慶福里,682,0,0,0,0,1248,0,1930,42,1972,0,1972,656,2628,75.04
,東新里,1406,0,0,0,0,1320,0,2726,50,2776,0,2776,902,3678,75.48
,粵寧里,1290,0,0,0,0,1422,0,2712,66,2778,0,2778,1142,3920,70.87
,下新里,966,0,0,0,0,1314,0,2280,32,2312,0,2312,984,3296,70.15
,興隆里,642,0,0,0,0,1124,0,1766,36,1802,0,1802,500,2302,78.28
,茂興里,1126,0,0,0,0,1506,0,2632,54,2686,0,2686,788,3474,77.32
,泰興里,406,0,0,0,0,674,0,1080,30,1110,0,1110,328,1438,77.19
,埤頭里,288,0,0,0,0,700,0,988,12,1000,0,1000,308,1308,76.45
,明正里,900,0,0,0,0,1324,0,2224,48,2272,0,2272,390,2662,85.35
,總計,27994,0,0,0,0,32222,0,60216,1132,61348,0,61348,22530,83878,73.14
大甲區,,36702,0,0,0,0,51588,0,88290,1636,89926,0,89926,29008,118934,75.61
,朝陽里,804,0,0,0,0,1150,0,1954,24,1978,0,1978,696,2674,73.97
,大甲里,678,0,0,0,0,806,0,1484,20,1504,0,1504,504,2008,74.9
,順天里,950,0,0,0,0,1280,0,2230,40,2270,0,2270,754,3024,75.07
,孔門里,456,0,0,0,0,504,0,960,16,976,0,976,574,1550,62.97
,平安里,1280,0,0,0,0,1852,0,3132,58,3190,0,3190,846,4036,79.04
,庄美里,1274,0,0,0,0,1876,0,3150,50,3200,0,3200,974,4174,76.67
,新美里,2094,0,0,0,0,2732,0,4826,80,4906,0,4906,1606,6512,75.34
,岷山里,1338,0,0,0,0,1576,0,2914,30,2944,0,2944,1012,3956,74.42
,中山里,2776,0,0,0,0,2898,0,5674,96,5770,0,5770,2242,8012,72.02
,南陽里,566,0,0,0,0,652,0,1218,20,1238,0,1238,364,1602,77.28
,薰風里,610,0,0,0,0,682,0,1292,32,1324,0,1324,442,1766,74.97
,義和里,1832,0,0,0,0,2512,0,4344,76,4420,0,4420,1498,5918,74.69
,武陵里,836,0,0,0,0,892,0,1728,54,1782,0,1782,454,2236,79.7
,文曲里,584,0,0,0,0,1074,0,1658,44,1702,0,1702,502,2204,77.22
