行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
西屯區,,134874,0,0,86614,0,2166,223654,4506,228160,0,228160,124954,353114,64.61
,西安里,3488,0,0,2572,0,52,6112,112,6224,0,6224,2970,9194,67.7
,西墩里,3624,0,0,2562,0,82,6268,102,6370,0,6370,3800,10170,62.64
,潮洋里,3350,0,0,2418,0,56,5824,112,5936,0,5936,4536,10472,56.68
,龍潭里,534,0,0,626,0,4,1164,36,1200,0,1200,302,1502,79.89
,惠來里,9770,0,0,5568,0,112,15450,240,15690,0,15690,9372,25062,62.6
,上石里,3494,0,0,2034,0,50,5578,120,5698,0,5698,3504,9202,61.92
,逢甲里,3172,0,0,1992,0,56,5220,118,5338,0,5338,2956,8294,64.36
,鵬程里,3246,0,0,394,0,30,3670,70,3740,0,3740,1552,5292,70.67
,何安里,3258,0,0,2504,0,66,5828,130,5958,0,5958,3798,9756,61.07
,何厝里,2266,0,0,1732,0,30,4028,58,4086,0,4086,2020,6106,66.92
,大河里,2662,0,0,2434,0,54,5150,108,5258,0,5258,2052,7310,71.93
,大石里,2612,0,0,342,0,16,2970,20,2990,0,2990,1254,4244,70.45
,大福里,2498,0,0,1468,0,28,3994,66,4060,0,4060,2146,6206,65.42
,大鵬里,3590,0,0,2104,0,52,5746,122,5868,0,5868,3388,9256,63.4
,港尾里,3246,0,0,2368,0,52,5666,122,5788,0,5788,3606,9394,61.61
,廣福里,1546,0,0,1476,0,48,3070,86,3156,0,3156,1398,4554,69.3
,林厝里,2436,0,0,1460,0,42,3938,100,4038,0,4038,2364,6402,63.07
,永安里,8842,0,0,5388,0,150,14380,288,14668,0,14668,8794,23462,62.52
,福安里,1968,0,0,1318,0,24,3310,64,3374,0,3374,1658,5032,67.05
,協和里,3120,0,0,2562,0,70,5752,136,5888,0,5888,2730,8618,68.32
,何仁里,4130,0,0,3212,0,102,7444,154,7598,0,7598,4330,11928,63.7
,何德里,2528,0,0,1878,0,40,4446,96,4542,0,4542,2436,6978,65.09
,何源里,4868,0,0,3110,0,68,8046,138,8184,0,8184,4658,12842,63.73
,西平里,3968,0,0,1884,0,64,5916,144,6060,0,6060,3356,9416,64.36
,何南里,3152,0,0,2140,0,40,5332,98,5430,0,5430,2708,8138,66.72
,至善里,3176,0,0,2084,0,42,5302,98,5400,0,5400,2736,8136,66.37
,上安里,3652,0,0,2186,0,48,5886,128,6014,0,6014,3518,9532,63.09
,上德里,3296,0,0,2048,0,48,5392,92,5484,0,5484,2502,7986,68.67
,逢福里,4332,0,0,2506,0,46,6884,154,7038,0,7038,3210,10248,68.68
,何明里,2546,0,0,2042,0,62,4650,102,4752,0,4752,2208,6960,68.28
,何成里,4974,0,0,3380,0,62,8416,188,8604,0,8604,5158,13762,62.52
,何福里,3148,0,0,2338,0,72,5558,102,5660,0,5660,2768,8428,67.16
,福和里,2734,0,0,2774,0,54,5562,116,5678,0,5678,2612,8290,68.49
,福中里,2294,0,0,1640,0,62,3996,84,4080,0,4080,2120,6200,65.81
,福恩里,3540,0,0,2388,0,58,5986,110,6096,0,6096,2916,9012,67.64
,福聯里,2058,0,0,1156,0,30,3244,80,3324,0,3324,2486,5810,57.21
,福瑞里,2206,0,0,1066,0,34,3306,82,3388,0,3388,2172,5560,60.94
,福林里,5380,0,0,2918,0,96,8394,182,8576,0,8576,5030,13606,63.03
,福雅里,4170,0,0,2542,0,64,6776,148,6924,0,6924,3830,10754,64.39
,總計,134874,0,0,86614,0,2166,223654,4506,228160,0,228160,124954,353114,64.61
南屯區,,98268,0,0,68792,0,1828,168888,3478,172366,0,172366,86592,258958,66.56
,南屯里,6036,0,0,4406,0,116,10558,252,10810,0,10810,5254,16064,67.29
,豐樂里,7800,0,0,6120,0,152,14072,248,14320,0,14320,6482,20802,68.84
,楓樹里,4020,0,0,2990,0,82,7092,150,7242,0,7242,4000,11242,64.42
,中和里,2836,0,0,2564,0,74,5474,116,5590,0,5590,2972,8562,65.29
,春社里,4668,0,0,2968,0,116,7752,192,7944,0,7944,4382,12326,64.45
,春安里,726,0,0,404,0,10,1140,44,1184,0,1184,380,1564,75.7
,文山里,6506,0,0,4692,0,126,11324,216,11540,0,11540,6886,18426,62.63
,新生里,890,0,0,726,0,24,1640,60,1700,0,1700,938,2638,64.44
,永定里,3178,0,0,2638,0,100,5916,120,6036,0,6036,3126,9162,65.88
,三厝里,4850,0,0,3346,0,108,8304,184,8488,0,8488,3878,12366,68.64
,溝墘里,3820,0,0,2724,0,56,6600,152,6752,0,6752,3126,9878,68.35
,田心里,4458,0,0,3264,0,86,7808,148,7956,0,7956,3642,11598,68.6
,黎明里,3764,0,0,2026,0,46,5836,88,5924,0,5924,2328,8252,71.79
,鎮平里,1026,0,0,1018,0,24,2068,76,2144,0,2144,606,2750,77.96
,大同里,3396,0,0,2724,0,62,6182,110,6292,0,6292,2814,9106,69.1
,文心里,2868,0,0,1774,0,46,4688,98,4786,0,4786,2234,7020,68.18
,同心里,3732,0,0,2578,0,64,6374,154,6528,0,6528,3324,9852,66.26
,向心里,3456,0,0,2324,0,50,5830,100,5930,0,5930,4016,9946,59.62
,大誠里,2706,0,0,1818,0,36,4560,136,4696,0,4696,2082,6778,69.28
,大興里,3138,0,0,2260,0,46,5444,78,5522,0,5522,2672,8194,67.39
,大業里,4478,0,0,2992,0,74,7544,150,7694,0,7694,4604,12298,62.56
,惠中里,5168,0,0,3624,0,80,8872,136,9008,0,9008,4490,13498,66.74
,寶山里,3384,0,0,2578,0,78,6040,110,6150,0,6150,3664,9814,62.67
,三和里,6410,0,0,3404,0,86,9900,166,10066,0,10066,4956,15022,67.01
,三義里,4954,0,0,2830,0,86,7870,194,8064,0,8064,3736,11800,68.34
,總計,98268,0,0,68792,0,1828,168888,3478,172366,0,172366,86592,258958,66.56
北屯區,,168970,0,0,107008,0,2536,278514,4744,283258,0,283258,155894,439152,64.5
,北興里,2412,0,0,1518,0,52,3982,74,4056,0,4056,2256,6312,64.26
,北屯里,2562,0,0,1562,0,30,4154,62,4216,0,4216,2284,6500,64.86
,三光里,5334,0,0,3246,0,82,8662,124,8786,0,8786,4820,13606,64.57
,平田里,4154,0,0,2530,0,80,6764,102,6866,0,6866,3870,10736,63.95
,平和里,3838,0,0,2190,0,44,6072,130,6202,0,6202,3456,9658,64.22
,東光里,3258,0,0,2372,0,34,5664,90,5754,0,5754,3026,8780,65.54
,舊社里,4442,0,0,2926,0,70,7438,122,7560,0,7560,3834,11394,66.35
,水景里,9356,0,0,6806,0,132,16294,252,16546,0,16546,8510,25056,66.04
,軍功里,8068,0,0,5958,0,162,14188,248,14436,0,14436,8228,22664,63.7
,和平里,6992,0,0,4746,0,108,11846,180,12026,0,12026,7262,19288,62.35
,東山里,1300,0,0,1240,0,30,2570,34,2604,0,2604,1382,3986,65.33
,民政里,760,0,0,530,0,12,1302,20,1322,0,1322,604,1926,68.64
,廍子里,6516,0,0,3910,0,96,10522,186,10708,0,10708,8016,18724,57.19
,大坑里,1580,0,0,1196,0,28,2804,46,2850,0,2850,1202,4052,70.34
,民德里,640,0,0,520,0,12,1172,26,1198,0,1198,570,1768,67.76
,松竹里,6160,0,0,3702,0,64,9926,158,10084,0,10084,5556,15640,64.48
,仁和里,5748,0,0,3660,0,82,9490,156,9646,0,9646,7550,17196,56.09
,仁美里,5970,0,0,4258,0,102,10330,184,10514,0,10514,4798,15312,68.67
,四民里,1290,0,0,920,0,22,2232,28,2260,0,2260,808,3068,73.66
,后庄里,8332,0,0,4136,0,132,12600,202,12802,0,12802,5838,18640,68.68
,同榮里,4120,0,0,2458,0,84,6662,124,6786,0,6786,3296,10082,67.31
,仁愛里,832,0,0,502,0,14,1348,28,1376,0,1376,728,2104,65.4
,水湳里,4970,0,0,3370,0,64,8404,150,8554,0,8554,4168,12722,67.24
,陳平里,3610,0,0,2150,0,50,5810,90,5900,0,5900,2968,8868,66.53
,新平里,3294,0,0,1708,0,46,5048,74,5122,0,5122,3034,8156,62.8
,平安里,3648,0,0,2690,0,66,6404,130,6534,0,6534,3562,10096,64.72
,平順里,2144,0,0,1560,0,42,3746,84,3830,0,3830,2334,6164,62.13
,平德里,4204,0,0,2804,0,58,7066,132,7198,0,7198,4730,11928,60.35
,松安里,3426,0,0,2306,0,42,5774,84,5858,0,5858,3440,9298,63.0
,松茂里,4024,0,0,2254,0,38,6316,138,6454,0,6454,3580,10034,64.32
,大德里,3946,0,0,2056,0,80,6082,106,6188,0,6188,3330,9518,65.01
,松強里,4842,0,0,3046,0,62,7950,114,8064,0,8064,4132,12196,66.12
,松勇里,3986,0,0,2558,0,44,6588,114,6702,0,6702,3228,9930,67.49
,北京里,2180,0,0,1714,0,44,3938,64,4002,0,4002,2120,6122,65.37
,平心里,3570,0,0,2232,0,50,5852,64,5916,0,5916,3234,9150,64.66
,平福里,2818,0,0,1494,0,30,4342,72,4414,0,4414,2642,7056,62.56
,松和里,4578,0,0,2724,0,60,7362,156,7518,0,7518,4770,12288,61.18
,平陽里,3628,0,0,2256,0,64,5948,86,6034,0,6034,3210,9244,65.27
,平興里,5042,0,0,3132,0,70,8244,146,8390,0,8390,4180,12570,66.75
,平昌里,3396,0,0,2092,0,48,5536,114,5650,0,5650,2960,8610,65.62
,三和里,4568,0,0,2534,0,70,7172,144,7316,0,7316,3854,11170,65.5
,忠平里,3432,0,0,1442,0,36,4910,106,5016,0,5016,2524,7540,66.53
,總計,168970,0,0,107008,0,2536,278514,4744,283258,0,283258,155894,439152,64.5
豐原區,,92872,0,0,85008,0,1972,179852,3506,183358,0,183358,80904,264262,69.38
,豐原里,1698,0,0,1268,0,34,3000,70,3070,0,3070,1372,4442,69.11
,頂街里,596,0,0,696,0,6,1298,12,1310,0,1310,526,1836,71.35
,中山里,574,0,0,578,0,18,1170,24,1194,0,1194,460,1654,72.19
,豐榮里,742,0,0,700,0,6,1448,24,1472,0,1472,686,2158,68.21
,下街里,552,0,0,552,0,10,1114,36,1150,0,1150,326,1476,77.91
,富春里,514,0,0,600,0,14,1128,32,1160,0,1160,306,1466,79.13
,葫蘆里,386,0,0,510,0,4,900,24,924,0,924,338,1262,73.22
,豐西里,1186,0,0,1034,0,30,2250,26,2276,0,2276,910,3186,71.44
,西安里,3558,0,0,3274,0,82,6914,142,7056,0,7056,2566,9622,73.33
,西勢里,1626,0,0,1408,0,36,3070,56,3126,0,3126,1076,4202,74.39
,東勢里,1036,0,0,964,0,32,2032,46,2078,0,2078,760,2838,73.22
,民生里,794,0,0,740,0,20,1554,36,1590,0,1590,722,2312,68.77
,大湳里,1638,0,0,1540,0,44,3222,46,3268,0,3268,1602,4870,67.1
,北湳里,2028,0,0,1710,0,26,3764,100,3864,0,3864,1780,5644,68.46
,東湳里,2524,0,0,2756,0,52,5332,130,5462,0,5462,2326,7788,70.13
,西湳里,5590,0,0,5812,0,154,11556,198,11754,0,11754,5222,16976,69.24
,圳寮里,898,0,0,964,0,22,1884,44,1928,0,1928,516,2444,78.89
,豐圳里,2530,0,0,2016,0,78,4624,124,4748,0,4748,1748,6496,73.09
,社皮里,6456,0,0,5760,0,174,12390,246,12636,0,12636,6356,18992,66.53
,三村里,4408,0,0,3832,0,126,8366,186,8552,0,8552,3446,11998,71.28
,中興里,2352,0,0,1458,0,28,3838,74,3912,0,3912,1786,5698,68.66
,田心里,3964,0,0,3592,0,80,7636,122,7758,0,7758,4518,12276,63.2
,豐田里,6402,0,0,6258,0,84,12744,224,12968,0,12968,6630,19598,66.17
,鎌村里,3272,0,0,2854,0,66,6192,110,6302,0,6302,2576,8878,70.98
,南陽里,7428,0,0,6146,0,136,13710,218,13928,0,13928,6004,19932,69.88
,陽明里,1982,0,0,1656,0,34,3672,54,3726,0,3726,1432,5158,72.24
,北陽里,8970,0,0,7514,0,152,16636,394,17030,0,17030,8130,25160,67.69
,中陽里,3482,0,0,2914,0,68,6464,126,6590,0,6590,3168,9758,67.53
,東陽里,1060,0,0,1184,0,16,2260,40,2300,0,2300,750,3050,75.41
,南村里,3258,0,0,3302,0,58,6618,106,6724,0,6724,3408,10132,66.36
,南田里,2112,0,0,2096,0,34,4242,78,4320,0,4320,1930,6250,69.12
,南嵩里,2104,0,0,2396,0,66,4566,88,4654,0,4654,1862,6516,71.42
,翁明里,1382,0,0,1234,0,34,2650,60,2710,0,2710,1392,4102,66.07
,翁子里,1922,0,0,1822,0,40,3784,82,3866,0,3866,1682,5548,69.68
,翁社里,1520,0,0,1528,0,32,3080,54,3134,0,3134,908,4042,77.54
,朴子里,2328,0,0,2340,0,76,4744,74,4818,0,4818,1684,6502,74.1
,總計,92872,0,0,85008,0,1972,179852,3506,183358,0,183358,80904,264262,69.38
東勢區,,36432,0,0,21454,0,660,58546,1352,59898,0,59898,23844,83742,71.53
,北興里,1296,0,0,536,0,26,1858,32,1890,0,1890,758,2648,71.37
,中寧里,816,0,0,420,0,10,1246,20,1266,0,1266,410,1676,75.54
,東安里,862,0,0,502,0,16,1380,22,1402,0,1402,572,1974,71.02
,南平里,1842,0,0,794,0,30,2666,48,2714,0,2714,902,3616,75.06
,延平里,1776,0,0,1128,0,30,2934,60,2994,0,2994,1282,4276,70.02
,上新里,952,0,0,484,0,14,1450,34,1484,0,1484,408,1892,78.44
,廣興里,1182,0,0,576,0,20,1778,26,1804,0,1804,902,2706,66.67
,泰昌里,3280,0,0,1532,0,52,4864,82,4946,0,4946,1800,6746,73.32
,中嵙里,1506,0,0,904,0,32,2442,72,2514,0,2514,1122,3636,69.14
,福隆里,3114,0,0,1500,0,52,4666,122,4788,0,4788,2286,7074,67.68
,隆興里,1124,0,0,606,0,34,1764,30,1794,0,1794,1062,2856,62.82
,新盛里,3996,0,0,2464,0,66,6526,142,6668,0,6668,2858,9526,70.0
,詒福里,1260,0,0,770,0,22,2052,64,2116,0,2116,1038,3154,67.09
,上城里,826,0,0,610,0,18,1454,44,1498,0,1498,418,1916,78.18
,下城里,732,0,0,512,0,8,1252,32,1284,0,1284,390,1674,76.7
,慶東里,1460,0,0,1174,0,28,2662,70,2732,0,2732,894,3626,75.34
,慶福里,1056,0,0,696,0,36,1788,66,1854,0,1854,676,2530,73.28
,東新里,1748,0,0,904,0,36,2688,50,2738,0,2738,1040,3778,72.47
,粵寧里,1686,0,0,1184,0,28,2898,56,2954,0,2954,1022,3976,74.3
,下新里,1316,0,0,924,0,30,2270,82,2352,0,2352,932,3284,71.62
,興隆里,880,0,0,798,0,24,1702,46,1748,0,1748,604,2352,74.32
,茂興里,1410,0,0,890,0,22,2322,54,2376,0,2376,1134,3510,67.69
,泰興里,550,0,0,376,0,4,930,32,962,0,962,430,1392,69.11
,埤頭里,514,0,0,454,0,6,974,22,996,0,996,300,1296,76.85
,明正里,1248,0,0,716,0,16,1980,44,2024,0,2024,604,2628,77.02
,總計,36432,0,0,21454,0,660,58546,1352,59898,0,59898,23844,83742,71.53
大甲區,,45916,0,0,37046,0,968,83930,2036,85966,0,85966,35754,121720,70.63
,朝陽里,960,0,0,788,0,10,1758,40,1798,0,1798,806,2604,69.05
,大甲里,722,0,0,630,0,12,1364,30,1394,0,1394,646,2040,68.33
,順天里,1160,0,0,990,0,22,2172,46,2218,0,2218,816,3034,73.1
,孔門里,508,0,0,372,0,10,890,28,918,0,918,556,1474,62.28
,平安里,1584,0,0,1302,0,34,2920,74,2994,0,2994,1090,4084,73.31
,庄美里,1496,0,0,1292,0,34,2822,70,2892,0,2892,1190,4082,70.85
,新美里,2666,0,0,1886,0,56,4608,106,4714,0,4714,1816,6530,72.19
,岷山里,1678,0,0,1194,0,34,2906,48,2954,0,2954,1082,4036,73.19
,中山里,3422,0,0,2036,0,38,5496,108,5604,0,5604,2854,8458,66.26
,南陽里,620,0,0,456,0,6,1082,26,1108,0,1108,462,1570,70.57
,薰風里,664,0,0,588,0,8,1260,28,1288,0,1288,382,1670,77.13
,義和里,2576,0,0,1740,0,44,4360,92,4452,0,4452,1704,6156,72.32
,武陵里,1048,0,0,712,0,24,1784,60,1844,0,1844,476,2320,79.48
,文曲里,728,0,0,688,0,16,1432,42,1474,0,1474,672,2146,68.69
,武曲里,1362,0,0,1110,0,36,2508,82,2590,0,2590,844,3434,75.42
,文武里,3898,0,0,2940,0,84,6922,148,7070,0,7070,3118,10188,69.4
,奉化里,1578,0,0,1084,0,34,2696,68,2764,0,2764,1096,3860,71.61
,德化里,1184,0,0,1302,0,36,2522,42,2564,0,2564,834,3398,75.46
,江南里,922,0,0,842,0,22,1786,44,1830,0,1830,840,2670,68.54
,頂店里,3324,0,0,2494,0,74,5892,122,6014,0,6014,2556,8570,70.18
,太白里,844,0,0,736,0,18,1598,56,1654,0,1654,792,2446,67.62
,孟春里,2576,0,0,2568,0,52,5196,116,5312,0,5312,2344,7656,69.38
,幸福里,1558,0,0,1744,0,60,3362,82,3444,0,3444,1518,4962,69.41
,日南里,3504,0,0,3122,0,70,6696,130,6826,0,6826,3678,10504,64.98
,龍泉里,1096,0,0,862,0,20,1978,50,2028,0,2028,934,2962,68.47
,西岐里,1318,0,0,984,0,44,2346,92,2438,0,2438,802,3240,75.25
,銅安里,980,0,0,874,0,24,1878,92,1970,0,1970,658,2628,74.96
,福德里,890,0,0,744,0,16,1650,70,1720,0,1720,428,2148,80.07
,建興里,1050,0,0,966,0,30,2046,44,2090,0,2090,760,2850,73.33
,總計,45916,0,0,37046,0,968,83930,2036,85966,0,85966,35754,121720,70.63
