行政區別,村里別,伍大辰,侯漢廷,劉仕傑,劉耀仁,吳世正,吳崢,吳志剛,吳曉東,吳沛憶,周威佑,周柏雅,張凱鈞,張斯綱,張東隆,張榮法,張秀葉,張茂楠,徐世勲,徐巧芯,徐弘庭,徐書慧,徐立信,應曉薇,戴錫欽,曾勁元,李克焜,李建昌,李志恒,李慶元,李慶鋒,李明賢,李柏毅,李美津,李茂榮,杜彩菊,林世宗,林亭君,林亮君,林國成,林婕麗,林明正,林杏兒,林柏勛,林瑞圖,林穎孟,林逸萍,梁文傑,楊仟慧,楊時睿,楊靜宇,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,游淑慧,游藝,潘懷宗,潘翰疆,王世堅,王奕凱,王威中,王孝維,王振鴻,王映心,王欣儀,王正德,王浩,王致雅,王芝安,王閔生,王鴻芸,王鴻薇,秦慧珠,簡舒培,羅智強,耿葳,苗博雅,葉智遠,葉林傳,葉海瑞,蔡宜珊,蕭新晟,蕭瑞麟,蕭筱臻,蕭赫麟,蘇恆,許家蓓,許淑華,許菡芸,謝維洲,趙家蓉,邱威傑,郭昭巖,鄭建炘,鍾佩玲,鍾小平,鍾沛君,闕枚莎,阮昭雄,陳又新,陳婕瑄,陳建銘,陳彥伯,陳怡君,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳賢蔚,陳重文,陳錦祥,顏聖冠,顏若芳,高嘉瑜,黃德北,黃珊珊,黃郁芬,黃麗香,龔偉綸
士林區,公館里,,28.0,18.0,,,,,,,,,,30.0,,,,,,,,10.0,,,,,,,,,,,,14.0,,,84.0,,,,,,44.0,,116.0,,,,,,40.0,,,62.0,,,,,112.0,,,22.0,42.0,,,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,366.0,,,,,,,162.0,,,118.0,148.0,,,,46.0,96.0,,,,,,,28.0,,
士林區,前港里,,178.0,50.0,,,,,,,,,,268.0,,,,,,,,42.0,,,,,,,,,,,,120.0,,,268.0,,,,,,190.0,,206.0,,,,,,460.0,,,290.0,,,,,266.0,,,118.0,182.0,,,62.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,238.0,,,,,552.0,,,,,,,330.0,,,182.0,490.0,,,,212.0,130.0,,,,,,,192.0,,
士林區,名山里,,530.0,108.0,,,,,,,,,,682.0,,,,,,,,110.0,,,,,,,,,,,,146.0,,,258.0,,,,,,230.0,,308.0,,,,,,432.0,,,716.0,,,,,664.0,,,162.0,518.0,,,76.0,,,,,118.0,,,,,,,,,,,,,,,,,,,,,448.0,,,,,330.0,,,,,,,338.0,,,224.0,222.0,,,,300.0,544.0,,,,,,,358.0,,
士林區,天和里,,644.0,132.0,,,,,,,,,,730.0,,,,,,,,124.0,,,,,,,,,,,,128.0,,,232.0,,,,,,248.0,,646.0,,,,,,584.0,,,616.0,,,,,630.0,,,172.0,590.0,,,62.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,320.0,,,,,284.0,,,,,,,238.0,,,172.0,240.0,,,,464.0,340.0,,,,,,,398.0,,
士林區,天壽里,,372.0,84.0,,,,,,,,,,474.0,,,,,,,,56.0,,,,,,,,,,,,68.0,,,144.0,,,,,,172.0,,198.0,,,,,,760.0,,,440.0,,,,,424.0,,,104.0,288.0,,,44.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,238.0,,,,,178.0,,,,,,,154.0,,,96.0,126.0,,,,354.0,118.0,,,,,,,252.0,,
士林區,天山里,,664.0,92.0,,,,,,,,,,708.0,,,,,,,,50.0,,,,,,,,,,,,100.0,,,188.0,,,,,,164.0,,310.0,,,,,,536.0,,,612.0,,,,,618.0,,,152.0,480.0,,,48.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,318.0,,,,,312.0,,,,,,,264.0,,,182.0,238.0,,,,356.0,470.0,,,,,,,406.0,,
士林區,天母里,,564.0,132.0,,,,,,,,,,642.0,,,,,,,,62.0,,,,,,,,,,,,112.0,,,236.0,,,,,,298.0,,328.0,,,,,,574.0,,,580.0,,,,,600.0,,,128.0,326.0,,,44.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,360.0,,,,,306.0,,,,,,,238.0,,,210.0,248.0,,,,402.0,300.0,,,,,,,374.0,,
士林區,天玉里,,820.0,158.0,,,,,,,,,,994.0,,,,,,,,94.0,,,,,,,,,,,,92.0,,,266.0,,,,,,274.0,,350.0,,,,,,792.0,,,816.0,,,,,742.0,,,184.0,452.0,,,46.0,,,,,72.0,,,,,,,,,,,,,,,,,,,,,440.0,,,,,352.0,,,,,,,282.0,,,228.0,260.0,,,,554.0,312.0,,,,,,,596.0,,
士林區,天祿里,,284.0,62.0,,,,,,,,,,548.0,,,,,,,,74.0,,,,,,,,,,,,102.0,,,208.0,,,,,,184.0,,316.0,,,,,,506.0,,,406.0,,,,,338.0,,,116.0,302.0,,,46.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,330.0,,,,,252.0,,,,,,,160.0,,,148.0,180.0,,,,350.0,164.0,,,,,,,358.0,,
士林區,天福里,,504.0,56.0,,,,,,,,,,654.0,,,,,,,,74.0,,,,,,,,,,,,116.0,,,270.0,,,,,,236.0,,392.0,,,,,,584.0,,,784.0,,,,,510.0,,,126.0,266.0,,,66.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,314.0,,,,,342.0,,,,,,,222.0,,,216.0,180.0,,,,392.0,224.0,,,,,,,412.0,,
士林區,富光里,,182.0,50.0,,,,,,,,,,328.0,,,,,,,,70.0,,,,,,,,,,,,146.0,,,218.0,,,,,,178.0,,308.0,,,,,,336.0,,,164.0,,,,,254.0,,,100.0,100.0,,,52.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,192.0,,,,,1236.0,,,,,,,546.0,,,708.0,692.0,,,,120.0,154.0,,,,,,,220.0,,
士林區,富洲里,,92.0,36.0,,,,,,,,,,120.0,,,,,,,,32.0,,,,,,,,,,,,54.0,,,354.0,,,,,,164.0,,258.0,,,,,,84.0,,,98.0,,,,,132.0,,,68.0,144.0,,,88.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,174.0,,,,,1050.0,,,,,,,510.0,,,2084.0,1358.0,,,,100.0,94.0,,,,,,,116.0,,
士林區,岩山里,,230.0,54.0,,,,,,,,,,308.0,,,,,,,,44.0,,,,,,,,,,,,52.0,,,106.0,,,,,,134.0,,106.0,,,,,,168.0,,,334.0,,,,,294.0,,,48.0,170.0,,,16.0,,,,,412.0,,,,,,,,,,,,,,,,,,,,,132.0,,,,,148.0,,,,,,,100.0,,,134.0,194.0,,,,144.0,134.0,,,,,,,156.0,,
士林區,平等里,,48.0,6.0,,,,,,,,,,50.0,,,,,,,,14.0,,,,,,,,,,,,40.0,,,246.0,,,,,,34.0,,480.0,,,,,,30.0,,,42.0,,,,,66.0,,,18.0,54.0,,,14.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,204.0,,,,,108.0,,,,,,,164.0,,,176.0,62.0,,,,36.0,40.0,,,,,,,38.0,,
士林區,後港里,,398.0,50.0,,,,,,,,,,622.0,,,,,,,,90.0,,,,,,,,,,,,228.0,,,572.0,,,,,,328.0,,352.0,,,,,,436.0,,,514.0,,,,,512.0,,,176.0,394.0,,,130.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,464.0,,,,,672.0,,,,,,,776.0,,,532.0,770.0,,,,384.0,258.0,,,,,,,400.0,,
士林區,德華里,,326.0,80.0,,,,,,,,,,524.0,,,,,,,,132.0,,,,,,,,,,,,96.0,,,252.0,,,,,,210.0,,270.0,,,,,,180.0,,,540.0,,,,,408.0,,,132.0,438.0,,,56.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,512.0,,,,,310.0,,,,,,,274.0,,,194.0,250.0,,,,260.0,206.0,,,,,,,356.0,,
士林區,德行里,,260.0,60.0,,,,,,,,,,470.0,,,,,,,,70.0,,,,,,,,,,,,94.0,,,162.0,,,,,,262.0,,346.0,,,,,,260.0,,,368.0,,,,,296.0,,,98.0,278.0,,,60.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,458.0,,,,,232.0,,,,,,,168.0,,,166.0,174.0,,,,204.0,206.0,,,,,,,274.0,,
士林區,忠誠里,,628.0,96.0,,,,,,,,,,780.0,,,,,,,,56.0,,,,,,,,,,,,116.0,,,138.0,,,,,,360.0,,230.0,,,,,,408.0,,,656.0,,,,,430.0,,,86.0,268.0,,,42.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,172.0,,,,,190.0,,,,,,,118.0,,,110.0,238.0,,,,198.0,284.0,,,,,,,282.0,,
士林區,承德里,,376.0,80.0,,,,,,,,,,502.0,,,,,,,,68.0,,,,,,,,,,,,110.0,,,210.0,,,,,,218.0,,334.0,,,,,,360.0,,,456.0,,,,,452.0,,,114.0,286.0,,,44.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,316.0,,,,,396.0,,,,,,,276.0,,,196.0,336.0,,,,200.0,180.0,,,,,,,320.0,,
士林區,新安里,,110.0,8.0,,,,,,,,,,94.0,,,,,,,,28.0,,,,,,,,,,,,24.0,,,104.0,,,,,,26.0,,132.0,,,,,,68.0,,,56.0,,,,,192.0,,,34.0,100.0,,,24.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,116.0,,,,,184.0,,,,,,,164.0,,,118.0,502.0,,,,108.0,66.0,,,,,,,54.0,,
士林區,明勝里,,256.0,42.0,,,,,,,,,,368.0,,,,,,,,54.0,,,,,,,,,,,,106.0,,,170.0,,,,,,150.0,,220.0,,,,,,1318.0,,,342.0,,,,,280.0,,,78.0,240.0,,,58.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,300.0,,,,,344.0,,,,,,,216.0,,,160.0,278.0,,,,280.0,142.0,,,,,,,236.0,,
士林區,東山里,,460.0,92.0,,,,,,,,,,588.0,,,,,,,,52.0,,,,,,,,,,,,94.0,,,184.0,,,,,,224.0,,256.0,,,,,,322.0,,,752.0,,,,,518.0,,,76.0,316.0,,,44.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,234.0,,,,,224.0,,,,,,,182.0,,,134.0,254.0,,,,226.0,238.0,,,,,,,248.0,,
士林區,永倫里,,248.0,36.0,,,,,,,,,,218.0,,,,,,,,58.0,,,,,,,,,,,,126.0,,,208.0,,,,,,342.0,,276.0,,,,,,164.0,,,200.0,,,,,254.0,,,86.0,234.0,,,76.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,312.0,,,,,630.0,,,,,,,762.0,,,1130.0,1586.0,,,,170.0,202.0,,,,,,,212.0,,
士林區,永福里,,56.0,24.0,,,,,,,,,,92.0,,,,,,,,26.0,,,,,,,,,,,,12.0,,,106.0,,,,,,28.0,,184.0,,,,,,40.0,,,64.0,,,,,128.0,,,20.0,74.0,,,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,122.0,,,,,88.0,,,,,,,144.0,,,78.0,50.0,,,,56.0,42.0,,,,,,,50.0,,
士林區,溪山里,,48.0,16.0,,,,,,,,,,52.0,,,,,,,,22.0,,,,,,,,,,,,30.0,,,150.0,,,,,,42.0,,346.0,,,,,,24.0,,,92.0,,,,,76.0,,,18.0,52.0,,,10.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,76.0,,,,,110.0,,,,,,,258.0,,,130.0,172.0,,,,132.0,22.0,,,,,,,40.0,,
士林區,百齡里,,358.0,76.0,,,,,,,,,,478.0,,,,,,,,98.0,,,,,,,,,,,,168.0,,,274.0,,,,,,256.0,,354.0,,,,,,658.0,,,418.0,,,,,392.0,,,140.0,320.0,,,62.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,426.0,,,,,890.0,,,,,,,412.0,,,402.0,498.0,,,,564.0,204.0,,,,,,,374.0,,
士林區,社園里,,204.0,44.0,,,,,,,,,,304.0,,,,,,,,70.0,,,,,,,,,,,,98.0,,,352.0,,,,,,208.0,,180.0,,,,,,200.0,,,156.0,,,,,208.0,,,96.0,236.0,,,74.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,360.0,,,,,678.0,,,,,,,740.0,,,1086.0,1992.0,,,,188.0,186.0,,,,,,,252.0,,
士林區,社子里,,186.0,32.0,,,,,,,,,,232.0,,,,,,,,58.0,,,,,,,,,,,,86.0,,,250.0,,,,,,294.0,,194.0,,,,,,212.0,,,170.0,,,,,258.0,,,136.0,184.0,,,72.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,250.0,,,,,502.0,,,,,,,598.0,,,966.0,1976.0,,,,164.0,134.0,,,,,,,270.0,,
士林區,社新里,,232.0,66.0,,,,,,,,,,430.0,,,,,,,,102.0,,,,,,,,,,,,178.0,,,398.0,,,,,,280.0,,356.0,,,,,,270.0,,,272.0,,,,,344.0,,,142.0,282.0,,,98.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,430.0,,,,,770.0,,,,,,,1018.0,,,1334.0,1630.0,,,,214.0,506.0,,,,,,,370.0,,
士林區,福中里,,306.0,78.0,,,,,,,,,,446.0,,,,,,,,96.0,,,,,,,,,,,,150.0,,,334.0,,,,,,306.0,,310.0,,,,,,478.0,,,400.0,,,,,380.0,,,126.0,314.0,,,128.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,426.0,,,,,684.0,,,,,,,718.0,,,348.0,572.0,,,,322.0,206.0,,,,,,,408.0,,
士林區,福佳里,,486.0,84.0,,,,,,,,,,628.0,,,,,,,,104.0,,,,,,,,,,,,170.0,,,394.0,,,,,,292.0,,500.0,,,,,,218.0,,,740.0,,,,,576.0,,,174.0,378.0,,,78.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,476.0,,,,,420.0,,,,,,,714.0,,,312.0,800.0,,,,366.0,186.0,,,,,,,408.0,,
士林區,福安里,,66.0,36.0,,,,,,,,,,112.0,,,,,,,,16.0,,,,,,,,,,,,30.0,,,178.0,,,,,,108.0,,180.0,,,,,,72.0,,,78.0,,,,,124.0,,,102.0,60.0,,,52.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,184.0,,,,,958.0,,,,,,,474.0,,,1754.0,810.0,,,,78.0,48.0,,,,,,,92.0,,
士林區,福德里,,306.0,48.0,,,,,,,,,,488.0,,,,,,,,62.0,,,,,,,,,,,,120.0,,,230.0,,,,,,206.0,,328.0,,,,,,164.0,,,360.0,,,,,364.0,,,146.0,248.0,,,36.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,294.0,,,,,208.0,,,,,,,504.0,,,202.0,240.0,,,,160.0,118.0,,,,,,,226.0,,
士林區,福志里,,704.0,126.0,,,,,,,,,,784.0,,,,,,,,104.0,,,,,,,,,,,,156.0,,,278.0,,,,,,230.0,,314.0,,,,,,474.0,,,814.0,,,,,844.0,,,170.0,416.0,,,54.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,396.0,,,,,368.0,,,,,,,388.0,,,260.0,366.0,,,,326.0,270.0,,,,,,,432.0,,
士林區,福林里,,208.0,30.0,,,,,,,,,,244.0,,,,,,,,40.0,,,,,,,,,,,,84.0,,,138.0,,,,,,108.0,,186.0,,,,,,174.0,,,306.0,,,,,272.0,,,74.0,174.0,,,32.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,202.0,,,,,128.0,,,,,,,296.0,,,118.0,174.0,,,,132.0,84.0,,,,,,,152.0,,
士林區,福華里,,348.0,60.0,,,,,,,,,,474.0,,,,,,,,72.0,,,,,,,,,,,,130.0,,,216.0,,,,,,254.0,,216.0,,,,,,872.0,,,332.0,,,,,366.0,,,94.0,198.0,,,64.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,366.0,,,,,666.0,,,,,,,298.0,,,254.0,362.0,,,,610.0,242.0,,,,,,,240.0,,
士林區,福順里,,174.0,42.0,,,,,,,,,,290.0,,,,,,,,52.0,,,,,,,,,,,,216.0,,,214.0,,,,,,148.0,,216.0,,,,,,246.0,,,156.0,,,,,242.0,,,72.0,174.0,,,48.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,208.0,,,,,1554.0,,,,,,,366.0,,,386.0,744.0,,,,128.0,132.0,,,,,,,176.0,,
士林區,義信里,,174.0,16.0,,,,,,,,,,256.0,,,,,,,,44.0,,,,,,,,,,,,90.0,,,142.0,,,,,,186.0,,188.0,,,,,,126.0,,,270.0,,,,,214.0,,,76.0,110.0,,,28.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,174.0,,,,,164.0,,,,,,,342.0,,,110.0,284.0,,,,160.0,108.0,,,,,,,182.0,,
士林區,翠山里,,364.0,28.0,,,,,,,,,,374.0,,,,,,,,40.0,,,,,,,,,,,,46.0,,,60.0,,,,,,84.0,,68.0,,,,,,152.0,,,634.0,,,,,438.0,,,58.0,84.0,,,22.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,86.0,,,,,76.0,,,,,,,90.0,,,106.0,38.0,,,,54.0,68.0,,,,,,,112.0,,
士林區,聖山里,,538.0,86.0,,,,,,,,,,548.0,,,,,,,,76.0,,,,,,,,,,,,84.0,,,198.0,,,,,,236.0,,204.0,,,,,,444.0,,,586.0,,,,,440.0,,,110.0,270.0,,,48.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,280.0,,,,,234.0,,,,,,,182.0,,,144.0,210.0,,,,194.0,382.0,,,,,,,272.0,,
士林區,臨溪里,,184.0,22.0,,,,,,,,,,310.0,,,,,,,,40.0,,,,,,,,,,,,58.0,,,110.0,,,,,,96.0,,206.0,,,,,,112.0,,,328.0,,,,,288.0,,,52.0,140.0,,,18.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,216.0,,,,,132.0,,,,,,,248.0,,,70.0,140.0,,,,100.0,88.0,,,,,,,142.0,,
士林區,舊佳里,,396.0,56.0,,,,,,,,,,516.0,,,,,,,,150.0,,,,,,,,,,,,196.0,,,464.0,,,,,,232.0,,430.0,,,,,,272.0,,,468.0,,,,,542.0,,,172.0,304.0,,,42.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,356.0,,,,,514.0,,,,,,,378.0,,,218.0,444.0,,,,308.0,154.0,,,,,,,344.0,,
士林區,芝山里,,610.0,146.0,,,,,,,,,,720.0,,,,,,,,92.0,,,,,,,,,,,,104.0,,,248.0,,,,,,300.0,,380.0,,,,,,528.0,,,666.0,,,,,690.0,,,138.0,480.0,,,64.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,436.0,,,,,342.0,,,,,,,362.0,,,242.0,432.0,,,,308.0,428.0,,,,,,,422.0,,
士林區,菁山里,,44.0,20.0,,,,,,,,,,88.0,,,,,,,,14.0,,,,,,,,,,,,36.0,,,166.0,,,,,,58.0,,174.0,,,,,,42.0,,,76.0,,,,,130.0,,,18.0,62.0,,,20.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,132.0,,,,,146.0,,,,,,,132.0,,,88.0,316.0,,,,78.0,224.0,,,,,,,34.0,,
士林區,葫東里,,164.0,48.0,,,,,,,,,,254.0,,,,,,,,42.0,,,,,,,,,,,,82.0,,,308.0,,,,,,96.0,,138.0,,,,,,254.0,,,148.0,,,,,244.0,,,78.0,96.0,,,56.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,198.0,,,,,682.0,,,,,,,410.0,,,378.0,492.0,,,,78.0,120.0,,,,,,,196.0,,
士林區,葫蘆里,,330.0,50.0,,,,,,,,,,462.0,,,,,,,,110.0,,,,,,,,,,,,136.0,,,228.0,,,,,,198.0,,286.0,,,,,,644.0,,,502.0,,,,,378.0,,,136.0,232.0,,,72.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,320.0,,,,,1006.0,,,,,,,482.0,,,740.0,1350.0,,,,180.0,180.0,,,,,,,242.0,,
士林區,蘭興里,,400.0,104.0,,,,,,,,,,988.0,,,,,,,,92.0,,,,,,,,,,,,114.0,,,302.0,,,,,,220.0,,302.0,,,,,,570.0,,,458.0,,,,,448.0,,,162.0,382.0,,,56.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,388.0,,,,,446.0,,,,,,,266.0,,,204.0,130.0,,,,434.0,282.0,,,,,,,446.0,,
士林區,蘭雅里,,672.0,128.0,,,,,,,,,,870.0,,,,,,,,130.0,,,,,,,,,,,,136.0,,,292.0,,,,,,332.0,,432.0,,,,,,850.0,,,714.0,,,,,634.0,,,158.0,546.0,,,74.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,386.0,,,,,418.0,,,,,,,278.0,,,270.0,308.0,,,,532.0,418.0,,,,,,,632.0,,
士林區,陽明里,,240.0,38.0,,,,,,,,,,206.0,,,,,,,,30.0,,,,,,,,,,,,42.0,,,194.0,,,,,,80.0,,334.0,,,,,,86.0,,,198.0,,,,,236.0,,,46.0,166.0,,,24.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,246.0,,,,,194.0,,,,,,,216.0,,,94.0,290.0,,,,80.0,114.0,,,,,,,128.0,,
大同區,保安里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,6.0,,230.0,356.0,296.0,80.0,,,,,,,332.0,20.0,,,,,,,,,,,40.0,422.0,,,,,,,,268.0,,,,4.0,,,,,,,,252.0,,,,,,,88.0,,,,,,,,,,,,,,,,,,1566.0,,,,500.0,,,,,,268.0,,,,,4.0,
大同區,光能里,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,8.0,,380.0,486.0,412.0,126.0,,,,,,,662.0,36.0,,,,,,,,,,,56.0,848.0,,,,,,,,466.0,,,,10.0,,,,,,,,284.0,,,,,,,120.0,,,,,,,,,,,,,,,,,,396.0,,,,710.0,,,,,,474.0,,,,,10.0,
大同區,南芳里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,2.0,,342.0,484.0,262.0,150.0,,,,,,,492.0,18.0,,,,,,,,,,,34.0,502.0,,,,,,,,270.0,,,,6.0,,,,,,,,274.0,,,,,,,106.0,,,,,,,,,,,,,,,,,,406.0,,,,796.0,,,,,,356.0,,,,,6.0,
大同區,國慶里,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,6.0,,268.0,548.0,384.0,102.0,,,,,,,506.0,24.0,,,,,,,,,,,14.0,530.0,,,,,,,,284.0,,,,6.0,,,,,,,,424.0,,,,,,,106.0,,,,,,,,,,,,,,,,,,376.0,,,,778.0,,,,,,628.0,,,,,2.0,
大同區,國順里,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,134.0,218.0,294.0,90.0,,,,,,,372.0,16.0,,,,,,,,,,,8.0,362.0,,,,,,,,126.0,,,,4.0,,,,,,,,180.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,330.0,,,,384.0,,,,,,372.0,,,,,0.0,
大同區,大有里,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.0,,336.0,562.0,388.0,114.0,,,,,,,678.0,34.0,,,,,,,,,,,26.0,674.0,,,,,,,,268.0,,,,4.0,,,,,,,,336.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,448.0,,,,916.0,,,,,,480.0,,,,,6.0,
大同區,延平里,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,6.0,,324.0,516.0,354.0,88.0,,,,,,,578.0,26.0,,,,,,,,,,,36.0,522.0,,,,,,,,340.0,,,,8.0,,,,,,,,362.0,,,,,,,140.0,,,,,,,,,,,,,,,,,,348.0,,,,716.0,,,,,,428.0,,,,,10.0,
大同區,建功里,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,4.0,,330.0,502.0,218.0,190.0,,,,,,,490.0,26.0,,,,,,,,,,,42.0,704.0,,,,,,,,334.0,,,,8.0,,,,,,,,268.0,,,,,,,144.0,,,,,,,,,,,,,,,,,,338.0,,,,770.0,,,,,,646.0,,,,,6.0,
大同區,建明里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,6.0,,232.0,344.0,192.0,88.0,,,,,,,362.0,10.0,,,,,,,,,,,42.0,444.0,,,,,,,,236.0,,,,8.0,,,,,,,,360.0,,,,,,,122.0,,,,,,,,,,,,,,,,,,210.0,,,,530.0,,,,,,382.0,,,,,12.0,
大同區,建泰里,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,20.0,,268.0,442.0,236.0,62.0,,,,,,,448.0,24.0,,,,,,,,,,,34.0,488.0,,,,,,,,332.0,,,,6.0,,,,,,,,300.0,,,,,,,134.0,,,,,,,,,,,,,,,,,,390.0,,,,450.0,,,,,,412.0,,,,,10.0,
大同區,揚雅里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,2.0,,216.0,342.0,388.0,108.0,,,,,,,442.0,18.0,,,,,,,,,,,18.0,406.0,,,,,,,,208.0,,,,10.0,,,,,,,,200.0,,,,,,,94.0,,,,,,,,,,,,,,,,,,408.0,,,,714.0,,,,,,366.0,,,,,2.0,
大同區,斯文里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,4.0,,254.0,494.0,700.0,146.0,,,,,,,602.0,26.0,,,,,,,,,,,34.0,672.0,,,,,,,,364.0,,,,16.0,,,,,,,,258.0,,,,,,,148.0,,,,,,,,,,,,,,,,,,590.0,,,,774.0,,,,,,538.0,,,,,10.0,
大同區,星明里,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,22.0,,460.0,792.0,328.0,118.0,,,,,,,724.0,24.0,,,,,,,,,,,86.0,678.0,,,,,,,,466.0,,,,4.0,,,,,,,,392.0,,,,,,,188.0,,,,,,,,,,,,,,,,,,454.0,,,,1094.0,,,,,,484.0,,,,,18.0,
大同區,景星里,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,10.0,,162.0,250.0,330.0,170.0,,,,,,,352.0,14.0,,,,,,,,,,,12.0,412.0,,,,,,,,134.0,,,,8.0,,,,,,,,248.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,210.0,,,,412.0,,,,,,254.0,,,,,6.0,
大同區,朝陽里,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,12.0,,354.0,576.0,304.0,126.0,,,,,,,494.0,34.0,,,,,,,,,,,46.0,608.0,,,,,,,,300.0,,,,20.0,,,,,,,,278.0,,,,,,,132.0,,,,,,,,,,,,,,,,,,362.0,,,,796.0,,,,,,578.0,,,,,2.0,
大同區,民權里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,8.0,,470.0,750.0,460.0,160.0,,,,,,,792.0,14.0,,,,,,,,,,,50.0,670.0,,,,,,,,388.0,,,,14.0,,,,,,,,430.0,,,,,,,172.0,,,,,,,,,,,,,,,,,,508.0,,,,1346.0,,,,,,640.0,,,,,22.0,
大同區,永樂里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,6.0,,276.0,692.0,348.0,148.0,,,,,,,652.0,38.0,,,,,,,,,,,48.0,744.0,,,,,,,,274.0,,,,10.0,,,,,,,,286.0,,,,,,,136.0,,,,,,,,,,,,,,,,,,446.0,,,,1190.0,,,,,,682.0,,,,,8.0,
大同區,玉泉里,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,0.0,,192.0,404.0,122.0,104.0,,,,,,,302.0,8.0,,,,,,,,,,,28.0,390.0,,,,,,,,170.0,,,,12.0,,,,,,,,292.0,,,,,,,98.0,,,,,,,,,,,,,,,,,,218.0,,,,582.0,,,,,,270.0,,,,,4.0,
大同區,老師里,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,4.0,,426.0,648.0,468.0,164.0,,,,,,,664.0,30.0,,,,,,,,,,,62.0,838.0,,,,,,,,336.0,,,,26.0,,,,,,,,440.0,,,,,,,136.0,,,,,,,,,,,,,,,,,,1046.0,,,,780.0,,,,,,506.0,,,,,6.0,
