行政區別,村里別,伍大辰,侯漢廷,劉仕傑,劉耀仁,吳世正,吳崢,吳志剛,吳曉東,吳沛憶,周威佑,周柏雅,張凱鈞,張斯綱,張東隆,張榮法,張秀葉,張茂楠,徐世勲,徐巧芯,徐弘庭,徐書慧,徐立信,應曉薇,戴錫欽,曾勁元,李克焜,李建昌,李志恒,李慶元,李慶鋒,李明賢,李柏毅,李美津,李茂榮,杜彩菊,林世宗,林亭君,林亮君,林國成,林婕麗,林明正,林杏兒,林柏勛,林瑞圖,林穎孟,林逸萍,梁文傑,楊仟慧,楊時睿,楊靜宇,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,游淑慧,游藝,潘懷宗,潘翰疆,王世堅,王奕凱,王威中,王孝維,王振鴻,王映心,王欣儀,王正德,王浩,王致雅,王芝安,王閔生,王鴻芸,王鴻薇,秦慧珠,簡舒培,羅智強,耿葳,苗博雅,葉智遠,葉林傳,葉海瑞,蔡宜珊,蕭新晟,蕭瑞麟,蕭筱臻,蕭赫麟,蘇恆,許家蓓,許淑華,許菡芸,謝維洲,趙家蓉,邱威傑,郭昭巖,鄭建炘,鍾佩玲,鍾小平,鍾沛君,闕枚莎,阮昭雄,陳又新,陳婕瑄,陳建銘,陳彥伯,陳怡君,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳賢蔚,陳重文,陳錦祥,顏聖冠,顏若芳,高嘉瑜,黃德北,黃珊珊,黃郁芬,黃麗香,龔偉綸
信義區,中行里,,,,,,472.0,,,,,,,,,,,796.0,288.0,724.0,,,,,520.0,,,,,,,,,,8.0,,,,,,,140.0,,74.0,,,,,,,,,,,1004.0,624.0,,92.0,,,,,,,24.0,,,458.0,,,,,,676.0,760.0,,,,,16.0,,,,,,,8.0,,850.0,586.0,,,,548.0,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,
信義區,五全里,,,,,,288.0,,,,,,,,,,,344.0,226.0,566.0,,,,,300.0,,,,,,,,,,18.0,,,,,,,50.0,,34.0,,,,,,,,,,,1046.0,254.0,,52.0,,,,,,,12.0,,,166.0,,,,,,462.0,410.0,,,,,18.0,,,,,,,0.0,,494.0,322.0,,,,270.0,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,
信義區,五常里,,,,,,138.0,,,,,,,,,,,222.0,236.0,340.0,,,,,184.0,,,,,,,,,,2.0,,,,,,,78.0,,10.0,,,,,,,,,,,620.0,190.0,,56.0,,,,,,,10.0,,,224.0,,,,,,316.0,252.0,,,,,32.0,,,,,,,8.0,,246.0,230.0,,,,242.0,,,,,,,,,,,,,,,374.0,,,,,,,,,,,,,
信義區,六合里,,,,,,404.0,,,,,,,,,,,388.0,242.0,842.0,,,,,382.0,,,,,,,,,,22.0,,,,,,,222.0,,38.0,,,,,,,,,,,294.0,454.0,,72.0,,,,,,,10.0,,,664.0,,,,,,1048.0,576.0,,,,,20.0,,,,,,,2.0,,350.0,494.0,,,,380.0,,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,
信義區,六藝里,,,,,,168.0,,,,,,,,,,,238.0,240.0,396.0,,,,,308.0,,,,,,,,,,20.0,,,,,,,54.0,,10.0,,,,,,,,,,,496.0,188.0,,34.0,,,,,,,12.0,,,102.0,,,,,,318.0,320.0,,,,,22.0,,,,,,,0.0,,326.0,286.0,,,,192.0,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,
信義區,嘉興里,,,,,,278.0,,,,,,,,,,,202.0,106.0,352.0,,,,,186.0,,,,,,,,,,42.0,,,,,,,94.0,,20.0,,,,,,,,,,,230.0,146.0,,46.0,,,,,,,2.0,,,136.0,,,,,,374.0,318.0,,,,,20.0,,,,,,,6.0,,246.0,316.0,,,,192.0,,,,,,,,,,,,,,,446.0,,,,,,,,,,,,,
信義區,四維里,,,,,,356.0,,,,,,,,,,,260.0,204.0,600.0,,,,,488.0,,,,,,,,,,0.0,,,,,,,96.0,,48.0,,,,,,,,,,,702.0,290.0,,60.0,,,,,,,24.0,,,290.0,,,,,,550.0,502.0,,,,,12.0,,,,,,,0.0,,382.0,284.0,,,,390.0,,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,
信義區,四育里,,,,,,312.0,,,,,,,,,,,420.0,276.0,494.0,,,,,340.0,,,,,,,,,,10.0,,,,,,,76.0,,24.0,,,,,,,,,,,1058.0,368.0,,106.0,,,,,,,20.0,,,282.0,,,,,,498.0,410.0,,,,,114.0,,,,,,,8.0,,522.0,382.0,,,,372.0,,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,
信義區,國業里,,,,,,420.0,,,,,,,,,,,440.0,318.0,858.0,,,,,1360.0,,,,,,,,,,18.0,,,,,,,172.0,,52.0,,,,,,,,,,,644.0,454.0,,60.0,,,,,,,18.0,,,272.0,,,,,,676.0,610.0,,,,,54.0,,,,,,,8.0,,450.0,590.0,,,,472.0,,,,,,,,,,,,,,,366.0,,,,,,,,,,,,,
信義區,大仁里,,,,,,258.0,,,,,,,,,,,452.0,140.0,422.0,,,,,304.0,,,,,,,,,,6.0,,,,,,,90.0,,16.0,,,,,,,,,,,420.0,276.0,,54.0,,,,,,,18.0,,,210.0,,,,,,514.0,470.0,,,,,26.0,,,,,,,2.0,,298.0,380.0,,,,246.0,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,
信義區,大道里,,,,,,376.0,,,,,,,,,,,534.0,238.0,704.0,,,,,496.0,,,,,,,,,,14.0,,,,,,,72.0,,50.0,,,,,,,,,,,672.0,458.0,,88.0,,,,,,,14.0,,,314.0,,,,,,702.0,624.0,,,,,32.0,,,,,,,8.0,,514.0,474.0,,,,358.0,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,
信義區,安康里,,,,,,610.0,,,,,,,,,,,478.0,420.0,1226.0,,,,,1160.0,,,,,,,,,,26.0,,,,,,,246.0,,64.0,,,,,,,,,,,710.0,558.0,,146.0,,,,,,,16.0,,,486.0,,,,,,1226.0,840.0,,,,,48.0,,,,,,,10.0,,656.0,892.0,,,,514.0,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,
信義區,富台里,,,,,,194.0,,,,,,,,,,,174.0,232.0,458.0,,,,,964.0,,,,,,,,,,8.0,,,,,,,150.0,,24.0,,,,,,,,,,,240.0,198.0,,36.0,,,,,,,18.0,,,166.0,,,,,,450.0,402.0,,,,,18.0,,,,,,,10.0,,172.0,238.0,,,,272.0,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,
信義區,廣居里,,,,,,428.0,,,,,,,,,,,350.0,292.0,814.0,,,,,1500.0,,,,,,,,,,20.0,,,,,,,200.0,,44.0,,,,,,,,,,,578.0,466.0,,126.0,,,,,,,16.0,,,300.0,,,,,,768.0,608.0,,,,,58.0,,,,,,,2.0,,470.0,598.0,,,,426.0,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,
信義區,惠安里,,,,,,362.0,,,,,,,,,,,284.0,240.0,766.0,,,,,306.0,,,,,,,,,,16.0,,,,,,,182.0,,48.0,,,,,,,,,,,248.0,414.0,,72.0,,,,,,,24.0,,,784.0,,,,,,808.0,540.0,,,,,16.0,,,,,,,2.0,,384.0,560.0,,,,418.0,,,,,,,,,,,,,,,846.0,,,,,,,,,,,,,
信義區,敦厚里,,,,,,328.0,,,,,,,,,,,222.0,292.0,550.0,,,,,348.0,,,,,,,,,,18.0,,,,,,,134.0,,38.0,,,,,,,,,,,542.0,280.0,,54.0,,,,,,,6.0,,,206.0,,,,,,526.0,460.0,,,,,22.0,,,,,,,0.0,,344.0,436.0,,,,370.0,,,,,,,,,,,,,,,662.0,,,,,,,,,,,,,
信義區,新仁里,,,,,,170.0,,,,,,,,,,,178.0,386.0,426.0,,,,,230.0,,,,,,,,,,4.0,,,,,,,96.0,,22.0,,,,,,,,,,,154.0,192.0,,132.0,,,,,,,18.0,,,172.0,,,,,,470.0,302.0,,,,,4.0,,,,,,,2.0,,168.0,220.0,,,,204.0,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
信義區,景勤里,,,,,,242.0,,,,,,,,,,,258.0,212.0,444.0,,,,,204.0,,,,,,,,,,20.0,,,,,,,128.0,,24.0,,,,,,,,,,,204.0,180.0,,40.0,,,,,,,12.0,,,338.0,,,,,,540.0,446.0,,,,,10.0,,,,,,,10.0,,474.0,318.0,,,,200.0,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,
信義區,景新里,,,,,,248.0,,,,,,,,,,,202.0,192.0,552.0,,,,,242.0,,,,,,,,,,8.0,,,,,,,148.0,,36.0,,,,,,,,,,,220.0,246.0,,54.0,,,,,,,10.0,,,442.0,,,,,,882.0,468.0,,,,,20.0,,,,,,,4.0,,376.0,464.0,,,,296.0,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,
信義區,景聯里,,,,,,294.0,,,,,,,,,,,190.0,212.0,530.0,,,,,196.0,,,,,,,,,,56.0,,,,,,,142.0,,20.0,,,,,,,,,,,246.0,196.0,,56.0,,,,,,,28.0,,,346.0,,,,,,602.0,426.0,,,,,28.0,,,,,,,6.0,,468.0,390.0,,,,304.0,,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,
信義區,松光里,,,,,,248.0,,,,,,,,,,,388.0,170.0,540.0,,,,,346.0,,,,,,,,,,14.0,,,,,,,122.0,,38.0,,,,,,,,,,,562.0,370.0,,72.0,,,,,,,6.0,,,208.0,,,,,,484.0,490.0,,,,,38.0,,,,,,,0.0,,456.0,480.0,,,,256.0,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,
信義區,松友里,,,,,,398.0,,,,,,,,,,,518.0,290.0,770.0,,,,,528.0,,,,,,,,,,10.0,,,,,,,226.0,,38.0,,,,,,,,,,,562.0,406.0,,86.0,,,,,,,6.0,,,378.0,,,,,,632.0,896.0,,,,,16.0,,,,,,,0.0,,458.0,564.0,,,,344.0,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,
信義區,松隆里,,,,,,90.0,,,,,,,,,,,268.0,94.0,200.0,,,,,224.0,,,,,,,,,,10.0,,,,,,,48.0,,8.0,,,,,,,,,,,222.0,140.0,,14.0,,,,,,,8.0,,,124.0,,,,,,196.0,226.0,,,,,10.0,,,,,,,2.0,,154.0,170.0,,,,128.0,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,
信義區,正和里,,,,,,276.0,,,,,,,,,,,166.0,134.0,480.0,,,,,326.0,,,,,,,,,,30.0,,,,,,,176.0,,24.0,,,,,,,,,,,214.0,208.0,,168.0,,,,,,,10.0,,,184.0,,,,,,734.0,482.0,,,,,12.0,,,,,,,4.0,,292.0,404.0,,,,232.0,,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,
信義區,永吉里,,,,,,142.0,,,,,,,,,,,166.0,142.0,220.0,,,,,174.0,,,,,,,,,,10.0,,,,,,,40.0,,14.0,,,,,,,,,,,1328.0,200.0,,26.0,,,,,,,6.0,,,80.0,,,,,,210.0,252.0,,,,,24.0,,,,,,,2.0,,390.0,232.0,,,,194.0,,,,,,,,,,,,,,,568.0,,,,,,,,,,,,,
信義區,永春里,,,,,,254.0,,,,,,,,,,,638.0,266.0,464.0,,,,,410.0,,,,,,,,,,24.0,,,,,,,92.0,,42.0,,,,,,,,,,,692.0,408.0,,50.0,,,,,,,14.0,,,172.0,,,,,,536.0,468.0,,,,,22.0,,,,,,,10.0,,432.0,338.0,,,,314.0,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,
信義區,泰和里,,,,,,388.0,,,,,,,,,,,558.0,264.0,774.0,,,,,338.0,,,,,,,,,,22.0,,,,,,,196.0,,34.0,,,,,,,,,,,434.0,490.0,,80.0,,,,,,,10.0,,,760.0,,,,,,788.0,614.0,,,,,26.0,,,,,,,4.0,,478.0,628.0,,,,404.0,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,
信義區,興隆里,,,,,,138.0,,,,,,,,,,,126.0,152.0,286.0,,,,,162.0,,,,,,,,,,12.0,,,,,,,112.0,,22.0,,,,,,,,,,,144.0,108.0,,64.0,,,,,,,6.0,,,126.0,,,,,,430.0,344.0,,,,,16.0,,,,,,,2.0,,110.0,216.0,,,,106.0,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,
信義區,興雅里,,,,,,364.0,,,,,,,,,,,328.0,274.0,648.0,,,,,324.0,,,,,,,,,,14.0,,,,,,,114.0,,54.0,,,,,,,,,,,538.0,272.0,,92.0,,,,,,,10.0,,,274.0,,,,,,650.0,662.0,,,,,36.0,,,,,,,0.0,,344.0,496.0,,,,336.0,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,
信義區,西村里,,,,,,210.0,,,,,,,,,,,112.0,166.0,632.0,,,,,418.0,,,,,,,,,,34.0,,,,,,,220.0,,34.0,,,,,,,,,,,136.0,200.0,,120.0,,,,,,,20.0,,,410.0,,,,,,1090.0,624.0,,,,,8.0,,,,,,,4.0,,164.0,302.0,,,,258.0,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,
信義區,長春里,,,,,,202.0,,,,,,,,,,,372.0,214.0,362.0,,,,,314.0,,,,,,,,,,4.0,,,,,,,88.0,,26.0,,,,,,,,,,,478.0,258.0,,58.0,,,,,,,8.0,,,146.0,,,,,,284.0,378.0,,,,,26.0,,,,,,,8.0,,474.0,436.0,,,,256.0,,,,,,,,,,,,,,,818.0,,,,,,,,,,,,,
信義區,雅祥里,,,,,,308.0,,,,,,,,,,,504.0,274.0,514.0,,,,,350.0,,,,,,,,,,18.0,,,,,,,84.0,,40.0,,,,,,,,,,,560.0,274.0,,78.0,,,,,,,10.0,,,158.0,,,,,,446.0,480.0,,,,,52.0,,,,,,,8.0,,308.0,396.0,,,,268.0,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,
信義區,雙和里,,,,,,424.0,,,,,,,,,,,318.0,380.0,726.0,,,,,366.0,,,,,,,,,,18.0,,,,,,,186.0,,36.0,,,,,,,,,,,306.0,356.0,,74.0,,,,,,,16.0,,,710.0,,,,,,1022.0,644.0,,,,,32.0,,,,,,,4.0,,536.0,722.0,,,,424.0,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,
信義區,黎安里,,,,,,56.0,,,,,,,,,,,136.0,180.0,96.0,,,,,80.0,,,,,,,,,,4.0,,,,,,,56.0,,16.0,,,,,,,,,,,112.0,26.0,,26.0,,,,,,,8.0,,,136.0,,,,,,508.0,342.0,,,,,2.0,,,,,,,0.0,,54.0,100.0,,,,82.0,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,
信義區,黎平里,,,,,,392.0,,,,,,,,,,,264.0,238.0,886.0,,,,,442.0,,,,,,,,,,30.0,,,,,,,166.0,,32.0,,,,,,,,,,,614.0,272.0,,78.0,,,,,,,20.0,,,386.0,,,,,,948.0,774.0,,,,,10.0,,,,,,,6.0,,378.0,758.0,,,,434.0,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,
信義區,黎忠里,,,,,,224.0,,,,,,,,,,,320.0,246.0,550.0,,,,,268.0,,,,,,,,,,12.0,,,,,,,164.0,,36.0,,,,,,,,,,,528.0,180.0,,44.0,,,,,,,12.0,,,312.0,,,,,,690.0,556.0,,,,,8.0,,,,,,,2.0,,310.0,422.0,,,,280.0,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,
信義區,黎順里,,,,,,256.0,,,,,,,,,,,210.0,228.0,552.0,,,,,210.0,,,,,,,,,,14.0,,,,,,,112.0,,34.0,,,,,,,,,,,318.0,228.0,,118.0,,,,,,,6.0,,,338.0,,,,,,448.0,384.0,,,,,20.0,,,,,,,0.0,,214.0,452.0,,,,202.0,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,
內湖區,五分里,,,,,838.0,,,60.0,,,,,,,,,,,,,,,,,,,528.0,,,,764.0,,,,,,,,,,,,,,,,,,,,,602.0,,,,864.0,,,,,,,776.0,,,,,,,,,,,,,,,,,,,,426.0,,46.0,,,,,,,186.0,,,,,,,1130.0,,198.0,,,,,,,,,620.0,,,,,,2154.0,,1440.0,,,
內湖區,內湖里,,,,,426.0,,,26.0,,,,,,,,,,,,,,,,,,,570.0,,,,730.0,,,,,,,,,,,,,,,,,,,,,282.0,,,,608.0,,,,,,,382.0,,,,,,,,,,,,,,,,,,,,268.0,,20.0,,,,,,,172.0,,,,,,,380.0,,234.0,,,,,,,,,776.0,,,,,,1024.0,,886.0,,,
內湖區,內溝里,,,,,852.0,,,22.0,,,,,,,,,,,,,,,,,,,224.0,,,,322.0,,,,,,,,,,,,,,,,,,,,,294.0,,,,374.0,,,,,,,368.0,,,,,,,,,,,,,,,,,,,,172.0,,30.0,,,,,,,98.0,,,,,,,334.0,,124.0,,,,,,,,,244.0,,,,,,796.0,,754.0,,,
內湖區,南湖里,,,,,582.0,,,50.0,,,,,,,,,,,,,,,,,,,248.0,,,,544.0,,,,,,,,,,,,,,,,,,,,,220.0,,,,674.0,,,,,,,278.0,,,,,,,,,,,,,,,,,,,,274.0,,26.0,,,,,,,150.0,,,,,,,516.0,,148.0,,,,,,,,,194.0,,,,,,1034.0,,974.0,,,
內湖區,大湖里,,,,,284.0,,,36.0,,,,,,,,,,,,,,,,,,,720.0,,,,602.0,,,,,,,,,,,,,,,,,,,,,222.0,,,,692.0,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,360.0,,36.0,,,,,,,190.0,,,,,,,482.0,,158.0,,,,,,,,,408.0,,,,,,958.0,,822.0,,,
內湖區,安泰里,,,,,1022.0,,,28.0,,,,,,,,,,,,,,,,,,,298.0,,,,496.0,,,,,,,,,,,,,,,,,,,,,382.0,,,,412.0,,,,,,,344.0,,,,,,,,,,,,,,,,,,,,238.0,,22.0,,,,,,,146.0,,,,,,,404.0,,112.0,,,,,,,,,282.0,,,,,,912.0,,802.0,,,
內湖區,安湖里,,,,,956.0,,,30.0,,,,,,,,,,,,,,,,,,,340.0,,,,636.0,,,,,,,,,,,,,,,,,,,,,446.0,,,,836.0,,,,,,,606.0,,,,,,,,,,,,,,,,,,,,374.0,,36.0,,,,,,,158.0,,,,,,,710.0,,160.0,,,,,,,,,284.0,,,,,,1502.0,,902.0,,,
內湖區,寶湖里,,,,,358.0,,,40.0,,,,,,,,,,,,,,,,,,,446.0,,,,898.0,,,,,,,,,,,,,,,,,,,,,464.0,,,,1084.0,,,,,,,488.0,,,,,,,,,,,,,,,,,,,,368.0,,40.0,,,,,,,306.0,,,,,,,866.0,,212.0,,,,,,,,,650.0,,,,,,1728.0,,1466.0,,,
內湖區,康寧里,,,,,802.0,,,44.0,,,,,,,,,,,,,,,,,,,454.0,,,,742.0,,,,,,,,,,,,,,,,,,,,,388.0,,,,968.0,,,,,,,326.0,,,,,,,,,,,,,,,,,,,,422.0,,44.0,,,,,,,242.0,,,,,,,706.0,,236.0,,,,,,,,,558.0,,,,,,1486.0,,1312.0,,,
內湖區,明湖里,,,,,554.0,,,34.0,,,,,,,,,,,,,,,,,,,270.0,,,,468.0,,,,,,,,,,,,,,,,,,,,,316.0,,,,560.0,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,226.0,,36.0,,,,,,,120.0,,,,,,,474.0,,132.0,,,,,,,,,346.0,,,,,,1186.0,,654.0,,,
內湖區,東湖里,,,,,1086.0,,,26.0,,,,,,,,,,,,,,,,,,,472.0,,,,578.0,,,,,,,,,,,,,,,,,,,,,490.0,,,,580.0,,,,,,,524.0,,,,,,,,,,,,,,,,,,,,328.0,,34.0,,,,,,,108.0,,,,,,,652.0,,178.0,,,,,,,,,314.0,,,,,,1426.0,,1028.0,,,
內湖區,樂康里,,,,,1224.0,,,66.0,,,,,,,,,,,,,,,,,,,456.0,,,,606.0,,,,,,,,,,,,,,,,,,,,,638.0,,,,584.0,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,366.0,,38.0,,,,,,,152.0,,,,,,,696.0,,158.0,,,,,,,,,394.0,,,,,,1696.0,,1222.0,,,
內湖區,清白里,,,,,460.0,,,46.0,,,,,,,,,,,,,,,,,,,526.0,,,,772.0,,,,,,,,,,,,,,,,,,,,,336.0,,,,1044.0,,,,,,,434.0,,,,,,,,,,,,,,,,,,,,518.0,,52.0,,,,,,,234.0,,,,,,,414.0,,184.0,,,,,,,,,948.0,,,,,,1232.0,,2098.0,,,
內湖區,港墘里,,,,,372.0,,,42.0,,,,,,,,,,,,,,,,,,,420.0,,,,602.0,,,,,,,,,,,,,,,,,,,,,350.0,,,,614.0,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,284.0,,14.0,,,,,,,184.0,,,,,,,378.0,,268.0,,,,,,,,,984.0,,,,,,1106.0,,752.0,,,
內湖區,港富里,,,,,758.0,,,106.0,,,,,,,,,,,,,,,,,,,694.0,,,,898.0,,,,,,,,,,,,,,,,,,,,,768.0,,,,808.0,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,464.0,,68.0,,,,,,,298.0,,,,,,,534.0,,296.0,,,,,,,,,840.0,,,,,,1660.0,,1488.0,,,
內湖區,港華里,,,,,552.0,,,78.0,,,,,,,,,,,,,,,,,,,474.0,,,,976.0,,,,,,,,,,,,,,,,,,,,,572.0,,,,750.0,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,454.0,,46.0,,,,,,,242.0,,,,,,,668.0,,346.0,,,,,,,,,990.0,,,,,,1954.0,,1196.0,,,
內湖區,港都里,,,,,332.0,,,88.0,,,,,,,,,,,,,,,,,,,320.0,,,,540.0,,,,,,,,,,,,,,,,,,,,,396.0,,,,516.0,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,286.0,,56.0,,,,,,,140.0,,,,,,,390.0,,154.0,,,,,,,,,656.0,,,,,,1054.0,,736.0,,,
內湖區,湖元里,,,,,288.0,,,32.0,,,,,,,,,,,,,,,,,,,412.0,,,,578.0,,,,,,,,,,,,,,,,,,,,,622.0,,,,484.0,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,268.0,,32.0,,,,,,,154.0,,,,,,,658.0,,154.0,,,,,,,,,422.0,,,,,,874.0,,688.0,,,
內湖區,湖濱里,,,,,902.0,,,54.0,,,,,,,,,,,,,,,,,,,538.0,,,,1024.0,,,,,,,,,,,,,,,,,,,,,394.0,,,,1230.0,,,,,,,466.0,,,,,,,,,,,,,,,,,,,,378.0,,60.0,,,,,,,320.0,,,,,,,566.0,,292.0,,,,,,,,,610.0,,,,,,1444.0,,1352.0,,,
內湖區,湖興里,,,,,410.0,,,54.0,,,,,,,,,,,,,,,,,,,408.0,,,,672.0,,,,,,,,,,,,,,,,,,,,,936.0,,,,772.0,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,284.0,,42.0,,,,,,,188.0,,,,,,,708.0,,152.0,,,,,,,,,516.0,,,,,,1242.0,,1054.0,,,
內湖區,瑞光里,,,,,448.0,,,26.0,,,,,,,,,,,,,,,,,,,216.0,,,,784.0,,,,,,,,,,,,,,,,,,,,,232.0,,,,614.0,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,196.0,,36.0,,,,,,,170.0,,,,,,,472.0,,146.0,,,,,,,,,242.0,,,,,,780.0,,914.0,,,
內湖區,瑞陽里,,,,,812.0,,,72.0,,,,,,,,,,,,,,,,,,,398.0,,,,1426.0,,,,,,,,,,,,,,,,,,,,,380.0,,,,890.0,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,422.0,,42.0,,,,,,,302.0,,,,,,,630.0,,234.0,,,,,,,,,680.0,,,,,,1298.0,,1156.0,,,
內湖區,石潭里,,,,,134.0,,,30.0,,,,,,,,,,,,,,,,,,,192.0,,,,422.0,,,,,,,,,,,,,,,,,,,,,214.0,,,,350.0,,,,,,,224.0,,,,,,,,,,,,,,,,,,,,140.0,,18.0,,,,,,,96.0,,,,,,,304.0,,90.0,,,,,,,,,604.0,,,,,,636.0,,638.0,,,
內湖區,碧山里,,,,,534.0,,,34.0,,,,,,,,,,,,,,,,,,,750.0,,,,890.0,,,,,,,,,,,,,,,,,,,,,340.0,,,,654.0,,,,,,,574.0,,,,,,,,,,,,,,,,,,,,318.0,,16.0,,,,,,,168.0,,,,,,,430.0,,172.0,,,,,,,,,744.0,,,,,,1324.0,,1020.0,,,
內湖區,秀湖里,,,,,396.0,,,12.0,,,,,,,,,,,,,,,,,,,592.0,,,,684.0,,,,,,,,,,,,,,,,,,,,,272.0,,,,850.0,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,270.0,,24.0,,,,,,,174.0,,,,,,,430.0,,168.0,,,,,,,,,822.0,,,,,,862.0,,948.0,,,
內湖區,紫星里,,,,,684.0,,,52.0,,,,,,,,,,,,,,,,,,,786.0,,,,918.0,,,,,,,,,,,,,,,,,,,,,612.0,,,,858.0,,,,,,,448.0,,,,,,,,,,,,,,,,,,,,404.0,,48.0,,,,,,,260.0,,,,,,,514.0,,164.0,,,,,,,,,652.0,,,,,,1366.0,,1280.0,,,
內湖區,紫陽里,,,,,566.0,,,58.0,,,,,,,,,,,,,,,,,,,536.0,,,,1154.0,,,,,,,,,,,,,,,,,,,,,524.0,,,,808.0,,,,,,,446.0,,,,,,,,,,,,,,,,,,,,368.0,,48.0,,,,,,,274.0,,,,,,,678.0,,240.0,,,,,,,,,666.0,,,,,,1610.0,,1172.0,,,
內湖區,紫雲里,,,,,856.0,,,32.0,,,,,,,,,,,,,,,,,,,386.0,,,,626.0,,,,,,,,,,,,,,,,,,,,,362.0,,,,806.0,,,,,,,254.0,,,,,,,,,,,,,,,,,,,,230.0,,18.0,,,,,,,272.0,,,,,,,362.0,,92.0,,,,,,,,,372.0,,,,,,820.0,,844.0,,,
內湖區,葫洲里,,,,,752.0,,,26.0,,,,,,,,,,,,,,,,,,,352.0,,,,662.0,,,,,,,,,,,,,,,,,,,,,270.0,,,,810.0,,,,,,,284.0,,,,,,,,,,,,,,,,,,,,296.0,,36.0,,,,,,,244.0,,,,,,,614.0,,174.0,,,,,,,,,466.0,,,,,,1432.0,,950.0,,,
內湖區,蘆洲里,,,,,46.0,,,4.0,,,,,,,,,,,,,,,,,,,116.0,,,,136.0,,,,,,,,,,,,,,,,,,,,,88.0,,,,106.0,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,44.0,,14.0,,,,,,,16.0,,,,,,,126.0,,12.0,,,,,,,,,104.0,,,,,,334.0,,124.0,,,
內湖區,行善里,,,,,252.0,,,60.0,,,,,,,,,,,,,,,,,,,432.0,,,,866.0,,,,,,,,,,,,,,,,,,,,,672.0,,,,528.0,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,228.0,,60.0,,,,,,,182.0,,,,,,,722.0,,138.0,,,,,,,,,730.0,,,,,,1324.0,,738.0,,,
內湖區,西安里,,,,,284.0,,,58.0,,,,,,,,,,,,,,,,,,,492.0,,,,566.0,,,,,,,,,,,,,,,,,,,,,444.0,,,,580.0,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,360.0,,42.0,,,,,,,184.0,,,,,,,410.0,,300.0,,,,,,,,,1868.0,,,,,,1256.0,,734.0,,,
內湖區,西康里,,,,,372.0,,,66.0,,,,,,,,,,,,,,,,,,,466.0,,,,676.0,,,,,,,,,,,,,,,,,,,,,438.0,,,,746.0,,,,,,,368.0,,,,,,,,,,,,,,,,,,,,412.0,,60.0,,,,,,,370.0,,,,,,,576.0,,350.0,,,,,,,,,2386.0,,,,,,1478.0,,1244.0,,,
內湖區,西湖里,,,,,298.0,,,42.0,,,,,,,,,,,,,,,,,,,610.0,,,,524.0,,,,,,,,,,,,,,,,,,,,,488.0,,,,646.0,,,,,,,412.0,,,,,,,,,,,,,,,,,,,,368.0,,64.0,,,,,,,202.0,,,,,,,494.0,,330.0,,,,,,,,,1246.0,,,,,,1288.0,,956.0,,,
