行政區別,村里別,丁增義,何啟聖,何志偉,余筱菁,劉耀仁,厲耿桂芳,吳世正,吳志剛,吳思瑤,吳碧珠,周佳君,周威佑,周柏雅,孫仲康,孫士堅,康明道,張榮法,張茂楠,徐世勲,徐弘庭,徐立信,應曉薇,戴錫欽,李卓翰,李建昌,李彥秀,李慶元,李慶鋒,李新,林世宗,林亭君,林佳諭,林國成,林婕麗,林瑞圖,梁文傑,楊世光,楊實秋,楊鎮雄,楊靜宇,歐陽瑞蓮,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,潘懷宗,潘翰疆,潘翰聲,王世堅,王博玉,王奕凱,王威中,王孝維,王小玉,王欣儀,王正德,王致雅,王英文,王閔生,王鴻薇,王麗珠,秦慧珠,童仲彥,簡聖哲,簡舒培,聶紹雄,葉林傳,許家蓓,許明偉,許淑華,謝啟大,謝建平,謝維洲,賴素如,趙家蓉,郭昭巖,鄭惠齡,鍾君竺,鍾小平,闕枚莎,阮昭雄,陳嘉霖,陳孋輝,陳建銘,陳彥伯,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳蓋武,陳重文,陳錦祥,青天,顏聖冠,顏若芳,高嘉瑜,黃向羣,黃子哲,黃平洋,黃珊珊,黄文章,丁增義_黨籍,何啟聖_黨籍,何志偉_黨籍,余筱菁_黨籍,劉耀仁_黨籍,厲耿桂芳_黨籍,吳世正_黨籍,吳志剛_黨籍,吳思瑤_黨籍,吳碧珠_黨籍,周佳君_黨籍,周威佑_黨籍,周柏雅_黨籍,孫仲康_黨籍,孫士堅_黨籍,康明道_黨籍,張榮法_黨籍,張茂楠_黨籍,徐世勲_黨籍,徐弘庭_黨籍,徐立信_黨籍,應曉薇_黨籍,戴錫欽_黨籍,李卓翰_黨籍,李建昌_黨籍,李彥秀_黨籍,李慶元_黨籍,李慶鋒_黨籍,李新_黨籍,林世宗_黨籍,林亭君_黨籍,林佳諭_黨籍,林國成_黨籍,林婕麗_黨籍,林瑞圖_黨籍,梁文傑_黨籍,楊世光_黨籍,楊實秋_黨籍,楊鎮雄_黨籍,楊靜宇_黨籍,歐陽瑞蓮_黨籍,歐陽龍_黨籍,江志銘_黨籍,汪志冰_黨籍,洪健益_黨籍,洪士奇_黨籍,潘懷宗_黨籍,潘翰疆_黨籍,潘翰聲_黨籍,王世堅_黨籍,王博玉_黨籍,王奕凱_黨籍,王威中_黨籍,王孝維_黨籍,王小玉_黨籍,王欣儀_黨籍,王正德_黨籍,王致雅_黨籍,王英文_黨籍,王閔生_黨籍,王鴻薇_黨籍,王麗珠_黨籍,秦慧珠_黨籍,童仲彥_黨籍,簡聖哲_黨籍,簡舒培_黨籍,聶紹雄_黨籍,葉林傳_黨籍,許家蓓_黨籍,許明偉_黨籍,許淑華_黨籍,謝啟大_黨籍,謝建平_黨籍,謝維洲_黨籍,賴素如_黨籍,趙家蓉_黨籍,郭昭巖_黨籍,鄭惠齡_黨籍,鍾君竺_黨籍,鍾小平_黨籍,闕枚莎_黨籍,阮昭雄_黨籍,陳嘉霖_黨籍,陳孋輝_黨籍,陳建銘_黨籍,陳彥伯_黨籍,陳慈慧_黨籍,陳政忠_黨籍,陳永德_黨籍,陳炳甫_黨籍,陳義洲_黨籍,陳蓋武_黨籍,陳重文_黨籍,陳錦祥_黨籍,青天_黨籍,顏聖冠_黨籍,顏若芳_黨籍,高嘉瑜_黨籍,黃向羣_黨籍,黃子哲_黨籍,黃平洋_黨籍,黃珊珊_黨籍,黄文章_黨籍
中正區,廈安里,,,,,364.0,,,426.0,,,,490.0,,,,2.0,230.0,,,,308.0,418.0,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0,,,,,,,,,72.0,,,,708.0,,,246.0,,,,,,,,,,,,84.0,,,,544.0,,,,,,,0.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,建國里,,,,,88.0,,,294.0,,,,112.0,,,,0.0,70.0,,,,54.0,190.0,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,18.0,,,,202.0,,,98.0,,,,,,,,,,,,40.0,,,,158.0,,,,,,,0.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,忠勤里,,,,,452.0,,,668.0,,,,590.0,,,,6.0,338.0,,,,536.0,874.0,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,,,,,,,,,138.0,,,,1116.0,,,572.0,,,,,,,,,,,,148.0,,,,1126.0,,,,,,,2.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,愛國里,,,,,290.0,,,438.0,,,,492.0,,,,2.0,182.0,,,,212.0,458.0,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,,,,,,,,,90.0,,,,334.0,,,302.0,,,,,,,,,,,,54.0,,,,344.0,,,,,,,2.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,文北里,,,,,348.0,,,1148.0,,,,600.0,,,,6.0,334.0,,,,200.0,508.0,,,,,,,,,,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,,,,,,,,,154.0,,,,368.0,,,440.0,,,,,,,,,,,,106.0,,,,724.0,,,,,,,10.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,文盛里,,,,,222.0,,,386.0,,,,380.0,,,,6.0,204.0,,,,62.0,284.0,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,,,80.0,,,,254.0,,,306.0,,,,,,,,,,,,52.0,,,,292.0,,,,,,,10.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,文祥里,,,,,656.0,,,1078.0,,,,626.0,,,,10.0,492.0,,,,242.0,794.0,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,,,,,,,,,218.0,,,,890.0,,,942.0,,,,,,,,,,,,158.0,,,,1000.0,,,,,,,8.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,新營里,,,,,412.0,,,1438.0,,,,672.0,,,,20.0,588.0,,,,266.0,1084.0,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,152.0,,,,986.0,,,1098.0,,,,,,,,,,,,228.0,,,,1214.0,,,,,,,12.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,東門里,,,,,264.0,,,552.0,,,,354.0,,,,8.0,262.0,,,,136.0,630.0,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,,,,,,,,,70.0,,,,634.0,,,346.0,,,,,,,,,,,,64.0,,,,532.0,,,,,,,6.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
中正區,板溪里,,,,,186.0,,,476.0,,,,326.0,,,,8.0,250.0,,,,132.0,604.0,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,102.0,,,,310.0,,,310.0,,,,,,,,,,,,72.0,,,,560.0,,,,,,,0.0,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
