縣市,行政區別,村里別,小民參政歐巴桑聯盟,司法改革黨,新黨,台灣民眾黨,台灣維新,親民黨,人民最大黨,台灣團結聯盟,台灣綠黨,臺灣雙語無法黨,台灣基進,中華統一促進黨,民主進步黨,制度救世島,時代力量,中國國民黨,不分區政黨有效票數A
臺北市,中山區,民安里,30,10,18,1130,12,36,0,12,44,6,34,8,2184,2,134,1754,5414
臺北市,中山區,永安里,86,10,44,2320,4,78,6,22,48,24,68,12,3862,6,364,4238,11192
臺北市,中山區,江寧里,70,16,42,1708,12,52,0,14,82,34,32,4,3022,6,292,3066,8452
臺北市,中山區,江山里,54,36,24,1746,4,50,6,18,94,18,60,14,3644,2,294,3168,9232
臺北市,中山區,聚盛里,38,16,16,976,0,34,4,12,44,8,20,8,1578,0,114,1838,4706
臺北市,中山區,聚葉里,42,20,18,990,10,42,4,6,26,14,22,2,1764,6,102,1678,4746
臺北市,中山區,興亞里,46,10,14,1404,2,36,2,12,38,14,46,12,2604,2,160,2288,6690
臺北市,中山區,行仁里,50,24,20,1956,4,34,4,26,76,18,24,10,3894,6,266,3202,9614
臺北市,中山區,行孝里,38,16,20,1244,0,32,2,12,76,20,28,14,2032,4,188,1670,5396
臺北市,中山區,行政里,46,16,16,1634,6,36,6,8,56,16,44,2,2754,4,184,2700,7528
臺北市,中山區,金泰里,92,16,46,2254,8,42,2,6,64,32,70,6,2850,4,294,3526,9312
臺北市,中山區,集英里,76,12,18,1930,4,40,2,10,60,24,40,14,3326,4,234,2468,8262
臺北市,中山區,龍洲里,62,16,48,1268,0,36,4,10,46,12,30,12,1352,2,172,3238,6308
臺北市,中正區,三愛里,76,18,54,2228,0,48,2,12,58,18,90,6,3264,12,354,3738,9978
臺北市,中正區,光復里,32,12,28,1024,0,14,4,10,38,6,30,2,1456,2,122,1590,4370
臺北市,中正區,南福里,122,34,66,3286,10,44,6,26,104,32,46,10,3964,22,442,5100,13314
臺北市,中正區,南門里,22,8,18,678,0,20,2,2,10,14,22,2,848,4,106,1316,3072
臺北市,中正區,富水里,32,2,20,730,6,16,2,6,18,14,14,2,622,2,72,1186,2744
臺北市,中正區,幸市里,44,12,34,982,4,16,2,14,50,12,28,6,1950,10,158,1966,5288
臺北市,中正區,幸福里,36,14,34,1330,0,30,2,10,54,16,36,6,1884,10,182,2222,5866
臺北市,中正區,廈安里,72,14,18,1254,2,44,2,18,24,14,14,6,1684,10,156,1622,4954
臺北市,中正區,建國里,22,0,24,472,0,8,0,2,22,4,10,2,564,4,70,678,1882
臺北市,中正區,忠勤里,52,28,60,1592,2,46,6,42,64,26,26,24,2164,18,176,2990,7316
臺北市,中正區,愛國里,26,8,14,898,0,20,0,2,38,10,20,0,1262,6,98,1386,3788
臺北市,中正區,文北里,44,16,30,1362,8,34,0,10,54,20,30,4,2262,8,204,2428,6514
臺北市,中正區,文盛里,50,14,18,628,2,20,0,6,30,26,22,2,1062,0,100,1230,3210
臺北市,中正區,文祥里,82,18,46,2130,4,40,2,18,58,20,62,4,2960,10,288,3392,9134
臺北市,中正區,新營里,96,26,32,2440,2,48,6,12,64,40,52,10,2672,8,292,3920,9720
臺北市,中正區,東門里,44,8,14,964,0,22,2,4,38,4,26,2,1298,4,144,1836,4410
臺北市,中正區,板溪里,48,8,32,962,8,10,0,6,52,10,34,4,1282,10,136,1762,4364
臺北市,中正區,林興里,74,24,32,1336,4,34,0,10,50,22,36,8,1626,8,156,2390,5810
臺北市,中正區,梅花里,26,26,18,742,0,18,0,12,26,6,36,2,1340,4,142,1418,3816
臺北市,中正區,水源里,42,10,16,714,0,22,2,6,32,12,22,4,1268,0,126,1248,3524
臺北市,中正區,永功里,72,8,30,1650,2,40,6,28,74,14,50,8,2550,22,216,2636,7406
臺北市,中正區,永昌里,54,12,22,1166,4,26,2,12,50,6,28,6,1880,8,156,2242,5674
臺北市,中正區,河堤里,84,14,42,1118,4,30,2,6,62,16,34,12,1600,2,176,2268,5470
臺北市,中正區,網溪里,84,14,56,1468,4,34,0,6,64,10,48,8,2262,4,234,2718,7014
臺北市,中正區,螢圃里,80,18,40,1550,2,34,2,4,72,18,32,6,2102,8,188,2806,6962
臺北市,中正區,螢雪里,64,10,18,1220,0,30,8,12,50,24,16,8,1552,2,124,2066,5204
臺北市,中正區,頂東里,96,40,50,1620,6,48,0,12,66,10,58,6,2448,2,220,2870,7552
臺北市,中正區,黎明里,32,12,14,824,2,24,0,8,32,12,12,10,1042,0,104,1394,3522
臺北市,中正區,龍光里,38,8,16,798,4,20,0,12,34,14,18,2,1118,10,86,1472,3650
臺北市,中正區,龍福里,70,6,34,1424,6,28,0,10,40,16,26,4,1810,6,200,2156,5836
臺北市,中正區,龍興里,28,6,26,982,6,20,2,4,30,10,20,0,1324,8,130,1394,3990
臺北市,信義區,三張里,80,8,62,2178,2,56,6,34,86,14,40,10,3156,8,294,4532,10566
臺北市,信義區,三犁里,58,8,26,1248,4,36,2,14,34,24,28,0,1856,4,182,2700,6224
臺北市,信義區,中坡里,58,4,16,1134,4,40,4,8,48,4,28,10,1832,8,150,2092,5440
臺北市,信義區,中興里,22,10,20,846,0,16,0,6,24,6,24,2,1280,0,86,1616,3958
臺北市,信義區,中行里,62,26,30,2014,4,50,2,34,78,22,44,14,3396,6,284,3324,9390
臺北市,信義區,五全里,50,8,32,1328,4,32,4,34,64,16,44,8,2270,4,170,2010,6078
臺北市,信義區,五常里,32,6,22,980,0,14,2,16,32,22,30,2,1506,6,124,1760,4554
臺北市,信義區,六合里,66,30,48,1618,4,52,4,10,64,12,38,18,2214,10,204,3664,8056
臺北市,信義區,六藝里,34,6,28,952,0,20,0,16,28,12,22,4,1586,4,146,1576,4434
臺北市,信義區,嘉興里,52,2,42,792,0,22,2,10,44,14,12,6,1272,4,104,1432,3810
臺北市,信義區,四維里,46,10,28,1292,6,22,4,12,50,18,32,14,1964,6,196,2632,6332
臺北市,信義區,四育里,50,12,28,1348,6,42,2,16,62,10,38,10,2612,2,174,2472,6884
臺北市,信義區,國業里,64,26,30,1912,6,52,2,16,70,26,50,16,2706,8,246,3478,8708
臺北市,信義區,大仁里,74,20,36,1872,14,34,8,20,58,16,22,18,2368,4,284,2698,7546
臺北市,信義區,大道里,38,10,26,1542,4,46,4,14,64,18,46,6,2564,6,198,2800,7386
臺北市,信義區,安康里,76,20,64,2532,6,52,0,20,114,18,40,8,3912,8,340,4992,12202
臺北市,信義區,富台里,64,18,24,1166,0,22,2,6,58,18,20,6,1462,0,158,2616,5640
臺北市,信義區,廣居里,82,16,62,1930,0,50,2,8,76,28,38,2,2720,2,322,3670,9008
臺北市,信義區,惠安里,68,12,30,1716,6,38,0,18,28,18,38,18,2156,2,194,3392,7734
臺北市,信義區,敦厚里,48,8,20,1324,8,34,2,12,52,4,36,2,1904,0,216,2364,6034
臺北市,信義區,新仁里,18,4,20,728,0,30,0,0,34,6,18,2,1036,4,118,1826,3844
臺北市,信義區,景勤里,30,6,30,902,0,22,2,4,36,10,12,8,1418,6,132,1998,4616
臺北市,信義區,景新里,46,14,22,1188,4,36,8,14,66,8,38,6,1782,2,130,2812,6176
臺北市,信義區,景聯里,46,18,26,1168,0,32,4,8,54,6,26,4,1700,6,168,2234,5500
臺北市,信義區,松光里,28,4,28,1140,0,50,6,22,34,16,32,6,2136,0,190,2232,5924
臺北市,信義區,松友里,84,26,44,1686,6,44,4,18,64,16,48,12,2436,8,236,3164,7896
臺北市,信義區,松隆里,26,0,10,536,0,24,4,6,14,4,18,6,822,2,62,996,2530
臺北市,信義區,正和里,36,18,26,1098,2,24,2,10,38,6,34,8,1478,2,154,2378,5314
臺北市,信義區,永吉里,26,10,8,986,2,28,4,10,44,12,16,6,1856,6,104,1368,4486
臺北市,信義區,永春里,50,24,28,1260,0,26,0,16,38,18,28,14,2094,8,172,2162,5938
臺北市,信義區,泰和里,100,30,64,1950,2,44,10,14,96,36,38,14,2720,2,244,3630,8994
臺北市,信義區,興隆里,20,4,10,568,4,16,2,6,16,6,18,4,818,4,58,1308,2862
臺北市,信義區,興雅里,66,18,34,1324,2,38,6,30,42,12,20,8,2174,6,204,2604,6588
臺北市,信義區,西村里,56,8,38,1134,0,32,0,8,42,6,28,8,1134,2,140,2974,5610
臺北市,信義區,長春里,44,10,4,1162,4,40,2,4,32,8,30,12,1802,4,148,1806,5112
臺北市,信義區,雅祥里,32,16,34,1374,0,34,0,12,54,14,24,8,2118,6,174,2244,6144
臺北市,信義區,雙和里,64,26,42,1972,6,46,2,22,70,22,42,12,2632,0,200,3746,8904
臺北市,信義區,黎安里,12,6,10,376,0,8,4,6,14,10,6,6,566,2,44,1100,2170
臺北市,信義區,黎平里,98,14,28,1754,8,46,4,20,76,12,44,12,2628,8,186,3666,8604
臺北市,信義區,黎忠里,50,16,40,1264,6,44,0,10,52,10,12,16,1758,0,132,2478,5888
臺北市,信義區,黎順里,58,10,50,968,4,28,0,8,46,6,24,6,1424,0,136,2062,4830
臺北市,內湖區,五分里,124,32,38,3200,10,62,10,24,118,18,110,14,3964,8,422,4192,12346
臺北市,內湖區,內湖里,64,16,38,1784,0,36,2,14,66,20,60,6,2466,2,226,3270,8070
臺北市,內湖區,內溝里,68,8,42,1402,0,30,6,14,52,12,48,2,1880,6,140,2108,5818
臺北市,內湖區,南湖里,56,18,28,1640,0,14,0,4,54,14,60,8,1982,2,232,2708,6820
臺北市,內湖區,大湖里,70,14,38,1600,4,38,0,4,70,4,70,6,2012,0,224,2552,6706
臺北市,內湖區,安泰里,78,22,22,1694,4,22,2,14,70,34,42,4,1968,8,154,2448,6586
臺北市,內湖區,安湖里,74,18,40,2392,2,52,2,12,74,24,94,2,2960,10,266,3252,9274
臺北市,內湖區,寶湖里,102,24,56,2748,0,60,2,22,78,26,106,0,3354,8,340,5016,11942
臺北市,內湖區,康寧里,74,20,74,2634,6,46,0,24,102,28,90,2,3026,10,348,4016,10500
臺北市,內湖區,明湖里,62,6,28,1762,0,28,10,8,80,24,70,10,1974,0,206,2228,6496
臺北市,內湖區,東湖里,86,20,32,2594,10,42,4,18,84,30,68,8,3276,6,264,3486,10028
臺北市,內湖區,樂康里,70,10,30,2466,8,32,6,28,98,22,60,4,3048,8,318,3240,9448
臺北市,內湖區,清白里,92,28,50,2540,2,54,2,14,86,18,100,4,3180,2,284,4388,10844
臺北市,內湖區,港墘里,60,16,30,1828,4,32,4,14,52,24,74,6,2456,6,204,2714,7524
臺北市,內湖區,港富里,68,28,32,2762,6,84,2,20,116,32,100,6,3994,10,342,4108,11710
臺北市,內湖區,港華里,118,8,56,2770,10,50,0,22,88,32,120,12,3532,2,414,3942,11176
臺北市,內湖區,港都里,58,8,22,1642,4,16,8,8,62,16,58,4,2218,8,228,2318,6678
臺北市,內湖區,湖元里,64,10,46,2040,0,50,2,10,68,18,88,14,2634,6,246,2700,7996
臺北市,內湖區,湖濱里,74,36,62,2352,4,52,6,28,72,30,78,10,3044,12,302,4476,10638
臺北市,內湖區,湖興里,88,16,26,2210,6,48,4,24,88,36,72,6,2866,2,264,3414,9170
臺北市,內湖區,瑞光里,28,8,38,1314,2,46,0,10,52,12,50,2,1428,4,186,2520,5700
臺北市,內湖區,瑞陽里,94,18,46,2112,4,58,0,14,96,32,74,12,2444,6,354,4554,9918
臺北市,內湖區,石潭里,38,4,28,1116,6,20,2,2,70,4,38,6,1600,2,174,1942,5052
臺北市,內湖區,碧山里,56,22,70,1982,6,46,2,18,80,16,88,6,2754,10,222,3442,8820
臺北市,內湖區,秀湖里,60,16,44,1658,4,32,4,8,74,22,54,8,2296,8,212,3284,7784
臺北市,內湖區,紫星里,76,14,42,2258,6,42,2,10,84,24,80,12,3430,10,260,3708,10058
臺北市,內湖區,紫陽里,96,32,50,2466,10,52,8,14,88,16,104,2,3394,0,342,3958,10632
臺北市,內湖區,紫雲里,74,14,34,1700,2,30,2,12,58,12,40,8,1790,4,212,3002,6994
臺北市,內湖區,葫洲里,88,24,44,2260,2,42,2,12,62,32,82,2,2284,6,302,3524,8768
臺北市,內湖區,蘆洲里,14,4,0,384,2,4,0,0,14,8,18,0,490,0,16,436,1390
臺北市,內湖區,行善里,56,26,38,2218,2,48,10,20,88,30,82,8,3042,8,280,3114,9070
臺北市,內湖區,西安里,68,16,34,1904,2,46,0,24,88,14,70,0,2686,4,260,3232,8448
臺北市,內湖區,西康里,112,30,42,2828,10,48,10,22,90,40,72,0,3530,8,378,4824,12044
臺北市,內湖區,西湖里,54,16,40,2162,4,54,4,14,74,16,84,8,3110,4,258,3064,8966
臺北市,內湖區,週美里,68,22,32,2652,2,68,6,20,86,34,88,14,4062,0,324,3838,11316
臺北市,內湖區,金湖里,74,22,52,2750,4,42,6,12,96,32,96,4,3612,8,366,4786,11962
臺北市,內湖區,金瑞里,62,16,34,1882,10,44,2,26,92,24,72,4,2890,4,238,3060,8460
臺北市,內湖區,金龍里,30,6,34,1502,4,46,4,12,76,16,74,4,2096,2,224,2634,6764
臺北市,內湖區,麗山里,78,6,16,1736,2,32,4,10,74,22,56,8,2576,8,246,2446,7320
臺北市,北投區,一德里,86,22,32,2168,2,74,2,22,106,18,46,8,3564,10,238,2732,9130
臺北市,北投區,中和里,58,16,36,1312,4,30,6,12,48,8,40,10,2116,6,162,2190,6054
臺北市,北投區,中央里,178,54,36,3170,6,80,6,14,112,36,58,4,5626,10,360,4588,14338
臺北市,北投區,中庸里,36,14,12,1140,2,32,2,8,50,14,28,10,1874,2,136,1514,4874
臺北市,北投區,中心里,88,22,42,1810,2,74,6,20,82,26,64,4,2744,4,186,2636,7810
臺北市,北投區,八仙里,56,10,18,1424,4,54,2,32,68,12,38,2,2430,6,192,2206,6554
臺北市,北投區,吉利里,96,24,38,1916,10,50,4,14,72,22,40,4,2628,2,248,3242,8410
臺北市,北投區,吉慶里,84,14,8,1506,0,46,2,18,62,10,48,4,2468,4,172,1928,6374
臺北市,北投區,大同里,58,22,20,1456,6,56,0,30,72,24,32,4,2718,8,190,2034,6730
臺北市,北投區,大屯里,12,0,0,274,0,14,0,8,22,10,6,0,696,6,26,364,1438
臺北市,北投區,奇岩里,128,24,88,3200,10,70,4,34,106,38,84,4,5242,4,404,4740,14180
臺北市,北投區,尊賢里,64,14,12,1350,2,38,4,4,40,14,36,0,2430,2,166,1682,5858
臺北市,北投區,建民里,42,16,24,1182,4,34,2,16,56,18,42,4,2230,2,150,1786,5608
臺北市,北投區,振華里,90,26,46,1856,4,32,2,14,74,32,58,6,3162,2,220,3502,9126
臺北市,北投區,文化里,46,16,38,1066,2,44,0,8,44,10,28,10,1116,4,116,2412,4960
臺北市,北投區,文林里,44,14,10,1130,6,30,0,20,48,16,30,4,2216,2,162,1748,5480
臺北市,北投區,智仁里,64,18,32,1758,4,42,2,26,62,28,18,14,2414,2,178,2608,7270
臺北市,北投區,東華里,64,6,40,1136,2,34,4,10,66,14,44,4,1834,0,130,2136,5524
臺北市,北投區,林泉里,22,2,8,798,6,22,2,8,34,14,14,2,1148,2,84,1300,3466
臺北市,北投區,桃源里,78,18,26,1776,4,54,8,10,74,32,32,6,2806,6,192,2290,7412
臺北市,北投區,榮光里,72,10,42,2024,2,76,4,26,82,14,46,12,2824,6,250,2932,8422
臺北市,北投區,榮華里,94,16,44,1772,8,52,4,20,112,28,56,8,3230,4,286,3454,9188
臺北市,北投區,永和里,80,12,50,2214,6,72,4,14,92,24,54,18,4340,10,316,4036,11342
臺北市,北投區,永明里,48,14,12,1426,2,28,0,6,48,18,40,0,1992,2,180,2148,5964
臺北市,北投區,永欣里,114,12,40,2014,4,82,2,10,84,26,80,8,3314,10,342,3794,9936
臺北市,北投區,泉源里,24,2,16,592,2,18,0,2,20,10,22,0,1170,2,80,824,2784
臺北市,北投區,洲美里,40,4,8,734,2,18,2,8,28,12,24,0,1408,12,72,704,3076
臺北市,北投區,清江里,114,24,46,2182,6,54,6,24,84,20,58,10,4158,22,270,3536,10614
臺北市,北投區,湖山里,10,6,2,330,0,16,0,6,28,4,14,6,766,4,24,654,1870
臺北市,北投區,湖田里,18,0,10,200,2,42,0,4,18,0,4,0,376,0,18,370,1062
臺北市,北投區,溫泉里,86,26,44,1602,4,54,4,18,80,18,48,8,3138,4,192,2690,8016
臺北市,北投區,石牌里,58,18,22,1346,6,34,0,28,50,30,32,6,2494,6,154,2132,6416
臺北市,北投區,福興里,84,14,46,2082,4,64,8,14,60,32,32,6,3116,6,264,2826,8658
臺北市,北投區,秀山里,34,12,22,744,2,12,4,22,36,18,32,0,1326,4,86,1498,3852
臺北市,北投區,稻香里,44,20,22,1372,2,52,2,30,58,20,44,4,2280,2,206,2584,6742
臺北市,北投區,立賢里,68,4,22,1624,6,52,0,12,70,28,16,6,2450,6,162,2072,6598
臺北市,北投區,立農里,130,42,34,2928,8,70,10,12,110,44,60,2,4156,6,338,3628,11578
臺北市,北投區,裕民里,106,16,52,2064,6,66,2,16,102,46,42,6,3430,4,222,3442,9622
臺北市,北投區,豐年里,24,14,26,1192,4,22,2,8,36,16,30,0,1692,4,152,1822,5044
臺北市,北投區,長安里,64,16,32,1642,6,62,4,8,72,16,30,8,2756,8,206,2342,7272
臺北市,北投區,開明里,74,16,58,1756,0,36,6,6,72,24,60,10,2796,2,176,3120,8212
臺北市,北投區,關渡里,128,38,56,3028,4,124,6,34,156,22,56,14,4774,12,340,4332,13124
臺北市,南港區,三重里,72,12,46,2390,2,52,4,20,92,38,84,6,2792,2,282,3344,9238
臺北市,南港區,中南里,36,8,16,1020,0,14,0,6,26,10,40,2,1508,6,108,1394,4194
臺北市,南港區,中研里,104,24,62,2780,8,84,12,28,98,32,118,4,3638,4,338,3920,11254
臺北市,南港區,九如里,70,18,38,1760,2,48,6,8,76,24,56,6,2146,10,206,3190,7664
臺北市,南港區,仁福里,62,16,66,1736,6,42,4,18,62,24,72,8,1884,2,146,3016,7164
臺北市,南港區,南港里,60,18,20,1878,4,24,2,12,52,22,46,2,2314,6,204,2498,7162
臺北市,南港區,合成里,48,8,52,1726,4,44,18,10,66,26,72,8,2784,22,222,2978,8088
臺北市,南港區,成福里,66,24,58,2056,6,50,6,26,50,30,74,14,2714,0,250,3920,9344
臺北市,南港區,新光里,56,24,20,1016,2,18,6,14,36,18,48,10,1382,8,128,1830,4616
臺北市,南港區,新富里,38,4,20,1074,6,26,4,20,36,14,30,4,1692,6,112,1572,4658
臺北市,南港區,東新里,86,32,32,2188,4,40,4,16,82,30,68,4,2736,10,208,2842,8382
臺北市,南港區,東明里,86,16,34,1922,4,46,4,16,60,28,68,10,1942,4,210,2514,6964
臺北市,南港區,玉成里,38,10,24,1340,8,38,2,16,44,12,44,8,2140,4,168,1960,5856
臺北市,南港區,百福里,62,16,42,1664,2,34,6,8,70,16,44,6,2156,6,172,2328,6632
臺北市,南港區,聯成里,48,10,24,1342,4,24,4,16,56,18,44,4,1884,4,168,2326,5976
臺北市,南港區,舊莊里,76,20,32,2668,16,66,8,36,72,56,70,20,3428,8,262,3702,10540
臺北市,南港區,萬福里,32,20,32,1200,4,30,6,6,32,2,48,6,1696,2,150,2324,5590
臺北市,南港區,西新里,44,8,14,1362,8,22,2,26,62,20,62,4,2104,4,194,1708,5644
臺北市,南港區,重陽里,70,26,26,1996,2,28,4,16,68,22,78,10,2174,8,236,2786,7550
臺北市,南港區,鴻福里,50,2,20,1248,2,40,6,12,54,12,46,0,1820,6,122,2208,5648
臺北市,士林區,三玉里,88,6,36,1476,12,54,0,10,58,20,36,2,2572,6,212,2636,7224
臺北市,士林區,仁勇里,28,10,16,1018,0,44,4,18,44,10,32,4,1904,0,102,1444,4678
臺北市,士林區,公館里,8,2,4,324,0,18,0,4,26,8,6,6,790,0,26,384,1606
臺北市,士林區,前港里,68,8,20,1204,2,82,4,18,44,12,32,14,2132,0,176,1516,5332
臺北市,士林區,名山里,84,26,48,1836,6,66,4,14,88,10,58,12,3124,6,264,3280,8926
臺北市,士林區,天和里,80,18,70,1792,0,44,2,10,90,28,46,6,3212,2,202,3370,8972
臺北市,士林區,天壽里,46,6,12,1172,2,28,4,8,72,12,36,8,2162,4,172,2344,6088
臺北市,士林區,天山里,60,12,30,1550,4,48,6,20,92,16,38,4,2774,4,230,3310,8198
臺北市,士林區,天母里,70,16,34,1520,6,54,6,10,74,14,60,0,2768,8,162,3132,7934
臺北市,士林區,天玉里,102,12,54,2052,2,56,2,20,88,28,64,12,3780,4,268,3920,10464
臺北市,士林區,天祿里,60,10,22,1250,2,26,2,8,56,26,48,2,2510,0,148,2010,6180
臺北市,士林區,天福里,76,12,46,1614,4,38,8,16,58,12,30,2,2690,6,182,2736,7530
臺北市,士林區,富光里,60,16,24,1696,4,98,4,16,64,22,36,12,3068,6,180,1908,7214
臺北市,士林區,富洲里,40,10,24,1630,12,250,2,18,74,34,46,14,3792,8,262,1470,7686
臺北市,士林區,岩山里,38,10,24,738,2,44,2,8,32,4,18,4,1414,0,88,1618,4044
臺北市,士林區,平等里,6,4,2,306,2,20,0,14,28,8,12,2,1004,4,38,432,1882
臺北市,士林區,後港里,82,34,42,2060,2,100,4,24,72,30,42,10,3844,4,316,2852,9518
臺北市,士林區,德華里,78,24,38,1446,8,52,2,20,76,36,32,12,2666,4,188,2210,6892
臺北市,士林區,德行里,66,0,14,1154,0,26,4,8,60,16,30,2,2056,0,174,1894,5504
臺北市,士林區,忠誠里,52,20,32,1296,0,52,2,12,46,10,14,2,1856,2,150,3136,6682
臺北市,士林區,承德里,60,6,30,1478,2,60,6,22,56,32,42,8,2478,12,222,2432,6946
臺北市,士林區,新安里,66,40,52,1780,10,80,10,28,96,26,36,10,2880,26,162,3656,8958
臺北市,士林區,明勝里,46,8,18,1348,2,58,6,10,56,24,22,6,2294,6,148,1908,5960
臺北市,士林區,東山里,48,12,56,1242,6,30,4,6,42,24,24,4,1812,4,192,2742,6248
臺北市,士林區,永倫里,72,10,40,1848,8,232,10,20,74,26,48,16,3886,6,242,2142,8680
臺北市,士林區,永福里,12,0,6,240,0,10,0,6,4,8,16,2,780,2,30,452,1568
臺北市,士林區,溪山里,18,4,4,314,2,38,2,4,34,10,20,4,838,4,38,542,1876
臺北市,士林區,百齡里,62,26,38,1962,4,80,4,18,48,24,36,12,3312,2,196,2434,8258
臺北市,士林區,社園里,60,16,22,2090,4,302,8,32,66,14,38,10,3790,8,230,1996,8686
臺北市,士林區,社子里,54,10,18,1716,6,270,4,16,52,18,34,2,3428,0,172,2026,7826
臺北市,士林區,社新里,68,12,26,2440,6,258,8,44,66,26,42,22,4726,10,234,2910,10898
臺北市,士林區,福中里,74,8,22,1830,2,92,4,14,56,24,56,6,3350,8,216,2410,8172
臺北市,士林區,福佳里,96,16,38,2036,4,82,2,28,60,32,40,4,3632,4,258,3158,9490
臺北市,士林區,福安里,28,20,14,1128,2,154,4,14,52,12,36,6,3468,6,266,922,6132
臺北市,士林區,福德里,36,8,30,1220,2,50,4,22,42,16,26,8,1930,6,140,2028,5568
臺北市,士林區,福志里,86,20,46,1786,8,62,2,14,50,30,52,8,3280,2,258,3674,9378
臺北市,士林區,福林里,22,12,8,750,0,32,2,12,32,18,32,6,1284,4,128,1362,3704
臺北市,士林區,福華里,54,22,18,1682,2,68,4,10,56,36,24,12,2874,4,172,2378,7416
臺北市,士林區,福順里,44,16,10,1400,2,96,10,16,48,18,38,6,2890,6,156,1792,6548
臺北市,士林區,義信里,36,10,16,790,4,82,2,10,24,12,12,4,1360,2,106,1360,3830
臺北市,士林區,翠山里,26,14,50,594,8,22,0,6,26,6,34,2,774,2,90,1748,3402
臺北市,士林區,聖山里,70,8,32,1222,2,54,0,12,50,20,40,4,2042,4,196,2596,6352
臺北市,士林區,臨溪里,30,6,24,536,0,16,0,14,32,10,14,6,1214,10,112,1334,3358
臺北市,士林區,舊佳里,68,18,28,1490,0,38,0,12,64,6,46,8,2836,2,180,2520,7316
臺北市,士林區,芝山里,74,26,50,1950,2,56,0,16,88,18,46,10,3302,14,278,3464,9394
臺北市,士林區,菁山里,14,6,2,386,0,14,0,12,18,8,18,4,750,0,34,616,1882
臺北市,士林區,葫東里,50,8,12,1170,2,54,2,6,52,12,36,4,2066,8,130,1388,5000
臺北市,士林區,葫蘆里,78,18,20,1932,0,150,6,18,76,18,30,6,3536,2,264,2896,9050
臺北市,士林區,蘭興里,86,26,22,1530,2,52,2,12,58,12,54,12,3058,2,216,2776,7920
臺北市,士林區,蘭雅里,148,20,56,2228,4,64,4,20,120,18,62,4,3862,6,288,3772,10676
