行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,竹林里,102,50,36,250,76,854,1368,32,1400,0,1400,802,2202,63.58
,三和里,120,84,44,400,68,642,1358,54,1412,0,1412,350,1762,80.14
,坔頭港里,294,192,58,592,116,864,2116,146,2262,0,2262,518,2780,81.37
,總計,3236,1388,1132,7962,1724,13110,28552,994,29546,0,29546,13558,43104,68.55
白河區,,2742,1742,1124,9430,1410,14260,30708,1216,31924,0,31924,16498,48422,65.93
,白河里,238,92,94,798,134,990,2346,66,2412,0,2412,924,3336,72.3
,永安里,410,200,134,1144,254,1588,3730,90,3820,0,3820,1824,5644,67.68
,外角里,112,120,58,484,86,702,1562,54,1616,0,1616,1132,2748,58.81
,庄內里,194,110,52,564,122,890,1932,72,2004,0,2004,1158,3162,63.38
,秀祐里,136,78,46,388,72,514,1234,36,1270,0,1270,482,1752,72.49
,河東里,102,90,42,476,72,660,1442,56,1498,0,1498,1116,2614,57.31
,虎山里,46,22,12,172,20,292,564,14,578,0,578,318,896,64.51
,大林里,62,54,18,186,38,448,806,42,848,0,848,330,1178,71.99
,崁頭里,52,32,10,122,22,158,396,30,426,0,426,296,722,59.0
,六溪里,66,60,20,218,4,368,736,34,770,0,770,212,982,78.41
,仙草里,110,108,66,460,48,678,1470,78,1548,0,1548,1010,2558,60.52
,關嶺里,64,54,20,344,36,506,1024,36,1060,0,1060,936,1996,53.11
,大竹里,144,48,114,510,74,708,1598,46,1644,0,1644,1162,2806,58.59
,竹門里,82,64,34,384,36,420,1020,48,1068,0,1068,666,1734,61.59
,崎內里,48,44,40,350,16,308,806,32,838,0,838,600,1438,58.28
,昇安里,210,102,48,548,72,792,1772,106,1878,0,1878,720,2598,72.29
,汴頭里,68,46,22,238,28,496,898,24,922,0,922,484,1406,65.58
,內角里,66,62,32,248,18,574,1000,48,1048,0,1048,298,1346,77.86
,詔豐里,222,156,92,676,124,1380,2650,98,2748,0,2748,1150,3898,70.5
,廣蓮里,144,120,106,516,70,964,1920,96,2016,0,2016,870,2886,69.85
,馬稠後里,166,80,64,604,64,824,1802,110,1912,0,1912,810,2722,70.24
,總計,2742,1742,1124,9430,1410,14260,30708,1216,31924,0,31924,16498,48422,65.93
柳營區,,3156,1020,1012,7260,1554,10424,24426,888,25314,0,25314,11222,36536,69.29
,士林里,328,104,76,638,180,918,2244,58,2302,0,2302,1196,3498,65.81
,光福里,236,54,72,694,118,834,2008,76,2084,0,2084,966,3050,68.33
,中埕里,176,90,72,428,104,542,1412,40,1452,0,1452,706,2158,67.28
,東昇里,450,150,130,1140,220,1362,3452,124,3576,0,3576,1740,5316,67.27
,八翁里,270,58,46,540,118,718,1750,54,1804,0,1804,906,2710,66.57
,人和里,112,14,54,318,58,344,900,34,934,0,934,506,1440,64.86
,太康里,190,72,74,548,86,786,1756,48,1804,0,1804,1070,2874,62.77
,重溪里,344,110,100,742,142,1060,2498,114,2612,0,2612,874,3486,74.93
,篤農里,272,56,72,514,116,814,1844,66,1910,0,1910,622,2532,75.43
,大農里,94,20,54,202,42,402,814,26,840,0,840,440,1280,65.62
,神農里,222,96,94,448,134,926,1920,92,2012,0,2012,738,2750,73.16
,果毅里,148,90,92,394,86,790,1600,54,1654,0,1654,710,2364,69.97
,旭山里,314,106,76,654,150,928,2228,102,2330,0,2330,748,3078,75.7
,總計,3156,1020,1012,7260,1554,10424,24426,888,25314,0,25314,11222,36536,69.29
後壁區,,2916,1704,1104,7880,1324,12690,27618,1000,28618,0,28618,11946,40564,70.55
,後壁里,200,146,124,782,116,792,2160,66,2226,0,2226,970,3196,69.65
,侯伯里,184,96,76,472,72,784,1684,54,1738,0,1738,824,2562,67.84
,嘉苳里,244,108,52,530,94,740,1768,74,1842,0,1842,612,2454,75.06
,土溝里,118,104,90,432,82,920,1746,70,1816,0,1816,742,2558,70.99
,竹新里,224,82,64,370,88,1144,1972,64,2036,0,2036,682,2718,74.91
,新東里,222,110,120,626,150,864,2092,94,2186,0,2186,1044,3230,67.68
,頂安里,202,54,70,570,84,700,1680,34,1714,0,1714,736,2450,69.96
,長安里,144,60,72,512,76,598,1462,28,1490,0,1490,926,2416,61.67
,福安里,210,100,94,668,110,1028,2210,94,2304,0,2304,1218,3522,65.42
,菁寮里,218,128,48,578,114,910,1996,68,2064,0,2064,822,2886,71.52
,新嘉里,174,134,58,246,44,680,1336,50,1386,0,1386,580,1966,70.5
,長短樹里,274,132,76,870,98,1178,2628,130,2758,0,2758,1140,3898,70.75
,上茄苳里,298,348,106,700,120,1572,3144,86,3230,0,3230,1122,4352,74.22
,菁豐里,204,102,54,524,76,780,1740,88,1828,0,1828,528,2356,77.59
,總計,2916,1704,1104,7880,1324,12690,27618,1000,28618,0,28618,11946,40564,70.55
東山區,,2222,1130,990,7484,948,9254,22028,920,22948,0,22948,13000,35948,63.84
,東山里,146,86,44,600,72,574,1522,38,1560,0,1560,1168,2728,57.18
,東中里,276,108,150,900,176,1088,2698,94,2792,0,2792,2016,4808,58.07
,東正里,208,110,76,550,80,796,1820,66,1886,0,1886,940,2826,66.74
,三榮里,170,72,68,336,22,554,1222,58,1280,0,1280,530,1810,70.72
,大客里,136,86,78,492,38,562,1392,68,1460,0,1460,674,2134,68.42
,科里里,176,66,188,500,94,622,1646,112,1758,0,1758,670,2428,72.41
,東河里,128,70,52,268,72,510,1100,60,1160,0,1160,550,1710,67.84
,南溪里,54,14,8,134,12,190,412,14,426,0,426,404,830,51.33
,水雲里,38,18,34,112,18,284,504,30,534,0,534,240,774,68.99
,林安里,74,46,10,184,4,292,610,26,636,0,636,96,732,86.89
,東原里,198,70,56,1022,84,830,2260,66,2326,0,2326,1860,4186,55.57
,嶺南里,76,34,28,280,34,456,908,38,946,0,946,356,1302,72.66
,南勢里,122,74,42,506,52,554,1350,74,1424,0,1424,720,2144,66.42
,青山里,102,56,30,428,46,438,1100,40,1140,0,1140,936,2076,54.91
,高原里,100,108,32,550,28,528,1346,46,1392,0,1392,396,1788,77.85
,聖賢里,218,112,94,622,116,976,2138,90,2228,0,2228,1444,3672,60.68
,總計,2222,1130,990,7484,948,9254,22028,920,22948,0,22948,13000,35948,63.84
麻豆區,,4172,1882,2804,11260,4686,23432,48236,1306,49542,0,49542,24102,73644,67.27
,東角里,218,106,212,926,374,1254,3090,52,3142,0,3142,1858,5000,62.84
,晋江里,280,92,222,746,360,1406,3106,68,3174,0,3174,1712,4886,64.96
,巷口里,188,90,142,726,306,1180,2632,58,2690,0,2690,1444,4134,65.07
,中興里,158,140,148,676,200,938,2260,42,2302,0,2302,1516,3818,60.29
,興農里,140,62,120,442,242,952,1958,68,2026,0,2026,894,2920,69.38
,油車里,278,148,234,908,384,1884,3836,72,3908,0,3908,2954,6862,56.95
,北勢里,130,52,146,244,96,772,1440,54,1494,0,1494,668,2162,69.1
,大埕里,288,132,220,888,386,1484,3398,80,3478,0,3478,1974,5452,63.79
,南勢里,186,158,130,868,240,1132,2714,82,2796,0,2796,1722,4518,61.89
,寮廍里,210,56,98,428,160,1250,2202,58,2260,0,2260,952,3212,70.36
,埤頭里,250,84,116,506,262,1478,2696,102,2798,0,2798,1686,4484,62.4
,海埔里,320,92,164,570,242,1498,2886,90,2976,0,2976,1120,4096,72.66
,港尾里,154,74,118,432,124,870,1772,50,1822,0,1822,626,2448,74.43
,麻口里,166,70,96,360,128,808,1628,54,1682,0,1682,470,2152,78.16
,安業里,212,94,112,332,158,1080,1988,62,2050,0,2050,566,2616,78.36
,安正里,148,50,62,224,114,610,1208,76,1284,0,1284,526,1810,70.94
,新興里,242,106,140,544,222,1048,2302,40,2342,0,2342,1254,3596,65.13
,謝厝寮里,178,78,146,462,218,1446,2528,74,2602,0,2602,668,3270,79.57
,井東里,214,122,96,518,276,1350,2576,74,2650,0,2650,788,3438,77.08
,清水里,212,76,82,460,194,992,2016,50,2066,0,2066,704,2770,74.58
,總計,4172,1882,2804,11260,4686,23432,48236,1306,49542,0,49542,24102,73644,67.27
下營區,,2898,984,1328,7534,2062,10984,25790,800,26590,0,26590,14282,40872,65.06
,下營里,166,66,116,668,144,666,1826,42,1868,0,1868,1178,3046,61.33
,仁里里,274,72,94,674,202,866,2182,64,2246,0,2246,1656,3902,57.56
,宅內里,234,46,60,706,154,650,1850,56,1906,0,1906,1264,3170,60.13
,後街里,270,70,116,716,142,738,2052,74,2126,0,2126,934,3060,69.48
,新興里,392,82,120,806,218,854,2472,68,2540,0,2540,1232,3772,67.34
,營前里,276,106,142,944,240,1000,2708,84,2792,0,2792,1324,4116,67.83
,開化里,206,96,110,592,178,1184,2366,72,2438,0,2438,1280,3718,65.57
,西連里,106,40,92,268,106,664,1276,44,1320,0,1320,416,1736,76.04
,賀建里,166,92,80,344,94,722,1498,56,1554,0,1554,970,2524,61.57
,茅營里,298,124,152,682,220,1392,2868,78,2946,0,2946,1462,4408,66.83
,大吉里,224,42,60,520,148,768,1762,60,1822,0,1822,1208,3030,60.13
,紅甲里,286,148,186,614,216,1480,2930,102,3032,0,3032,1358,4390,69.07
,總計,2898,984,1328,7534,2062,10984,25790,800,26590,0,26590,14282,40872,65.06
六甲區,,2762,1266,1348,6520,2044,10618,24558,916,25474,0,25474,11636,37110,68.64
,六甲里,438,180,250,1002,350,1588,3808,134,3942,0,3942,1694,5636,69.94
,甲東里,386,180,230,822,314,1458,3390,164,3554,0,3554,1686,5240,67.82
,甲南里,136,110,110,432,210,704,1702,34,1736,0,1736,886,2622,66.21
,七甲里,264,136,128,508,138,1056,2230,94,2324,0,2324,1430,3754,61.91
,二甲里,474,190,234,1168,336,1790,4192,124,4316,0,4316,2154,6470,66.71
,水林里,306,98,142,644,212,1164,2566,96,2662,0,2662,1462,4124,64.55
,中社里,242,104,106,592,156,870,2070,58,2128,0,2128,978,3106,68.51
,龜港里,220,94,50,514,122,652,1652,78,1730,0,1730,558,2288,75.61
,菁埔里,92,24,22,286,72,388,884,44,928,0,928,246,1174,79.05
,王爺里,126,78,38,250,76,544,1112,62,1174,0,1174,296,1470,79.86
,大丘里,78,72,38,302,58,404,952,28,980,0,980,246,1226,79.93
,總計,2762,1266,1348,6520,2044,10618,24558,916,25474,0,25474,11636,37110,68.64
官田區,,2530,1130,1356,6214,2050,11028,24308,684,24992,0,24992,11296,36288,68.87
,官田里,226,130,126,746,206,994,2428,62,2490,0,2490,1516,4006,62.16
,二鎮里,544,176,242,760,416,2104,4242,122,4364,0,4364,1608,5972,73.07
,大崎里,46,16,26,144,30,194,456,24,480,0,480,304,784,61.22
,隆田里,236,104,104,864,190,964,2462,80,2542,0,2542,1248,3790,67.07
,隆本里,402,168,184,1566,378,1512,4210,94,4304,0,4304,2234,6538,65.83
,南廍里,222,76,92,372,138,762,1662,32,1694,0,1694,632,2326,72.83
,社子里,166,48,66,228,80,690,1278,46,1324,0,1324,356,1680,78.81
,烏山頭里,130,52,54,342,130,784,1492,48,1540,0,1540,886,2426,63.48
,渡拔里,326,202,228,956,314,1424,3450,104,3554,0,3554,1490,5044,70.46
,東西庄里,232,158,234,236,168,1600,2628,72,2700,0,2700,1022,3722,72.54
,總計,2530,1130,1356,6214,2050,11028,24308,684,24992,0,24992,11296,36288,68.87
大內區,,1346,590,794,3374,962,4542,11608,424,12032,0,12032,4826,16858,71.37
,石湖里,96,36,46,320,110,506,1114,60,1174,0,1174,818,1992,58.94
,石林里,80,34,62,160,74,444,854,36,890,0,890,354,1244,71.54
,石城里,188,74,96,418,166,686,1628,64,1692,0,1692,1158,2850,59.37
,內江里,146,50,62,430,118,454,1260,44,1304,0,1304,492,1796,72.61
,大內里,130,52,90,364,104,372,1112,40,1152,0,1152,378,1530,75.29
,內郭里,142,52,102,278,108,330,1012,30,1042,0,1042,198,1240,84.03
,頭社里,136,88,110,390,108,600,1432,46,1478,0,1478,468,1946,75.95
,環湖里,130,50,74,390,52,444,1140,32,1172,0,1172,308,1480,79.19
,二溪里,188,94,84,424,74,472,1336,48,1384,0,1384,262,1646,84.08
,曲溪里,110,60,68,200,48,234,720,24,744,0,744,390,1134,65.61
,總計,1346,590,794,3374,962,4542,11608,424,12032,0,12032,4826,16858,71.37
佳里區,,6010,2410,4002,18356,6732,25566,63076,1434,64510,0,64510,33406,97916,65.88
,東寧里,188,160,224,984,286,1216,3058,68,3126,0,3126,1242,4368,71.57
,忠仁里,316,198,256,964,348,1372,3454,78,3532,0,3532,2000,5532,63.85
,鎮山里,692,182,372,2024,878,2788,6936,162,7098,0,7098,3824,10922,64.99
,建南里,406,162,354,1510,552,1900,4884,90,4974,0,4974,3200,8174,60.85
,安西里,664,210,468,2302,790,2678,7112,144,7256,0,7256,4140,11396,63.67
,六安里,422,210,294,1604,560,1700,4790,88,4878,0,4878,3008,7886,61.86
,佳化里,366,126,174,714,272,1190,2842,58,2900,0,2900,1246,4146,69.95
,海澄里,262,110,108,852,262,1206,2800,92,2892,0,2892,1394,4286,67.48
,民安里,226,86,122,490,186,904,2014,72,2086,0,2086,858,2944,70.86
,子龍里,306,108,252,572,262,1322,2822,60,2882,0,2882,1800,4682,61.55
,營溪里,182,70,64,396,150,640,1502,52,1554,0,1554,544,2098,74.07
,文新里,516,246,370,1940,708,2102,5882,82,5964,0,5964,3854,9818,60.75
,佳興里,294,136,172,800,268,1428,3098,96,3194,0,3194,984,4178,76.45
,下營里,252,118,144,678,208,1248,2648,100,2748,0,2748,854,3602,76.29
,塭內里,392,130,282,868,314,1756,3742,84,3826,0,3826,1626,5452,70.18
,南勢里,526,158,346,1658,688,2116,5492,108,5600,0,5600,2832,8432,66.41
,總計,6010,2410,4002,18356,6732,25566,63076,1434,64510,0,64510,33406,97916,65.88
學甲區,,2456,1104,1140,7720,2214,13018,27652,768,28420,0,28420,15554,43974,64.63
,仁得里,360,158,194,1408,378,2138,4636,70,4706,0,4706,2792,7498,62.76
,新榮里,246,92,134,752,258,1274,2756,80,2836,0,2836,1494,4330,65.5
,光華里,98,88,58,268,92,682,1286,44,1330,0,1330,1074,2404,55.32
,宅港里,108,64,28,288,82,602,1172,48,1220,0,1220,380,1600,76.25
,慈福里,164,92,102,720,200,992,2270,48,2318,0,2318,1380,3698,62.68
,秀昌里,346,134,88,948,300,1502,3318,104,3422,0,3422,1262,4684,73.06
,明宜里,246,64,110,678,224,1156,2478,60,2538,0,2538,1234,3772,67.29
,豐和里,140,66,74,320,136,724,1460,62,1522,0,1522,878,2400,63.42
,平和里,148,34,74,252,76,716,1300,34,1334,0,1334,726,2060,64.76
,新達里,230,90,88,744,146,1086,2384,46,2430,0,2430,1708,4138,58.72
,大灣里,106,58,54,336,76,550,1180,44,1224,0,1224,698,1922,63.68
,三慶里,142,96,68,524,94,806,1730,70,1800,0,1800,890,2690,66.91
,中洲里,122,68,68,482,152,790,1682,58,1740,0,1740,1038,2778,62.63
,總計,2456,1104,1140,7720,2214,13018,27652,768,28420,0,28420,15554,43974,64.63
西港區,,2774,1030,1444,7186,3072,12082,27588,998,28586,0,28586,13354,41940,68.16
,西港里,364,142,202,1124,446,1760,4038,88,4126,0,4126,1996,6122,67.4
,南海里,278,110,176,610,340,1306,2820,138,2958,0,2958,1694,4652,63.59
,港東里,214,66,74,568,236,764,1922,94,2016,0,2016,1090,3106,64.91
,檨林里,230,100,76,514,250,1052,2222,120,2342,0,2342,796,3138,74.63
,後營里,158,68,66,396,242,872,1802,84,1886,0,1886,924,2810,67.12
,營西里,196,46,140,496,198,788,1864,72,1936,0,1936,948,2884,67.13
,金砂里,116,48,90,294,116,592,1256,48,1304,0,1304,192,1496,87.17
,劉厝里,174,68,146,470,160,758,1776,52,1828,0,1828,710,2538,72.03
,竹林里,216,96,110,500,218,930,2070,76,2146,0,2146,560,2706,79.31
,永樂里,208,90,76,400,146,848,1768,60,1828,0,1828,806,2634,69.4
,新復里,86,22,34,326,108,490,1066,32,1098,0,1098,466,1564,70.2
,慶安里,534,174,254,1488,612,1922,4984,134,5118,0,5118,3172,8290,61.74
,總計,2774,1030,1444,7186,3072,12082,27588,998,28586,0,28586,13354,41940,68.16
七股區,,2694,1390,1920,6502,2288,11340,26134,880,27014,0,27014,11934,38948,69.36
,後港里,136,244,84,300,116,810,1690,60,1750,0,1750,294,2044,85.62
,大潭里,90,36,62,208,64,472,932,42,974,0,974,334,1308,74.46
,篤加里,92,56,70,264,78,382,942,34,976,0,976,656,1632,59.8
,頂山里,142,64,98,272,70,568,1214,50,1264,0,1264,320,1584,79.8
,西寮里,50,6,154,152,22,244,628,26,654,0,654,298,952,68.7
,塩埕里,80,30,30,168,38,360,706,14,720,0,720,154,874,82.38
,龍山里,182,124,132,396,142,1090,2066,74,2140,0,2140,1016,3156,67.81
,溪南里,62,16,20,188,68,198,552,30,582,0,582,112,694,83.86
,七股里,154,50,88,234,134,660,1320,36,1356,0,1356,410,1766,76.78
,玉成里,78,40,74,250,58,406,906,28,934,0,934,586,1520,61.45
,大埕里,324,102,240,802,312,1448,3228,98,3326,0,3326,1700,5026,66.18
,樹林里,266,90,124,506,282,972,2240,80,2320,0,2320,1356,3676,63.11
,中寮里,46,28,32,224,50,320,700,16,716,0,716,622,1338,53.51
,竹橋里,196,140,80,446,146,874,1882,48,1930,0,1930,542,2472,78.07
,義合里,306,114,266,656,296,1050,2688,102,2790,0,2790,854,3644,76.56
,永吉里,140,60,86,358,120,444,1208,40,1248,0,1248,680,1928,64.73
,三股里,152,110,126,554,148,552,1642,64,1706,0,1706,960,2666,63.99
,十份里,198,80,154,524,144,490,1590,38,1628,0,1628,1040,2668,61.02
,總計,2694,1390,1920,6502,2288,11340,26134,880,27014,0,27014,11934,38948,69.36
將軍區,,2230,914,1746,6218,1824,10876,23808,816,24624,0,24624,10090,34714,70.93
,長榮里,142,72,88,484,144,640,1570,66,1636,0,1636,532,2168,75.46
,玉山里,94,42,82,234,88,636,1176,46,1222,0,1222,448,1670,73.17
,廣山里,100,22,54,302,52,378,908,50,958,0,958,308,1266,75.67
,長沙里,176,46,80,360,74,692,1428,62,1490,0,1490,1158,2648,56.27
,平沙里,194,54,138,406,104,748,1644,62,1706,0,1706,582,2288,74.56
,鯤鯓里,202,120,170,622,174,1292,2580,82,2662,0,2662,1048,3710,71.75
,鯤溟里,86,54,116,266,84,640,1246,42,1288,0,1288,624,1912,67.36
,巷埔里,150,78,188,298,100,642,1456,38,1494,0,1494,916,2410,61.99
,西甲里,304,112,228,1016,284,1414,3358,108,3466,0,3466,1206,4672,74.19
,忠嘉里,284,106,216,954,330,1528,3418,116,3534,0,3534,1310,4844,72.96
,苓仔寮里,278,116,140,680,258,1328,2800,82,2882,0,2882,1088,3970,72.59
,將軍里,220,92,246,596,132,938,2224,62,2286,0,2286,870,3156,72.43
,總計,2230,914,1746,6218,1824,10876,23808,816,24624,0,24624,10090,34714,70.93
北門區,,1304,678,790,3754,896,5514,12936,450,13386,0,13386,6000,19386,69.05
,保吉里,250,86,94,522,132,618,1702,64,1766,0,1766,874,2640,66.89
,雙春里,40,52,10,178,34,248,562,8,570,0,570,366,936,60.9
,北門里,104,42,54,452,74,488,1214,42,1256,0,1256,366,1622,77.44
,錦湖里,96,64,54,358,54,630,1256,48,1304,0,1304,562,1866,69.88
,三光里,112,66,80,342,122,630,1352,48,1400,0,1400,914,2314,60.5
,玉港里,82,56,100,298,66,488,1090,52,1142,0,1142,314,1456,78.43
,慈安里,126,66,60,328,120,480,1180,46,1226,0,1226,212,1438,85.26
,永隆里,102,66,132,442,70,408,1220,44,1264,0,1264,476,1740,72.64
,蚵寮里,208,72,110,426,148,694,1658,52,1710,0,1710,1196,2906,58.84
,文山里,184,108,96,408,76,830,1702,46,1748,0,1748,720,2468,70.83
,總計,1304,678,790,3754,896,5514,12936,450,13386,0,13386,6000,19386,69.05
新化區,,4446,1822,2204,15182,5644,18308,47606,1208,48814,0,48814,23440,72254,67.56
,武安里,326,126,302,1494,518,1506,4272,104,4376,0,4376,1762,6138,71.29
,東榮里,440,166,198,1752,520,1864,4940,106,5046,0,5046,2620,7666,65.82
,護國里,248,80,168,1172,402,1094,3164,52,3216,0,3216,2148,5364,59.96
,太平里,448,204,308,1740,682,2002,5384,112,5496,0,5496,2988,8484,64.78
,協興里,364,142,234,1448,480,1624,4292,78,4370,0,4370,1972,6342,68.91
,唪口里,218,116,150,746,268,1106,2604,30,2634,0,2634,1528,4162,63.29
,北勢里,154,118,80,532,248,728,1860,42,1902,0,1902,908,2810,67.69
,豐榮里,418,150,164,1410,570,1390,4102,102,4204,0,4204,2006,6210,67.7
,全興里,372,146,142,1190,532,1296,3678,84,3762,0,3762,1604,5366,70.11
,崙頂里,268,98,82,592,336,1032,2408,88,2496,0,2496,1360,3856,64.73
,知義里,310,146,116,910,266,1160,2908,86,2994,0,2994,1352,4346,68.89
,山脚里,170,72,92,508,216,602,1660,68,1728,0,1728,1026,2754,62.75
,大坑里,60,14,22,134,44,352,626,16,642,0,642,252,894,71.81
,𦰡拔里,344,110,80,922,288,1174,2918,116,3034,0,3034,1104,4138,73.32
,羊林里,174,56,38,352,166,594,1380,44,1424,0,1424,334,1758,81.0
,礁坑里,132,78,28,280,108,784,1410,80,1490,0,1490,476,1966,75.79
,總計,4446,1822,2204,15182,5644,18308,47606,1208,48814,0,48814,23440,72254,67.56
善化區,,4002,2198,3166,13896,5756,18870,47888,1192,49080,0,49080,28366,77446,63.37
,東關里,90,38,86,416,180,414,1224,16,1240,0,1240,968,2208,56.16
,坐駕里,284,170,268,1508,556,1428,4214,78,4292,0,4292,3290,7582,56.61
,光文里,464,284,368,2160,768,2214,6258,132,6390,0,6390,3856,10246,62.37
,文昌里,244,158,192,1094,360,1138,3186,36,3222,0,3222,2002,5224,61.68
,南關里,214,116,170,588,290,952,2330,36,2366,0,2366,1096,3462,68.34
,文正里,162,108,136,506,250,704,1866,40,1906,0,1906,1150,3056,62.37
,胡家里,156,56,136,298,152,940,1738,76,1814,0,1814,600,2414,75.14
,胡厝里,194,76,148,494,206,812,1930,66,1996,0,1996,1398,3394,58.81
,什乃里,152,68,106,410,172,702,1610,46,1656,0,1656,742,2398,69.06
,溪美里,146,94,140,708,254,832,2174,68,2242,0,2242,1464,3706,60.5
,六分里,80,38,80,248,92,500,1038,12,1050,0,1050,358,1408,74.57
,六德里,154,50,94,354,148,670,1470,50,1520,0,1520,548,2068,73.5
,田寮里,204,80,132,540,216,1170,2342,74,2416,0,2416,912,3328,72.6
,牛庄里,134,72,128,520,202,912,1968,68,2036,0,2036,1022,3058,66.58
,嘉北里,206,88,134,422,188,758,1796,54,1850,0,1850,1126,2976,62.16
,嘉南里,132,64,146,330,136,660,1468,66,1534,0,1534,618,2152,71.28
,小新里,376,236,322,1612,620,1708,4874,138,5012,0,5012,3208,8220,60.97
,頂街里,170,64,128,448,188,500,1498,52,1550,0,1550,708,2258,68.64
,昌隆里,230,168,128,564,220,1102,2412,54,2466,0,2466,1386,3852,64.02
,蓮潭里,210,170,124,676,558,754,2492,30,2522,0,2522,1914,4436,56.85
,總計,4002,2198,3166,13896,5756,18870,47888,1192,49080,0,49080,28366,77446,63.37
新市區,,3210,1524,4024,10068,4680,14054,37560,748,38308,0,38308,20484,58792,65.16
,新市里,230,116,442,1036,402,1126,3352,62,3414,0,3414,2284,5698,59.92
,新和里,528,242,694,2202,928,2498,7092,102,7194,0,7194,4612,11806,60.94
,社內里,334,144,322,628,394,1316,3138,72,3210,0,3210,1638,4848,66.21
,大洲里,50,36,100,200,100,392,878,16,894,0,894,448,1342,66.62
,豐華里,124,58,182,286,124,472,1246,24,1270,0,1270,496,1766,71.91
,三舍里,150,76,138,480,238,658,1740,38,1778,0,1778,1148,2926,60.77
,大營里,384,144,296,1140,400,1438,3802,72,3874,0,3874,2390,6264,61.85
,大社里,428,238,542,1268,790,2352,5618,144,5762,0,5762,2820,8582,67.14
,潭頂里,250,96,290,630,310,1010,2586,68,2654,0,2654,802,3456,76.79
,港墘里,360,154,770,1058,502,1360,4204,68,4272,0,4272,2300,6572,65.0
,永就里,372,220,248,1140,492,1432,3904,82,3986,0,3986,1546,5532,72.05
,總計,3210,1524,4024,10068,4680,14054,37560,748,38308,0,38308,20484,58792,65.16
安定區,,3152,1410,1798,9504,3994,13286,33144,1140,34284,0,34284,16352,50636,67.71
,蘇林里,348,98,200,874,338,1284,3142,108,3250,0,3250,934,4184,77.68
