行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,顯宮里,188,54,68,634,252,618,1814,46,1860,0,1860,962,2822,65.91
,鹿耳里,188,52,46,530,146,466,1428,46,1474,0,1474,286,1760,83.75
,四草里,242,76,146,802,264,1014,2544,88,2632,0,2632,970,3602,73.07
,安和里,242,76,136,728,358,1046,2586,62,2648,0,2648,1494,4142,63.93
,溪北里,266,144,168,1036,532,1294,3440,86,3526,0,3526,1874,5400,65.3
,溪頂里,420,188,202,1614,722,2106,5252,128,5380,0,5380,3178,8558,62.87
,溪墘里,392,120,240,1102,566,1718,4138,100,4238,0,4238,1828,6066,69.86
,海佃里,488,162,320,1430,696,2196,5292,130,5422,0,5422,2906,8328,65.11
,幸福里,400,150,218,1144,514,1848,4274,112,4386,0,4386,2716,7102,61.76
,鳳凰里,450,198,228,1486,664,1916,4942,80,5022,0,5022,3580,8602,58.38
,梅花里,436,202,252,1340,570,1606,4406,88,4494,0,4494,3354,7848,57.26
,理想里,392,174,190,1470,664,2190,5080,100,5180,0,5180,3734,8914,58.11
,溪東里,396,152,202,1348,628,1616,4342,70,4412,0,4412,2958,7370,59.86
,淵中里,328,194,160,1144,538,1500,3864,100,3964,0,3964,2434,6398,61.96
,布袋里,180,74,76,650,250,722,1952,54,2006,0,2006,968,2974,67.45
,國安里,214,112,108,768,386,1162,2750,56,2806,0,2806,1506,4312,65.07
,安富里,600,240,292,1802,850,2724,6508,118,6626,0,6626,3910,10536,62.89
,大安里,472,180,176,1320,534,1690,4372,112,4484,0,4484,2586,7070,63.42
,總計,18450,7310,9614,55730,26714,73508,191326,4930,196256,0,196256,113108,309364,63.44
安平區,,4958,2176,2068,22112,8150,20552,60016,1112,61128,0,61128,45704,106832,57.22
,金城里,198,72,46,896,256,672,2140,64,2204,0,2204,1700,3904,56.45
,漁光里,42,14,18,160,50,274,558,14,572,0,572,290,862,66.36
,建平里,366,194,206,1932,694,1750,5142,86,5228,0,5228,4308,9536,54.82
,怡平里,340,152,164,1542,664,1444,4306,62,4368,0,4368,3680,8048,54.27
,華平里,482,210,186,2098,716,1802,5494,68,5562,0,5562,3688,9250,60.13
,平通里,622,306,252,2498,1016,2512,7206,98,7304,0,7304,6240,13544,53.93
,文平里,386,176,236,2078,806,1894,5576,112,5688,0,5688,3948,9636,59.03
,國平里,536,244,216,2850,1112,2244,7202,120,7322,0,7322,5838,13160,55.64
,育平里,622,318,262,3158,1068,2446,7874,130,8004,0,8004,6612,14616,54.76
,億載里,306,128,100,1228,430,1126,3318,66,3384,0,3384,2076,5460,61.98
,平安里,308,134,162,1228,472,1438,3742,54,3796,0,3796,2836,6632,57.24
,天妃里,386,130,104,1284,486,1720,4110,130,4240,0,4240,2454,6694,63.34
,王城里,364,98,116,1160,380,1230,3348,108,3456,0,3456,2034,5490,62.95
,總計,4958,2176,2068,22112,8150,20552,60016,1112,61128,0,61128,45704,106832,57.22
中西區,,5104,3112,3718,27670,9808,29692,79104,1644,80748,0,80748,46344,127092,63.54
,赤嵌里,258,224,184,1512,586,1880,4644,96,4740,0,4740,2808,7548,62.8
,郡王里,164,148,218,1376,542,1184,3632,74,3706,0,3706,2202,5908,62.73
,法華里,138,106,132,1264,434,850,2924,58,2982,0,2982,2058,5040,59.17
,開山里,184,144,144,884,380,1138,2874,48,2922,0,2922,2036,4958,58.94
,永華里,172,108,156,1110,388,1272,3206,88,3294,0,3294,1630,4924,66.9
,藥王里,298,148,186,1198,498,1958,4286,124,4410,0,4410,2320,6730,65.53
,光賢里,394,138,244,1440,566,1828,4610,94,4704,0,4704,2144,6848,68.69
,大涼里,200,120,112,1200,424,1064,3120,50,3170,0,3170,1704,4874,65.04
,西湖里,452,292,304,2474,874,2250,6646,132,6778,0,6778,3626,10404,65.15
,西賢里,370,242,274,2118,804,1884,5692,100,5792,0,5792,3656,9448,61.3
,城隍里,206,244,230,1446,494,1686,4306,86,4392,0,4392,2584,6976,62.96
,南美里,262,144,196,1494,418,1776,4290,96,4386,0,4386,2074,6460,67.89
,南門里,176,128,122,1460,398,1044,3328,66,3394,0,3394,1626,5020,67.61
,小西門里,230,124,162,1380,480,1298,3674,70,3744,0,3744,2412,6156,60.82
,五條港里,162,94,116,896,316,1076,2660,62,2722,0,2722,1406,4128,65.94
,兌悅里,344,200,272,1392,536,1782,4526,84,4610,0,4610,3150,7760,59.41
,淺草里,202,122,118,1066,324,1066,2898,60,2958,0,2958,1948,4906,60.29
,府前里,190,82,118,866,320,1024,2600,66,2666,0,2666,1298,3964,67.26
,南廠里,366,154,272,1468,478,2042,4780,112,4892,0,4892,3044,7936,61.64
,西和里,336,150,158,1626,548,1590,4408,78,4486,0,4486,2618,7104,63.15
,總計,5104,3112,3718,27670,9808,29692,79104,1644,80748,0,80748,46344,127092,63.54
