行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,二崁村,8,36,104,148,2,150,0,150,162,312,48.08
,池東村,82,178,332,592,20,612,0,612,600,1212,50.5
,池西村,30,38,120,188,10,198,0,198,222,420,47.14
,赤馬村,56,58,352,466,6,472,0,472,642,1114,42.37
,內垵村,144,202,792,1138,18,1156,0,1156,1288,2444,47.3
,外垵村,500,666,608,1774,28,1802,0,1802,2132,3934,45.81
,總計,1216,1800,3750,6766,138,6904,0,6904,7384,14288,48.32
望安鄉,,578,534,1282,2394,40,2434,0,2434,6300,8734,27.87
,東安村,126,126,224,476,10,486,0,486,804,1290,37.67
,西安村,64,128,106,298,0,298,0,298,516,814,36.61
,中社村,40,38,86,164,4,168,0,168,418,586,28.67
,水垵村,60,70,162,292,2,294,0,294,540,834,35.25
,將軍村,136,104,568,808,16,824,0,824,1922,2746,30.01
,東坪村,22,10,48,80,0,80,0,80,826,906,8.83
,西坪村,4,20,38,62,0,62,0,62,396,458,13.54
,東吉村,20,6,34,60,0,60,0,60,488,548,10.95
,花嶼村,106,32,16,154,8,162,0,162,390,552,29.35
,總計,578,534,1282,2394,40,2434,0,2434,6300,8734,27.87
七美鄉,,970,382,602,1954,46,2000,0,2000,4296,6296,31.77
,東湖村,64,22,46,132,4,136,0,136,340,476,28.57
,西湖村,168,80,96,344,8,352,0,352,724,1076,32.71
,中和村,166,84,98,348,12,360,0,360,816,1176,30.61
,平和村,102,38,96,236,8,244,0,244,488,732,33.33
,海豐村,70,36,66,172,0,172,0,172,472,644,26.71
,南港村,400,122,200,722,14,736,0,736,1456,2192,33.58
,總計,970,382,602,1954,46,2000,0,2000,4296,6296,31.77
