行政區別,村里別,1_宋楚瑜/余湘,67_1_黨籍,2_韓國瑜/張善政,67_2_黨籍,3_蔡英文/賴清德,67_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
臺南市新營區,新南里,334,親民黨,2390,中國國民黨,4478,民主進步黨,7202,76,7278,0,7278,2226,9504,76.58
臺南市新營區,新東里,382,親民黨,3278,中國國民黨,5486,民主進步黨,9146,144,9290,0,9290,2600,11890,78.13
臺南市新營區,永平里,138,親民黨,1360,中國國民黨,2466,民主進步黨,3964,48,4012,0,4012,1350,5362,74.82
臺南市鹽水區,水秀里,58,親民黨,624,中國國民黨,1532,民主進步黨,2214,22,2236,0,2236,752,2988,74.83
臺南市鹽水區,橋南里,178,親民黨,1494,中國國民黨,3582,民主進步黨,5254,80,5334,0,5334,1986,7320,72.87
臺南市鹽水區,汫水里,18,親民黨,196,中國國民黨,996,民主進步黨,1210,10,1220,0,1220,566,1786,68.31
臺南市鹽水區,岸內里,166,親民黨,1512,中國國民黨,3614,民主進步黨,5292,46,5338,0,5338,1880,7218,73.95
臺南市鹽水區,歡雅里,72,親民黨,516,中國國民黨,1664,民主進步黨,2252,26,2278,0,2278,928,3206,71.05
臺南市鹽水區,津城里,68,親民黨,578,中國國民黨,1412,民主進步黨,2058,36,2094,0,2094,746,2840,73.73
臺南市鹽水區,月港里,62,親民黨,828,中國國民黨,1480,民主進步黨,2370,18,2388,0,2388,764,3152,75.76
臺南市鹽水區,三明里,32,親民黨,370,中國國民黨,1714,民主進步黨,2116,30,2146,0,2146,846,2992,71.72
臺南市鹽水區,義中里,54,親民黨,500,中國國民黨,1610,民主進步黨,2164,36,2200,0,2200,890,3090,71.2
臺南市鹽水區,文昌里,44,親民黨,308,中國國民黨,954,民主進步黨,1306,4,1310,0,1310,666,1976,66.3
臺南市鹽水區,竹林里,28,親民黨,310,中國國民黨,1232,民主進步黨,1570,18,1588,0,1588,592,2180,72.84
臺南市鹽水區,三和里,26,親民黨,326,中國國民黨,930,民主進步黨,1282,10,1292,0,1292,456,1748,73.91
臺南市鹽水區,坔頭港里,48,親民黨,480,中國國民黨,1478,民主進步黨,2006,34,2040,0,2040,706,2746,74.29
臺南市白河區,白河里,72,親民黨,722,中國國民黨,1620,民主進步黨,2414,34,2448,0,2448,864,3312,73.91
臺南市白河區,永安里,114,親民黨,1208,中國國民黨,2990,民主進步黨,4312,50,4362,0,4362,1408,5770,75.6
臺南市白河區,外角里,50,親民黨,478,中國國民黨,1364,民主進步黨,1892,26,1918,0,1918,754,2672,71.78
臺南市白河區,庄內里,78,親民黨,574,中國國民黨,1682,民主進步黨,2334,24,2358,0,2358,802,3160,74.62
臺南市白河區,秀祐里,50,親民黨,316,中國國民黨,874,民主進步黨,1240,10,1250,0,1250,460,1710,73.1
臺南市白河區,河東里,52,親民黨,494,中國國民黨,1264,民主進步黨,1810,36,1846,0,1846,790,2636,70.03
臺南市白河區,虎山里,8,親民黨,202,中國國民黨,384,民主進步黨,594,14,608,0,608,266,874,69.57
臺南市白河區,大林里,18,親民黨,140,中國國民黨,596,民主進步黨,754,8,762,0,762,398,1160,65.69
臺南市白河區,崁頭里,14,親民黨,142,中國國民黨,338,民主進步黨,494,10,504,0,504,220,724,69.61
臺南市白河區,六溪里,14,親民黨,148,中國國民黨,448,民主進步黨,610,2,612,0,612,374,986,62.07
臺南市白河區,仙草里,36,親民黨,516,中國國民黨,1010,民主進步黨,1562,24,1586,0,1586,916,2502,63.39
臺南市白河區,關嶺里,22,親民黨,432,中國國民黨,856,民主進步黨,1310,14,1324,0,1324,672,1996,66.33
臺南市白河區,大竹里,70,親民黨,536,中國國民黨,1286,民主進步黨,1892,22,1914,0,1914,860,2774,69.0
臺南市白河區,竹門里,44,親民黨,358,中國國民黨,780,民主進步黨,1182,12,1194,0,1194,496,1690,70.65
臺南市白河區,崎內里,30,親民黨,352,中國國民黨,554,民主進步黨,936,6,942,0,942,476,1418,66.43
臺南市白河區,昇安里,56,親民黨,476,中國國民黨,1382,民主進步黨,1914,20,1934,0,1934,648,2582,74.9
臺南市白河區,汴頭里,12,親民黨,190,中國國民黨,728,民主進步黨,930,6,936,0,936,470,1406,66.57
臺南市白河區,內角里,20,親民黨,244,中國國民黨,710,民主進步黨,974,6,980,0,980,352,1332,73.57
臺南市白河區,詔豐里,50,親民黨,626,中國國民黨,2028,民主進步黨,2704,40,2744,0,2744,1120,3864,71.01
臺南市白河區,廣蓮里,58,親民黨,520,中國國民黨,1500,民主進步黨,2078,14,2092,0,2092,790,2882,72.59
臺南市白河區,馬稠後里,40,親民黨,548,中國國民黨,1268,民主進步黨,1856,10,1866,0,1866,828,2694,69.27
臺南市柳營區,士林里,122,親民黨,682,中國國民黨,1888,民主進步黨,2692,36,2728,0,2728,886,3614,75.48
臺南市柳營區,光福里,90,親民黨,686,中國國民黨,1550,民主進步黨,2326,22,2348,0,2348,688,3036,77.34
臺南市柳營區,中埕里,58,親民黨,430,中國國民黨,1062,民主進步黨,1550,16,1566,0,1566,606,2172,72.1
臺南市柳營區,東昇里,146,親民黨,1140,中國國民黨,2792,民主進步黨,4078,64,4142,0,4142,1244,5386,76.9
臺南市柳營區,八翁里,76,親民黨,598,中國國民黨,1394,民主進步黨,2068,10,2078,0,2078,656,2734,76.01
臺南市柳營區,人和里,50,親民黨,340,中國國民黨,698,民主進步黨,1088,18,1106,0,1106,356,1462,75.65
臺南市柳營區,太康里,70,親民黨,586,中國國民黨,1466,民主進步黨,2122,28,2150,0,2150,736,2886,74.5
臺南市柳營區,重溪里,102,親民黨,586,中國國民黨,1862,民主進步黨,2550,30,2580,0,2580,874,3454,74.7
臺南市柳營區,篤農里,46,親民黨,480,中國國民黨,1346,民主進步黨,1872,24,1896,0,1896,648,2544,74.53
臺南市柳營區,大農里,26,親民黨,232,中國國民黨,676,民主進步黨,934,20,954,0,954,364,1318,72.38
臺南市柳營區,神農里,56,親民黨,374,中國國民黨,1502,民主進步黨,1932,28,1960,0,1960,740,2700,72.59
臺南市柳營區,果毅里,66,親民黨,394,中國國民黨,1240,民主進步黨,1700,16,1716,0,1716,640,2356,72.84
臺南市柳營區,旭山里,66,親民黨,628,中國國民黨,1438,民主進步黨,2132,38,2170,0,2170,866,3036,71.48
臺南市後壁區,後壁里,70,親民黨,760,中國國民黨,1546,民主進步黨,2376,24,2400,0,2400,758,3158,76.0
臺南市後壁區,侯伯里,38,親民黨,470,中國國民黨,1298,民主進步黨,1806,20,1826,0,1826,702,2528,72.23
臺南市後壁區,嘉苳里,62,親民黨,496,中國國民黨,1214,民主進步黨,1772,14,1786,0,1786,682,2468,72.37
臺南市後壁區,土溝里,30,親民黨,448,中國國民黨,1412,民主進步黨,1890,18,1908,0,1908,658,2566,74.36
臺南市後壁區,竹新里,72,親民黨,352,中國國民黨,1542,民主進步黨,1966,28,1994,0,1994,686,2680,74.4
臺南市後壁區,新東里,78,親民黨,554,中國國民黨,1656,民主進步黨,2288,24,2312,0,2312,894,3206,72.11
臺南市後壁區,頂安里,82,親民黨,638,中國國民黨,1098,民主進步黨,1818,14,1832,0,1832,604,2436,75.21
臺南市後壁區,長安里,60,親民黨,554,中國國民黨,1152,民主進步黨,1766,32,1798,0,1798,634,2432,73.93
臺南市後壁區,福安里,72,親民黨,644,中國國民黨,1770,民主進步黨,2486,20,2506,0,2506,974,3480,72.01
臺南市後壁區,菁寮里,98,親民黨,576,中國國民黨,1360,民主進步黨,2034,38,2072,0,2072,772,2844,72.86
臺南市後壁區,新嘉里,28,親民黨,300,中國國民黨,1042,民主進步黨,1370,24,1394,0,1394,542,1936,72.0
臺南市後壁區,長短樹里,78,親民黨,718,中國國民黨,2012,民主進步黨,2808,30,2838,0,2838,1010,3848,73.75
臺南市後壁區,上茄苳里,76,親民黨,648,中國國民黨,2406,民主進步黨,3130,32,3162,0,3162,1124,4286,73.78
臺南市後壁區,菁豐里,50,親民黨,486,中國國民黨,1162,民主進步黨,1698,28,1726,0,1726,622,2348,73.51
臺南市東山區,東山里,76,親民黨,606,中國國民黨,1154,民主進步黨,1836,12,1848,0,1848,874,2722,67.89
臺南市東山區,東中里,112,親民黨,1064,中國國民黨,2288,民主進步黨,3464,38,3502,0,3502,1342,4844,72.3
臺南市東山區,東正里,48,親民黨,492,中國國民黨,1306,民主進步黨,1846,20,1866,0,1866,920,2786,66.98
臺南市東山區,三榮里,42,親民黨,314,中國國民黨,852,民主進步黨,1208,8,1216,0,1216,608,1824,66.67
臺南市東山區,大客里,18,親民黨,414,中國國民黨,906,民主進步黨,1338,16,1354,0,1354,776,2130,63.57
臺南市東山區,科里里,48,親民黨,484,中國國民黨,1114,民主進步黨,1646,28,1674,0,1674,758,2432,68.83
臺南市東山區,東河里,26,親民黨,248,中國國民黨,892,民主進步黨,1166,12,1178,0,1178,508,1686,69.87
臺南市東山區,南溪里,12,親民黨,174,中國國民黨,324,民主進步黨,510,2,512,0,512,304,816,62.75
臺南市東山區,水雲里,10,親民黨,100,中國國民黨,324,民主進步黨,434,8,442,0,442,314,756,58.47
臺南市東山區,林安里,0,親民黨,126,中國國民黨,342,民主進步黨,468,6,474,0,474,246,720,65.83
臺南市東山區,東原里,72,親民黨,916,中國國民黨,1636,民主進步黨,2624,30,2654,0,2654,1436,4090,64.89
臺南市東山區,嶺南里,26,親民黨,196,中國國民黨,556,民主進步黨,778,6,784,0,784,500,1284,61.06
臺南市東山區,南勢里,64,親民黨,452,中國國民黨,780,民主進步黨,1296,12,1308,0,1308,820,2128,61.47
臺南市東山區,青山里,36,親民黨,478,中國國民黨,872,民主進步黨,1386,14,1400,0,1400,668,2068,67.7
臺南市東山區,高原里,28,親民黨,536,中國國民黨,680,民主進步黨,1244,4,1248,0,1248,516,1764,70.75
臺南市東山區,聖賢里,94,親民黨,676,中國國民黨,1854,民主進步黨,2624,44,2668,0,2668,1002,3670,72.7
臺南市麻豆區,東角里,104,親民黨,1076,中國國民黨,2668,民主進步黨,3848,38,3886,0,3886,1118,5004,77.66
臺南市麻豆區,晋江里,118,親民黨,778,中國國民黨,2762,民主進步黨,3658,36,3694,0,3694,1126,4820,76.64
臺南市麻豆區,巷口里,112,親民黨,818,中國國民黨,2248,民主進步黨,3178,36,3214,0,3214,918,4132,77.78
臺南市麻豆區,中興里,68,親民黨,766,中國國民黨,2038,民主進步黨,2872,18,2890,0,2890,960,3850,75.06
臺南市麻豆區,興農里,64,親民黨,436,中國國民黨,1750,民主進步黨,2250,38,2288,0,2288,610,2898,78.95
臺南市麻豆區,油車里,154,親民黨,1080,中國國民黨,4206,民主進步黨,5440,36,5476,0,5476,1340,6816,80.34
臺南市麻豆區,北勢里,50,親民黨,206,中國國民黨,1384,民主進步黨,1640,18,1658,0,1658,514,2172,76.34
臺南市麻豆區,大埕里,120,親民黨,984,中國國民黨,3118,民主進步黨,4222,52,4274,0,4274,1228,5502,77.68
臺南市麻豆區,南勢里,90,親民黨,1034,中國國民黨,2334,民主進步黨,3458,28,3486,0,3486,1024,4510,77.29
臺南市麻豆區,寮廍里,72,親民黨,392,中國國民黨,1980,民主進步黨,2444,20,2464,0,2464,708,3172,77.68
臺南市麻豆區,埤頭里,86,親民黨,490,中國國民黨,2838,民主進步黨,3414,28,3442,0,3442,1068,4510,76.32
臺南市麻豆區,海埔里,76,親民黨,590,中國國民黨,2426,民主進步黨,3092,56,3148,0,3148,968,4116,76.48
臺南市麻豆區,港尾里,42,親民黨,428,中國國民黨,1328,民主進步黨,1798,24,1822,0,1822,582,2404,75.79
臺南市麻豆區,麻口里,42,親民黨,262,中國國民黨,1394,民主進步黨,1698,26,1724,0,1724,438,2162,79.74
臺南市麻豆區,安業里,24,親民黨,300,中國國民黨,1678,民主進步黨,2002,20,2022,0,2022,554,2576,78.49
臺南市麻豆區,安正里,24,親民黨,220,中國國民黨,1104,民主進步黨,1348,10,1358,0,1358,486,1844,73.64
臺南市麻豆區,新興里,82,親民黨,566,中國國民黨,2158,民主進步黨,2806,24,2830,0,2830,786,3616,78.26
臺南市麻豆區,謝厝寮里,84,親民黨,372,中國國民黨,2088,民主進步黨,2544,30,2574,0,2574,674,3248,79.25
臺南市麻豆區,井東里,68,親民黨,486,中國國民黨,2098,民主進步黨,2652,26,2678,0,2678,714,3392,78.95
臺南市麻豆區,清水里,54,親民黨,482,中國國民黨,1740,民主進步黨,2276,16,2292,0,2292,612,2904,78.93
臺南市下營區,下營里,70,親民黨,760,中國國民黨,1376,民主進步黨,2206,28,2234,0,2234,764,2998,74.52
臺南市下營區,仁里里,70,親民黨,766,中國國民黨,1892,民主進步黨,2728,22,2750,0,2750,1106,3856,71.32
臺南市下營區,宅內里,72,親民黨,820,中國國民黨,1370,民主進步黨,2262,36,2298,0,2298,852,3150,72.95
臺南市下營區,後街里,74,親民黨,738,中國國民黨,1436,民主進步黨,2248,16,2264,0,2264,808,3072,73.7
臺南市下營區,新興里,74,親民黨,800,中國國民黨,1782,民主進步黨,2656,26,2682,0,2682,1098,3780,70.95
臺南市下營區,營前里,68,親民黨,924,中國國民黨,1998,民主進步黨,2990,38,3028,0,3028,1058,4086,74.11
臺南市下營區,開化里,80,親民黨,600,中國國民黨,2048,民主進步黨,2728,26,2754,0,2754,914,3668,75.08
臺南市下營區,西連里,48,親民黨,222,中國國民黨,1018,民主進步黨,1288,16,1304,0,1304,424,1728,75.46
臺南市下營區,賀建里,52,親民黨,422,中國國民黨,1278,民主進步黨,1752,30,1782,0,1782,738,2520,70.71
臺南市下營區,茅營里,106,親民黨,700,中國國民黨,2428,民主進步黨,3234,20,3254,0,3254,1060,4314,75.43
臺南市下營區,大吉里,52,親民黨,638,中國國民黨,1536,民主進步黨,2226,42,2268,0,2268,810,3078,73.68
臺南市下營區,紅甲里,102,親民黨,584,中國國民黨,2504,民主進步黨,3190,36,3226,0,3226,1142,4368,73.86
臺南市六甲區,六甲里,202,親民黨,1004,中國國民黨,3030,民主進步黨,4236,40,4276,0,4276,1332,5608,76.25
臺南市六甲區,甲東里,102,親民黨,874,中國國民黨,2758,民主進步黨,3734,44,3778,0,3778,1458,5236,72.15
臺南市六甲區,甲南里,48,親民黨,488,中國國民黨,1372,民主進步黨,1908,14,1922,0,1922,666,2588,74.27
臺南市六甲區,七甲里,84,親民黨,584,中國國民黨,1922,民主進步黨,2590,40,2630,0,2630,1072,3702,71.04
臺南市六甲區,二甲里,124,親民黨,1110,中國國民黨,3516,民主進步黨,4750,52,4802,0,4802,1648,6450,74.45
臺南市六甲區,水林里,100,親民黨,678,中國國民黨,2182,民主進步黨,2960,36,2996,0,2996,1074,4070,73.61
臺南市六甲區,中社里,90,親民黨,620,中國國民黨,1598,民主進步黨,2308,24,2332,0,2332,806,3138,74.31
臺南市六甲區,龜港里,68,親民黨,464,中國國民黨,1188,民主進步黨,1720,10,1730,0,1730,558,2288,75.61
臺南市六甲區,菁埔里,22,親民黨,214,中國國民黨,622,民主進步黨,858,6,864,0,864,292,1156,74.74
臺南市六甲區,王爺里,36,親民黨,226,中國國民黨,676,民主進步黨,938,8,946,0,946,492,1438,65.79
臺南市六甲區,大丘里,8,親民黨,224,中國國民黨,508,民主進步黨,740,8,748,0,748,460,1208,61.92
臺南市官田區,官田里,106,親民黨,742,中國國民黨,2080,民主進步黨,2928,28,2956,0,2956,1040,3996,73.97
臺南市官田區,二鎮里,132,親民黨,830,中國國民黨,3722,民主進步黨,4684,38,4722,0,4722,1402,6124,77.11
臺南市官田區,大崎里,10,親民黨,146,中國國民黨,394,民主進步黨,550,0,550,0,550,242,792,69.44
臺南市官田區,隆田里,94,親民黨,914,中國國民黨,1832,民主進步黨,2840,26,2866,0,2866,1000,3866,74.13
臺南市官田區,隆本里,158,親民黨,1648,中國國民黨,3202,民主進步黨,5008,46,5054,0,5054,1626,6680,75.66
臺南市官田區,南廍里,56,親民黨,374,中國國民黨,1338,民主進步黨,1768,26,1794,0,1794,624,2418,74.19
臺南市官田區,社子里,24,親民黨,216,中國國民黨,1008,民主進步黨,1248,16,1264,0,1264,440,1704,74.18
臺南市官田區,烏山頭里,44,親民黨,336,中國國民黨,1398,民主進步黨,1778,14,1792,0,1792,624,2416,74.17
臺南市官田區,渡拔里,108,親民黨,952,中國國民黨,2772,民主進步黨,3832,38,3870,0,3870,1056,4926,78.56
臺南市官田區,東西庄里,36,親民黨,214,中國國民黨,2534,民主進步黨,2784,32,2816,0,2816,854,3670,76.73
臺南市大內區,石湖里,50,親民黨,374,中國國民黨,956,民主進步黨,1380,26,1406,0,1406,546,1952,72.03
臺南市大內區,石林里,32,親民黨,162,中國國民黨,714,民主進步黨,908,8,916,0,916,326,1242,73.75
臺南市大內區,石城里,54,親民黨,476,中國國民黨,1520,民主進步黨,2050,18,2068,0,2068,728,2796,73.96
臺南市大內區,內江里,30,親民黨,406,中國國民黨,880,民主進步黨,1316,8,1324,0,1324,472,1796,73.72
臺南市大內區,大內里,40,親民黨,356,中國國民黨,770,民主進步黨,1166,10,1176,0,1176,336,1512,77.78
臺南市大內區,內郭里,26,親民黨,204,中國國民黨,666,民主進步黨,896,4,900,0,900,314,1214,74.14
臺南市大內區,頭社里,62,親民黨,356,中國國民黨,950,民主進步黨,1368,10,1378,0,1378,568,1946,70.81
臺南市大內區,環湖里,28,親民黨,376,中國國民黨,608,民主進步黨,1012,14,1026,0,1026,400,1426,71.95
臺南市大內區,二溪里,38,親民黨,362,中國國民黨,828,民主進步黨,1228,26,1254,0,1254,402,1656,75.72
臺南市大內區,曲溪里,24,親民黨,214,中國國民黨,606,民主進步黨,844,12,856,0,856,264,1120,76.43
臺南市佳里區,東寧里,92,親民黨,960,中國國民黨,2290,民主進步黨,3342,32,3374,0,3374,1050,4424,76.27
臺南市佳里區,忠仁里,118,親民黨,998,中國國民黨,2978,民主進步黨,4094,48,4142,0,4142,1388,5530,74.9
臺南市佳里區,鎮山里,304,親民黨,2024,中國國民黨,5912,民主進步黨,8240,68,8308,0,8308,2600,10908,76.16
臺南市佳里區,建南里,204,親民黨,1708,中國國民黨,4108,民主進步黨,6020,60,6080,0,6080,2122,8202,74.13
臺南市佳里區,安西里,280,親民黨,2418,中國國民黨,5932,民主進步黨,8630,90,8720,0,8720,2734,11454,76.13
臺南市佳里區,六安里,226,親民黨,1712,中國國民黨,3928,民主進步黨,5866,86,5952,0,5952,1894,7846,75.86
臺南市佳里區,佳化里,104,親民黨,750,中國國民黨,2216,民主進步黨,3070,10,3080,0,3080,1078,4158,74.07
臺南市佳里區,海澄里,82,親民黨,760,中國國民黨,2260,民主進步黨,3102,28,3130,0,3130,1106,4236,73.89
臺南市佳里區,民安里,72,親民黨,478,中國國民黨,1816,民主進步黨,2366,20,2386,0,2386,710,3096,77.07
臺南市佳里區,子龍里,104,親民黨,716,中國國民黨,2698,民主進步黨,3518,40,3558,0,3558,1112,4670,76.19
臺南市佳里區,營溪里,56,親民黨,374,中國國民黨,1116,民主進步黨,1546,12,1558,0,1558,542,2100,74.19
臺南市佳里區,文新里,266,親民黨,2188,中國國民黨,4932,民主進步黨,7386,72,7458,0,7458,2382,9840,75.79
臺南市佳里區,佳興里,72,親民黨,750,中國國民黨,2324,民主進步黨,3146,34,3180,0,3180,956,4136,76.89
臺南市佳里區,下營里,54,親民黨,654,中國國民黨,1974,民主進步黨,2682,30,2712,0,2712,866,3578,75.8
臺南市佳里區,塭內里,120,親民黨,804,中國國民黨,3098,民主進步黨,4022,40,4062,0,4062,1392,5454,74.48
臺南市佳里區,南勢里,188,親民黨,1678,中國國民黨,4560,民主進步黨,6426,48,6474,0,6474,2086,8560,75.63
臺南市學甲區,仁得里,188,親民黨,1360,中國國民黨,4018,民主進步黨,5566,56,5622,0,5622,1826,7448,75.48
臺南市學甲區,新榮里,102,親民黨,710,中國國民黨,2386,民主進步黨,3198,12,3210,0,3210,1110,4320,74.31
臺南市學甲區,光華里,36,親民黨,260,中國國民黨,1280,民主進步黨,1576,22,1598,0,1598,762,2360,67.71
臺南市學甲區,宅港里,28,親民黨,192,中國國民黨,852,民主進步黨,1072,4,1076,0,1076,498,1574,68.36
臺南市學甲區,慈福里,98,親民黨,812,中國國民黨,1934,民主進步黨,2844,38,2882,0,2882,1010,3892,74.05
臺南市學甲區,秀昌里,84,親民黨,802,中國國民黨,2686,民主進步黨,3572,38,3610,0,3610,1170,4780,75.52
臺南市學甲區,明宜里,60,親民黨,542,中國國民黨,2148,民主進步黨,2750,18,2768,0,2768,964,3732,74.17
臺南市學甲區,豐和里,42,親民黨,304,中國國民黨,1362,民主進步黨,1708,10,1718,0,1718,644,2362,72.73
臺南市學甲區,平和里,40,親民黨,216,中國國民黨,1210,民主進步黨,1466,12,1478,0,1478,560,2038,72.52
臺南市學甲區,新達里,80,親民黨,760,中國國民黨,2054,民主進步黨,2894,28,2922,0,2922,1218,4140,70.58
臺南市學甲區,大灣里,44,親民黨,326,中國國民黨,990,民主進步黨,1360,18,1378,0,1378,508,1886,73.06
臺南市學甲區,三慶里,46,親民黨,428,中國國民黨,1378,民主進步黨,1852,22,1874,0,1874,808,2682,69.87
臺南市學甲區,中洲里,44,親民黨,450,中國國民黨,1416,民主進步黨,1910,26,1936,0,1936,788,2724,71.07
臺南市西港區,西港里,150,親民黨,1016,中國國民黨,3508,民主進步黨,4674,46,4720,0,4720,1382,6102,77.35
臺南市西港區,南海里,104,親民黨,654,中國國民黨,2742,民主進步黨,3500,60,3560,0,3560,1100,4660,76.39
臺南市西港區,港東里,72,親民黨,544,中國國民黨,1746,民主進步黨,2362,26,2388,0,2388,766,3154,75.71
臺南市西港區,檨林里,80,親民黨,504,中國國民黨,1760,民主進步黨,2344,28,2372,0,2372,802,3174,74.73
臺南市西港區,後營里,44,親民黨,324,中國國民黨,1636,民主進步黨,2004,28,2032,0,2032,762,2794,72.73
臺南市西港區,營西里,64,親民黨,474,中國國民黨,1490,民主進步黨,2028,28,2056,0,2056,808,2864,71.79
臺南市西港區,金砂里,26,親民黨,264,中國國民黨,902,民主進步黨,1192,6,1198,0,1198,290,1488,80.51
臺南市西港區,劉厝里,48,親民黨,380,中國國民黨,1472,民主進步黨,1900,26,1926,0,1926,604,2530,76.13
臺南市西港區,竹林里,30,親民黨,434,中國國民黨,1562,民主進步黨,2026,30,2056,0,2056,614,2670,77.0
臺南市西港區,永樂里,38,親民黨,352,中國國民黨,1584,民主進步黨,1974,16,1990,0,1990,634,2624,75.84
臺南市西港區,新復里,50,親民黨,382,中國國民黨,764,民主進步黨,1196,22,1218,0,1218,340,1558,78.18
臺南市西港區,慶安里,198,親民黨,1562,中國國民黨,4506,民主進步黨,6266,46,6312,0,6312,2020,8332,75.76
臺南市七股區,後港里,40,親民黨,312,中國國民黨,1180,民主進步黨,1532,6,1538,0,1538,456,1994,77.13
臺南市七股區,大潭里,36,親民黨,196,中國國民黨,646,民主進步黨,878,10,888,0,888,416,1304,68.1
臺南市七股區,篤加里,34,親民黨,272,中國國民黨,798,民主進步黨,1104,6,1110,0,1110,506,1616,68.69
臺南市七股區,頂山里,16,親民黨,258,中國國民黨,776,民主進步黨,1050,8,1058,0,1058,488,1546,68.43
臺南市七股區,西寮里,14,親民黨,156,中國國民黨,468,民主進步黨,638,12,650,0,650,276,926,70.19
臺南市七股區,塩埕里,16,親民黨,134,中國國民黨,422,民主進步黨,572,2,574,0,574,246,820,70.0
臺南市七股區,龍山里,50,親民黨,416,中國國民黨,1816,民主進步黨,2282,18,2300,0,2300,852,3152,72.97
臺南市七股區,溪南里,30,親民黨,178,中國國民黨,322,民主進步黨,530,6,536,0,536,152,688,77.91
臺南市七股區,七股里,40,親民黨,218,中國國民黨,1066,民主進步黨,1324,12,1336,0,1336,408,1744,76.61
臺南市七股區,玉成里,26,親民黨,282,中國國民黨,784,民主進步黨,1092,12,1104,0,1104,408,1512,73.02
臺南市七股區,大埕里,120,親民黨,788,中國國民黨,2648,民主進步黨,3556,32,3588,0,3588,1440,5028,71.36
臺南市七股區,樹林里,78,親民黨,572,中國國民黨,2024,民主進步黨,2674,38,2712,0,2712,980,3692,73.46
臺南市七股區,中寮里,16,親民黨,264,中國國民黨,576,民主進步黨,856,4,860,0,860,488,1348,63.8
臺南市七股區,竹橋里,50,親民黨,398,中國國民黨,1428,民主進步黨,1876,22,1898,0,1898,522,2420,78.43
臺南市七股區,義合里,78,親民黨,656,中國國民黨,1986,民主進步黨,2720,20,2740,0,2740,880,3620,75.69
臺南市七股區,永吉里,50,親民黨,344,中國國民黨,980,民主進步黨,1374,10,1384,0,1384,538,1922,72.01
臺南市七股區,三股里,54,親民黨,406,中國國民黨,1340,民主進步黨,1800,34,1834,0,1834,792,2626,69.84
臺南市七股區,十份里,46,親民黨,496,中國國民黨,1198,民主進步黨,1740,20,1760,0,1760,898,2658,66.22
臺南市將軍區,長榮里,38,親民黨,368,中國國民黨,1210,民主進步黨,1616,14,1630,0,1630,530,2160,75.46
臺南市將軍區,玉山里,18,親民黨,182,中國國民黨,888,民主進步黨,1088,12,1100,0,1100,560,1660,66.27
