行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,圓山里,0,0,0,356,0,330,686,22,708,0,708,318,1026,69.01
,店子里,0,0,0,368,0,436,804,50,854,0,854,296,1150,74.26
,興華里,0,0,0,738,0,760,1498,46,1544,0,1544,772,2316,66.67
,總計,0,0,0,14382,0,9830,24212,718,24930,0,24930,14088,39018,63.89
石門區,,0,0,0,8324,0,5856,14180,400,14580,0,14580,5852,20432,71.36
,德茂里,0,0,0,902,0,798,1700,28,1728,0,1728,456,2184,79.12
,富基里,0,0,0,948,0,708,1656,62,1718,0,1718,966,2684,64.01
,老梅里,0,0,0,1474,0,1282,2756,88,2844,0,2844,1374,4218,67.43
,山溪里,0,0,0,738,0,482,1220,42,1262,0,1262,458,1720,73.37
,石門里,0,0,0,1432,0,802,2234,60,2294,0,2294,736,3030,75.71
,尖鹿里,0,0,0,1278,0,838,2116,64,2180,0,2180,730,2910,74.91
,乾華里,0,0,0,246,0,150,396,6,402,0,402,244,646,62.23
,茂林里,0,0,0,612,0,392,1004,24,1028,0,1028,246,1274,80.69
,草里里,0,0,0,694,0,404,1098,26,1124,0,1124,642,1766,63.65
,總計,0,0,0,8324,0,5856,14180,400,14580,0,14580,5852,20432,71.36
八里區,,0,0,0,21090,0,17964,39054,972,40026,0,40026,23534,63560,62.97
,龍源里,0,0,0,4380,0,3146,7526,190,7716,0,7716,5084,12800,60.28
,米倉里,0,0,0,1916,0,1650,3566,90,3656,0,3656,2544,6200,58.97
,大崁里,0,0,0,1842,0,1732,3574,78,3652,0,3652,1652,5304,68.85
,埤頭里,0,0,0,2124,0,2168,4292,106,4398,0,4398,2320,6718,65.47
,頂罟里,0,0,0,1262,0,1078,2340,74,2414,0,2414,1030,3444,70.09
,舊城里,0,0,0,4038,0,3462,7500,160,7660,0,7660,4730,12390,61.82
,訊塘里,0,0,0,2448,0,1890,4338,126,4464,0,4464,3402,7866,56.75
,荖阡里,0,0,0,1098,0,1052,2150,50,2200,0,2200,924,3124,70.42
,長坑里,0,0,0,978,0,1002,1980,46,2026,0,2026,890,2916,69.48
,下罟里,0,0,0,1004,0,784,1788,52,1840,0,1840,958,2798,65.76
,總計,0,0,0,21090,0,17964,39054,972,40026,0,40026,23534,63560,62.97
平溪區,,0,0,0,3232,0,2834,6066,154,6220,0,6220,2266,8486,73.3
,薯榔里,0,0,0,238,0,250,488,8,496,0,496,260,756,65.61
,菁桐里,0,0,0,196,0,144,340,2,342,0,342,118,460,74.35
,白石里,0,0,0,190,0,176,366,4,370,0,370,118,488,75.82
,石底里,0,0,0,320,0,360,680,28,708,0,708,188,896,79.02
,平溪里,0,0,0,202,0,122,324,14,338,0,338,122,460,73.48
,嶺腳里,0,0,0,436,0,398,834,20,854,0,854,386,1240,68.87
,東勢里,0,0,0,366,0,286,652,14,666,0,666,176,842,79.1
,望古里,0,0,0,120,0,90,210,12,222,0,222,66,288,77.08
,南山里,0,0,0,226,0,188,414,14,428,0,428,284,712,60.11
,平湖里,0,0,0,168,0,140,308,4,312,0,312,34,346,90.17
,十分里,0,0,0,648,0,604,1252,32,1284,0,1284,408,1692,75.89
,新寮里,0,0,0,122,0,76,198,2,200,0,200,106,306,65.36
,總計,0,0,0,3232,0,2834,6066,154,6220,0,6220,2266,8486,73.3
雙溪區,,0,0,0,6124,0,4846,10970,286,11256,0,11256,4402,15658,71.89
,雙溪里,0,0,0,354,0,184,538,20,558,0,558,318,876,63.7
,共和里,0,0,0,332,0,234,566,18,584,0,584,182,766,76.24
,新基里,0,0,0,742,0,462,1204,34,1238,0,1238,292,1530,80.92
,魚行里,0,0,0,578,0,514,1092,28,1120,0,1120,312,1432,78.21
,三港里,0,0,0,236,0,304,540,12,552,0,552,204,756,73.02
,牡丹里,0,0,0,1062,0,850,1912,48,1960,0,1960,1044,3004,65.25
,三貂里,0,0,0,266,0,270,536,14,550,0,550,110,660,83.33
,平林里,0,0,0,722,0,418,1140,32,1172,0,1172,638,1810,64.75
,上林里,0,0,0,414,0,422,836,24,860,0,860,364,1224,70.26
,外柑里,0,0,0,312,0,298,610,8,618,0,618,212,830,74.46
,長源里,0,0,0,152,0,264,416,2,418,0,418,314,732,57.1
,泰平里,0,0,0,954,0,626,1580,46,1626,0,1626,412,2038,79.78
,總計,0,0,0,6124,0,4846,10970,286,11256,0,11256,4402,15658,71.89
貢寮區,,0,0,0,6246,0,7396,13642,274,13916,0,13916,8080,21996,63.27
,貢寮里,0,0,0,600,0,480,1080,28,1108,0,1108,598,1706,64.95
,吉林里,0,0,0,418,0,390,808,18,826,0,826,194,1020,80.98
,雙玉里,0,0,0,360,0,406,766,8,774,0,774,576,1350,57.33
,龍崗里,0,0,0,332,0,402,734,10,744,0,744,100,844,88.15
,龍門里,0,0,0,302,0,490,792,22,814,0,814,510,1324,61.48
,福隆里,0,0,0,996,0,940,1936,44,1980,0,1980,1272,3252,60.89
,仁里里,0,0,0,1050,0,1130,2180,48,2228,0,2228,1112,3340,66.71
,真理里,0,0,0,704,0,1256,1960,30,1990,0,1990,1996,3986,49.92
,福連里,0,0,0,568,0,588,1156,32,1188,0,1188,582,1770,67.12
,美豐里,0,0,0,484,0,688,1172,20,1192,0,1192,258,1450,82.21
,和美里,0,0,0,432,0,626,1058,14,1072,0,1072,882,1954,54.86
,總計,0,0,0,6246,0,7396,13642,274,13916,0,13916,8080,21996,63.27
金山區,,0,0,0,12492,0,10688,23180,702,23882,0,23882,12936,36818,64.87
,和平里,0,0,0,386,0,254,640,14,654,0,654,282,936,69.87
,大同里,0,0,0,530,0,330,860,30,890,0,890,512,1402,63.48
,豐漁里,0,0,0,264,0,292,556,6,562,0,562,366,928,60.56
,磺港里,0,0,0,1056,0,1274,2330,74,2404,0,2404,1074,3478,69.12
,美田里,0,0,0,2622,0,2034,4656,114,4770,0,4770,2552,7322,65.15
,五湖里,0,0,0,1174,0,956,2130,88,2218,0,2218,1090,3308,67.05
,重和里,0,0,0,656,0,694,1350,56,1406,0,1406,962,2368,59.38
,兩湖里,0,0,0,366,0,322,688,34,722,0,722,90,812,88.92
,六股里,0,0,0,468,0,540,1008,54,1062,0,1062,278,1340,79.25
,三界里,0,0,0,394,0,420,814,20,834,0,834,432,1266,65.88
,清泉里,0,0,0,552,0,484,1036,24,1060,0,1060,558,1618,65.51
,萬壽里,0,0,0,344,0,300,644,16,660,0,660,246,906,72.85
,西湖里,0,0,0,176,0,110,286,14,300,0,300,68,368,81.52
,永興里,0,0,0,312,0,312,624,16,640,0,640,494,1134,56.44
,金美里,0,0,0,3192,0,2366,5558,142,5700,0,5700,3932,9632,59.18
,總計,0,0,0,12492,0,10688,23180,702,23882,0,23882,12936,36818,64.87
萬里區,,0,0,0,13094,0,9856,22950,558,23508,0,23508,14030,37538,62.62
,萬里里,0,0,0,3026,0,2164,5190,124,5314,0,5314,3070,8384,63.38
,龜吼里,0,0,0,1544,0,1176,2720,76,2796,0,2796,2108,4904,57.01
,野柳里,0,0,0,2022,0,1444,3466,66,3532,0,3532,2752,6284,56.21
,大鵬里,0,0,0,2194,0,1680,3874,100,3974,0,3974,1266,5240,75.84
,磺潭里,0,0,0,448,0,246,694,6,700,0,700,422,1122,62.39
,雙興里,0,0,0,642,0,722,1364,32,1396,0,1396,472,1868,74.73
,溪底里,0,0,0,458,0,554,1012,40,1052,0,1052,272,1324,79.46
,崁脚里,0,0,0,214,0,302,516,10,526,0,526,264,790,66.58
,中幅里,0,0,0,798,0,540,1338,30,1368,0,1368,734,2102,65.08
,北基里,0,0,0,1748,0,1028,2776,74,2850,0,2850,2670,5520,51.63
,總計,0,0,0,13094,0,9856,22950,558,23508,0,23508,14030,37538,62.62
烏來區,,0,0,0,5144,0,2798,7942,216,8158,0,8158,2034,10192,80.04
,烏來里,0,0,0,2270,0,1168,3438,110,3548,0,3548,1036,4584,77.4
,忠治里,0,0,0,1580,0,890,2470,52,2522,0,2522,530,3052,82.63
,福山里,0,0,0,762,0,204,966,22,988,0,988,174,1162,85.03
,信賢里,0,0,0,374,0,348,722,22,744,0,744,196,940,79.15
,孝義里,0,0,0,158,0,188,346,10,356,0,356,98,454,78.41
,總計,0,0,0,5144,0,2798,7942,216,8158,0,8158,2034,10192,80.04
