行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,大豐里,2484,0,2412,0,0,62,0,4958,84,5042,0,5042,3002,8044,62.68
,重慶里,4420,0,4436,0,0,106,0,8962,138,9100,0,9100,5654,14754,61.68
,仁愛里,1444,0,2232,0,0,74,0,3750,78,3828,0,3828,1688,5516,69.4
,和平里,1536,0,1990,0,0,42,0,3568,54,3622,0,3622,2316,5938,61.0
,廣福里,2224,0,1836,0,0,60,0,4120,44,4164,0,4164,2692,6856,60.74
,華興里,2180,0,2336,0,0,66,0,4582,108,4690,0,4690,2256,6946,67.52
,華貴里,1514,0,1472,0,0,32,0,3018,54,3072,0,3072,1644,4716,65.14
,華德里,3136,0,3188,0,0,76,0,6400,74,6474,0,6474,5330,11804,54.85
,華東里,3192,0,4158,0,0,84,0,7434,106,7540,0,7540,4062,11602,64.99
,信義里,2142,0,2016,0,0,54,0,4212,68,4280,0,4280,2950,7230,59.2
,浮洲里,2720,0,1754,0,0,58,0,4532,84,4616,0,4616,2518,7134,64.7
,華中里,3554,0,2778,0,0,68,0,6400,68,6468,0,6468,2762,9230,70.08
,僑中里,2584,0,2244,0,0,48,0,4876,96,4972,0,4972,2036,7008,70.95
,中山里,2004,0,1846,0,0,58,0,3908,60,3968,0,3968,2418,6386,62.14
,復興里,562,0,584,0,0,14,0,1160,34,1194,0,1194,968,2162,55.23
,大安里,2422,0,2234,0,0,70,0,4726,72,4798,0,4798,2346,7144,67.16
,福安里,1496,0,1318,0,0,28,0,2842,34,2876,0,2876,1748,4624,62.2
,聚安里,3398,0,2620,0,0,68,0,6086,98,6184,0,6184,3178,9362,66.05
,龍安里,1710,0,1380,0,0,32,0,3122,46,3168,0,3168,1834,5002,63.33
,崑崙里,4960,0,4414,0,0,116,0,9490,102,9592,0,9592,6270,15862,60.47
,溪洲里,3214,0,2610,0,0,100,0,5924,94,6018,0,6018,4040,10058,59.83
,溪北里,1918,0,1770,0,0,56,0,3744,62,3806,0,3806,2186,5992,63.52
,香雅里,1554,0,1390,0,0,28,0,2972,52,3024,0,3024,1446,4470,67.65
,新生里,2738,0,2400,0,0,72,0,5210,78,5288,0,5288,2232,7520,70.32
,文德里,1810,0,1480,0,0,24,0,3314,42,3356,0,3356,1896,5252,63.9
,文化里,2106,0,1648,0,0,32,0,3786,44,3830,0,3830,1674,5504,69.59
,新海里,2330,0,1862,0,0,34,0,4226,72,4298,0,4298,1960,6258,68.68
,莒光里,1960,0,1432,0,0,62,0,3454,40,3494,0,3494,1536,5030,69.46
,富貴里,1422,0,1276,0,0,22,0,2720,34,2754,0,2754,1128,3882,70.94
,正泰里,1904,0,1462,0,0,40,0,3406,66,3472,0,3472,1780,5252,66.11
,民生里,1408,0,1120,0,0,18,0,2546,22,2568,0,2568,1344,3912,65.64
,後埔里,2000,0,2124,0,0,50,0,4174,84,4258,0,4258,2230,6488,65.63
,華福里,1266,0,1320,0,0,36,0,2622,40,2662,0,2662,1052,3714,71.67
,堂春里,2322,0,1954,0,0,60,0,4336,62,4398,0,4398,2750,7148,61.53
,成和里,2934,0,2690,0,0,76,0,5700,58,5758,0,5758,4442,10200,56.45
,光榮里,1392,0,1646,0,0,54,0,3092,26,3118,0,3118,1396,4514,69.07
,民安里,1114,0,1088,0,0,18,0,2220,28,2248,0,2248,1328,3576,62.86
,陽明里,1782,0,1366,0,0,44,0,3192,44,3236,0,3236,1762,4998,64.75
,朝陽里,2138,0,1430,0,0,58,0,3626,38,3664,0,3664,2290,5954,61.54
,松柏里,1388,0,1082,0,0,40,0,2510,54,2564,0,2564,1334,3898,65.78
,文聖里,2386,0,1774,0,0,64,0,4224,72,4296,0,4296,2334,6630,64.8
,居仁里,2110,0,1706,0,0,46,0,3862,74,3936,0,3936,1684,5620,70.04
,莊敬里,2202,0,2126,0,0,36,0,4364,72,4436,0,4436,2180,6616,67.05
,東安里,1478,0,1026,0,0,24,0,2528,64,2592,0,2592,1566,4158,62.34
,五權里,2502,0,2188,0,0,50,0,4740,70,4810,0,4810,2332,7142,67.35
,溪福里,6412,0,5844,0,0,92,0,12348,150,12498,0,12498,9492,21990,56.83
,大觀里,2606,0,1896,0,0,42,0,4544,58,4602,0,4602,1706,6308,72.95
,歡園里,970,0,626,0,0,24,0,1620,38,1658,0,1658,682,2340,70.85
,總計,288334,0,259804,0,0,6290,0,554428,8334,562762,0,562762,320304,883066,63.73
三重區,,226180,0,172574,0,0,4330,0,403084,6220,409304,0,409304,219524,628828,65.09
,大有里,3482,0,2688,0,0,64,0,6234,74,6308,0,6308,2928,9236,68.3
,二重里,1134,0,732,0,0,14,0,1880,26,1906,0,1906,972,2878,66.23
,頂崁里,1576,0,1060,0,0,20,0,2656,42,2698,0,2698,1226,3924,68.76
,谷王里,732,0,570,0,0,32,0,1334,36,1370,0,1370,384,1754,78.11
,中興里,2526,0,1814,0,0,52,0,4392,56,4448,0,4448,2064,6512,68.3
,德厚里,334,0,214,0,0,10,0,558,10,568,0,568,206,774,73.39
,成功里,3074,0,2912,0,0,50,0,6036,72,6108,0,6108,3818,9926,61.54
,福祉里,2940,0,2492,0,0,70,0,5502,94,5596,0,5596,3574,9170,61.03
,福民里,2286,0,1848,0,0,54,0,4188,46,4234,0,4234,1760,5994,70.64
,過田里,3232,0,3170,0,0,78,0,6480,122,6602,0,6602,8836,15438,42.76
,錦田里,1334,0,894,0,0,20,0,2248,44,2292,0,2292,1300,3592,63.81
,重明里,2098,0,1802,0,0,62,0,3962,70,4032,0,4032,1844,5876,68.62
,光田里,2634,0,2298,0,0,32,0,4964,94,5058,0,5058,2670,7728,65.45
,光陽里,3854,0,3182,0,0,84,0,7120,112,7232,0,7232,3550,10782,67.07
,田心里,2734,0,2030,0,0,50,0,4814,92,4906,0,4906,2254,7160,68.52
,福田里,2678,0,1872,0,0,64,0,4614,68,4682,0,4682,1678,6360,73.62
,田中里,4304,0,2786,0,0,60,0,7150,102,7252,0,7252,3236,10488,69.15
,田安里,3762,0,3222,0,0,76,0,7060,100,7160,0,7160,3304,10464,68.43
,三民里,1906,0,1366,0,0,28,0,3300,44,3344,0,3344,2174,5518,60.6
,光明里,3802,0,3554,0,0,120,0,7476,130,7606,0,7606,4478,12084,62.94
,光正里,1084,0,1090,0,0,20,0,2194,26,2220,0,2220,1756,3976,55.84
,同安里,830,0,694,0,0,30,0,1554,30,1584,0,1584,974,2558,61.92
,同慶里,996,0,1082,0,0,32,0,2110,26,2136,0,2136,1108,3244,65.84
,菜寮里,1274,0,1154,0,0,28,0,2456,40,2496,0,2496,1270,3766,66.28
,永春里,1160,0,1060,0,0,22,0,2242,32,2274,0,2274,1140,3414,66.61
,中正里,898,0,798,0,0,26,0,1722,50,1772,0,1772,752,2524,70.21
,吉利里,850,0,808,0,0,24,0,1682,30,1712,0,1712,878,2590,66.1
,大同里,1092,0,972,0,0,26,0,2090,40,2130,0,2130,1284,3414,62.39
,中民里,770,0,836,0,0,16,0,1622,22,1644,0,1644,660,2304,71.35
,平和里,1014,0,888,0,0,30,0,1932,46,1978,0,1978,798,2776,71.25
,大安里,900,0,812,0,0,18,0,1730,26,1756,0,1756,1120,2876,61.06
,仁德里,1264,0,954,0,0,20,0,2238,46,2284,0,2284,1308,3592,63.59
,忠孝里,1118,0,888,0,0,28,0,2034,28,2062,0,2062,1086,3148,65.5
,仁義里,700,0,632,0,0,20,0,1352,18,1370,0,1370,648,2018,67.89
,光榮里,856,0,748,0,0,12,0,1616,32,1648,0,1648,862,2510,65.66
,光輝里,934,0,856,0,0,12,0,1802,22,1824,0,1824,930,2754,66.23
,福星里,620,0,502,0,0,14,0,1136,12,1148,0,1148,502,1650,69.58
,福利里,1266,0,1050,0,0,14,0,2330,28,2358,0,2358,1584,3942,59.82
,清和里,2052,0,1758,0,0,40,0,3850,40,3890,0,3890,2602,6492,59.92
,永興里,726,0,630,0,0,10,0,1366,28,1394,0,1394,914,2308,60.4
,中山里,1572,0,1176,0,0,20,0,2768,60,2828,0,2828,1764,4592,61.59
,大園里,1704,0,1200,0,0,42,0,2946,38,2984,0,2984,1508,4492,66.43
,國隆里,1570,0,1442,0,0,24,0,3036,62,3098,0,3098,1534,4632,66.88
,重陽里,2060,0,1744,0,0,36,0,3840,50,3890,0,3890,2352,6242,62.32
,民生里,2690,0,1978,0,0,36,0,4704,76,4780,0,4780,2538,7318,65.32
,重新里,1034,0,636,0,0,16,0,1686,36,1722,0,1722,854,2576,66.85
,正德里,740,0,544,0,0,6,0,1290,10,1300,0,1300,686,1986,65.46
,正義里,1104,0,914,0,0,18,0,2036,36,2072,0,2072,1164,3236,64.03
,正安里,1200,0,1050,0,0,22,0,2272,42,2314,0,2314,1106,3420,67.66
,自強里,1402,0,1008,0,0,22,0,2432,50,2482,0,2482,844,3326,74.62
,文化里,1608,0,1176,0,0,26,0,2810,34,2844,0,2844,1316,4160,68.37
,中央里,1276,0,798,0,0,42,0,2116,32,2148,0,2148,908,3056,70.29
,雙園里,564,0,492,0,0,6,0,1062,38,1100,0,1100,672,1772,62.08
,錦通里,952,0,856,0,0,16,0,1824,36,1860,0,1860,938,2798,66.48
,錦安里,1278,0,1140,0,0,12,0,2430,36,2466,0,2466,920,3386,72.83
,長安里,1322,0,1014,0,0,26,0,2362,24,2386,0,2386,1556,3942,60.53
,光華里,1150,0,928,0,0,22,0,2100,38,2138,0,2138,1338,3476,61.51
,長生里,618,0,326,0,0,22,0,966,16,982,0,982,564,1546,63.52
,開元里,944,0,756,0,0,24,0,1724,42,1766,0,1766,652,2418,73.04
,大德里,586,0,484,0,0,14,0,1084,18,1102,0,1102,360,1462,75.38
,長元里,1610,0,1312,0,0,46,0,2968,58,3026,0,3026,1332,4358,69.44
,長江里,1238,0,940,0,0,20,0,2198,34,2232,0,2232,1324,3556,62.77
,長泰里,1458,0,984,0,0,30,0,2472,34,2506,0,2506,1486,3992,62.78
,長福里,1012,0,702,0,0,26,0,1740,44,1784,0,1784,1012,2796,63.81
,介壽里,776,0,746,0,0,20,0,1542,40,1582,0,1582,552,2134,74.13
,萬壽里,1160,0,1080,0,0,28,0,2268,46,2314,0,2314,1274,3588,64.49
,錦江里,1644,0,1230,0,0,30,0,2904,40,2944,0,2944,1312,4256,69.17
,龍濱里,2120,0,1790,0,0,40,0,3950,56,4006,0,4006,1574,5580,71.79
,龍門里,1110,0,792,0,0,34,0,1936,54,1990,0,1990,1272,3262,61.01
,秀江里,838,0,688,0,0,16,0,1542,16,1558,0,1558,790,2348,66.35
,奕壽里,1192,0,846,0,0,24,0,2062,34,2096,0,2096,1014,3110,67.4
,三安里,1722,0,1306,0,0,30,0,3058,44,3102,0,3102,1650,4752,65.28
,福安里,1950,0,1384,0,0,28,0,3362,54,3416,0,3416,1924,5340,63.97
,信安里,1174,0,886,0,0,16,0,2076,28,2104,0,2104,1308,3412,61.66
,安慶里,1400,0,1046,0,0,38,0,2484,40,2524,0,2524,1122,3646,69.23
,幸福里,2878,0,2076,0,0,54,0,5008,56,5064,0,5064,2756,7820,64.76
,六合里,2364,0,1734,0,0,48,0,4146,66,4212,0,4212,2276,6488,64.92
,六福里,3590,0,2244,0,0,50,0,5884,52,5936,0,5936,3498,9434,62.92
,順德里,1412,0,1170,0,0,24,0,2606,68,2674,0,2674,1328,4002,66.82
,承德里,1140,0,950,0,0,26,0,2116,58,2174,0,2174,1022,3196,68.02
,瑞德里,1728,0,1096,0,0,28,0,2852,54,2906,0,2906,1182,4088,71.09
,崇德里,3000,0,2040,0,0,42,0,5082,68,5150,0,5150,1956,7106,72.47
,厚德里,2214,0,1622,0,0,30,0,3866,36,3902,0,3902,2042,5944,65.65
,維德里,2028,0,1346,0,0,36,0,3410,60,3470,0,3470,1604,5074,68.39
,尚德里,1954,0,1652,0,0,34,0,3640,50,3690,0,3690,1680,5370,68.72
,培德里,2572,0,1716,0,0,48,0,4336,62,4398,0,4398,2050,6448,68.21
,永德里,3168,0,1994,0,0,60,0,5222,82,5304,0,5304,3136,8440,62.84
,永盛里,2364,0,1592,0,0,50,0,4006,50,4056,0,4056,1596,5652,71.76
,永福里,3634,0,2354,0,0,56,0,6044,68,6112,0,6112,2852,8964,68.18
,永清里,3586,0,2372,0,0,64,0,6022,66,6088,0,6088,3492,9580,63.55
,永安里,2582,0,1942,0,0,58,0,4582,62,4644,0,4644,2252,6896,67.34
,永煇里,1810,0,1146,0,0,40,0,2996,64,3060,0,3060,1418,4478,68.33
,溪美里,4888,0,3674,0,0,86,0,8648,122,8770,0,8770,4506,13276,66.06
,福隆里,2604,0,1952,0,0,44,0,4600,60,4660,0,4660,2768,7428,62.74
,五常里,2646,0,1838,0,0,38,0,4522,52,4574,0,4574,2498,7072,64.68
,五福里,2290,0,1704,0,0,44,0,4038,64,4102,0,4102,2318,6420,63.89
,仁忠里,1892,0,1454,0,0,52,0,3398,58,3456,0,3456,2112,5568,62.07
,慈福里,1492,0,978,0,0,22,0,2492,38,2530,0,2530,1528,4058,62.35
,慈生里,1664,0,1186,0,0,42,0,2892,66,2958,0,2958,1210,4168,70.97
,慈惠里,1600,0,932,0,0,34,0,2566,42,2608,0,2608,1316,3924,66.46
,慈愛里,2506,0,1750,0,0,52,0,4308,122,4430,0,4430,1950,6380,69.44
,慈化里,1672,0,1128,0,0,24,0,2824,32,2856,0,2856,1492,4348,65.69
,慈祐里,3122,0,2226,0,0,76,0,5424,82,5506,0,5506,2522,8028,68.58
,五華里,3192,0,2164,0,0,48,0,5404,76,5480,0,5480,3054,8534,64.21
,富貴里,3014,0,2706,0,0,46,0,5766,74,5840,0,5840,4276,10116,57.73
,富華里,1902,0,1424,0,0,48,0,3374,50,3424,0,3424,2092,5516,62.07
,富福里,1396,0,866,0,0,22,0,2284,40,2324,0,2324,1306,3630,64.02
,碧華里,3202,0,2982,0,0,42,0,6226,62,6288,0,6288,4626,10914,57.61
,五谷里,1232,0,950,0,0,16,0,2198,30,2228,0,2228,888,3116,71.5
,博愛里,2628,0,2266,0,0,54,0,4948,72,5020,0,5020,3048,8068,62.22
,福德里,2334,0,1768,0,0,26,0,4128,38,4166,0,4166,2504,6670,62.46
,永吉里,1754,0,1410,0,0,30,0,3194,54,3248,0,3248,1830,5078,63.96
,永發里,3908,0,2514,0,0,68,0,6490,70,6560,0,6560,3292,9852,66.59
,永順里,3276,0,2210,0,0,68,0,5554,86,5640,0,5640,2886,8526,66.15
,永豐里,3496,0,2310,0,0,64,0,5870,74,5944,0,5944,3484,9428,63.05
,立德里,2298,0,1724,0,0,46,0,4068,54,4122,0,4122,1752,5874,70.17
,福樂里,2426,0,1594,0,0,38,0,4058,74,4132,0,4132,2304,6436,64.2
,仁華里,2578,0,1876,0,0,44,0,4498,80,4578,0,4578,2696,7274,62.94
,五順里,2540,0,1830,0,0,48,0,4418,74,4492,0,4492,2174,6666,67.39
,總計,226180,0,172574,0,0,4330,0,403084,6220,409304,0,409304,219524,628828,65.09
中和區,,177230,0,236308,0,0,4732,0,418270,6678,424948,0,424948,258156,683104,62.21
,中原里,2226,0,2266,0,0,50,0,4542,44,4586,0,4586,3774,8360,54.86
,平河里,3902,0,4734,0,0,112,0,8748,134,8882,0,8882,6318,15200,58.43
,信和里,2268,0,2280,0,0,36,0,4584,102,4686,0,4686,2738,7424,63.12
,仁和里,2194,0,2404,0,0,52,0,4650,102,4752,0,4752,2772,7524,63.16
,中正里,2092,0,2410,0,0,58,0,4560,58,4618,0,4618,2348,6966,66.29
,建和里,1582,0,2752,0,0,44,0,4378,66,4444,0,4444,1954,6398,69.46
,連和里,760,0,1560,0,0,24,0,2344,38,2382,0,2382,1756,4138,57.56
,連城里,2882,0,4402,0,0,92,0,7376,120,7496,0,7496,3532,11028,67.97
,力行里,2630,0,3512,0,0,52,0,6194,90,6284,0,6284,3828,10112,62.14
,枋寮里,1688,0,1988,0,0,38,0,3714,62,3776,0,3776,2474,6250,60.42
,漳和里,1694,0,1924,0,0,42,0,3660,56,3716,0,3716,2320,6036,61.56
,廟美里,2300,0,2732,0,0,64,0,5096,56,5152,0,5152,2568,7720,66.74
,福真里,2374,0,2328,0,0,48,0,4750,90,4840,0,4840,2438,7278,66.5
,福善里,1944,0,2330,0,0,52,0,4326,68,4394,0,4394,3088,7482,58.73
,福美里,2370,0,2798,0,0,76,0,5244,60,5304,0,5304,2538,7842,67.64
,福祥里,2894,0,3072,0,0,66,0,6032,100,6132,0,6132,2774,8906,68.85
,瓦里,2436,0,2948,0,0,80,0,5464,86,5550,0,5550,3802,9352,59.35
,福和里,1952,0,2166,0,0,60,0,4178,64,4242,0,4242,2280,6522,65.04
,佳和里,2240,0,2580,0,0,44,0,4864,102,4966,0,4966,3344,8310,59.76
,安樂里,1380,0,2434,0,0,54,0,3868,40,3908,0,3908,2414,6322,61.82
,安和里,1364,0,1912,0,0,42,0,3318,70,3388,0,3388,1982,5370,63.09
,安平里,1916,0,3924,0,0,46,0,5886,118,6004,0,6004,3646,9650,62.22
,中安里,1484,0,2950,0,0,64,0,4498,70,4568,0,4568,3028,7596,60.14
,泰安里,1612,0,2056,0,0,42,0,3710,50,3760,0,3760,2474,6234,60.31
,新南里,3196,0,4790,0,0,106,0,8092,108,8200,0,8200,5396,13596,60.31
,南山里,2128,0,3060,0,0,72,0,5260,64,5324,0,5324,3566,8890,59.89
,秀山里,2028,0,2724,0,0,58,0,4810,108,4918,0,4918,3074,7992,61.54
,秀成里,1588,0,2086,0,0,34,0,3708,66,3774,0,3774,2382,6156,61.31
,秀福里,2106,0,2764,0,0,62,0,4932,62,4994,0,4994,3344,8338,59.89
,秀景里,2240,0,4016,0,0,52,0,6308,102,6410,0,6410,4636,11046,58.03
,秀明里,1418,0,3298,0,0,44,0,4760,62,4822,0,4822,3720,8542,56.45
,秀峰里,1388,0,2824,0,0,50,0,4262,70,4332,0,4332,2672,7004,61.85
,秀仁里,1348,0,2136,0,0,30,0,3514,52,3566,0,3566,2032,5598,63.7
,頂南里,1164,0,2310,0,0,42,0,3516,50,3566,0,3566,1904,5470,65.19
,華新里,2412,0,4676,0,0,56,0,7144,112,7256,0,7256,4858,12114,59.9
,東南里,1062,0,3354,0,0,42,0,4458,74,4532,0,4532,2482,7014,64.61
,華南里,1686,0,3294,0,0,42,0,5022,96,5118,0,5118,3458,8576,59.68
,忠孝里,1728,0,3294,0,0,38,0,5060,86,5146,0,5146,3550,8696,59.18
,崇南里,1290,0,2674,0,0,42,0,4006,78,4084,0,4084,2902,6986,58.46
,景南里,1220,0,2042,0,0,32,0,3294,56,3350,0,3350,2316,5666,59.12
,橫路里,246,0,224,0,0,2,0,472,12,484,0,484,182,666,72.67
,內南里,2052,0,3264,0,0,50,0,5366,98,5464,0,5464,3438,8902,61.38
,壽南里,1142,0,1462,0,0,44,0,2648,50,2698,0,2698,1538,4236,63.69
,外南里,1772,0,2370,0,0,50,0,4192,58,4250,0,4250,8444,12694,33.48
,復興里,2304,0,3402,0,0,78,0,5784,62,5846,0,5846,3110,8956,65.27
,和興里,1690,0,2644,0,0,52,0,4386,80,4466,0,4466,2874,7340,60.84
,景平里,2016,0,3588,0,0,68,0,5672,100,5772,0,5772,3598,9370,61.6
,景新里,1672,0,2222,0,0,20,0,3914,74,3988,0,3988,2404,6392,62.39
,景福里,2328,0,3060,0,0,72,0,5460,100,5560,0,5560,3668,9228,60.25
,景安里,2172,0,3310,0,0,88,0,5570,78,5648,0,5648,2662,8310,67.97
,景文里,1490,0,1970,0,0,30,0,3490,38,3528,0,3528,2084,5612,62.87
,錦和里,2448,0,2936,0,0,58,0,5442,78,5520,0,5520,3532,9052,60.98
,錦昌里,850,0,1394,0,0,16,0,2260,52,2312,0,2312,1512,3824,60.46
,灰里,472,0,366,0,0,12,0,850,14,864,0,864,438,1302,66.36
,積穗里,3958,0,4466,0,0,94,0,8518,124,8642,0,8642,5348,13990,61.77
,民享里,1694,0,1446,0,0,26,0,3166,56,3222,0,3222,1242,4464,72.18
,員山里,2932,0,3098,0,0,68,0,6098,84,6182,0,6182,3978,10160,60.85
,嘉穗里,1398,0,1452,0,0,32,0,2882,48,2930,0,2930,1682,4612,63.53
,文元里,3126,0,2670,0,0,40,0,5836,78,5914,0,5914,3480,9394,62.96
,嘉新里,2324,0,2328,0,0,58,0,4710,80,4790,0,4790,2070,6860,69.83
