行政區別,村里別,何禮臺,劉曉玫,吳建志,康木樹,張峻,張智冠,張正治,張錫銘,徐雪玉,方建興,施慧萍,施金樹,李秋旺,林宗昆,林殷全,楊文值,楊華美,江如玲,游淑貞,游美雲,潘富民,王燕美,莊枝財,葉鯤璟,蔡秋龍,蘇孝信,謝國榮,謝明圳,賴進坤,邱永双,鄭乾龍,釋楊悟空,魏嘉賢,黃振富,黃晨霖,何禮臺_黨籍,劉曉玫_黨籍,吳建志_黨籍,康木樹_黨籍,張峻_黨籍,張智冠_黨籍,張正治_黨籍,張錫銘_黨籍,徐雪玉_黨籍,方建興_黨籍,施慧萍_黨籍,施金樹_黨籍,李秋旺_黨籍,林宗昆_黨籍,林殷全_黨籍,楊文值_黨籍,楊華美_黨籍,江如玲_黨籍,游淑貞_黨籍,游美雲_黨籍,潘富民_黨籍,王燕美_黨籍,莊枝財_黨籍,葉鯤璟_黨籍,蔡秋龍_黨籍,蘇孝信_黨籍,謝國榮_黨籍,謝明圳_黨籍,賴進坤_黨籍,邱永双_黨籍,鄭乾龍_黨籍,釋楊悟空_黨籍,魏嘉賢_黨籍,黃振富_黨籍,黃晨霖_黨籍
富里鄉,萬寧村,,,,,,318.0,,2.0,,,,,,,,,,,,,70.0,50.0,,,68.0,68.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,豐南村,,,,,,192.0,,6.0,,,,,,,,,,,,,18.0,16.0,,,34.0,48.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,佳林村,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,北埔村,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,嘉新村,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,嘉里村,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,大漢村,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,康樂村,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,新城村,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
新城鄉,順安村,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,三民里,,,,,,124.0,,16.0,,,,,,,,,,,,,354.0,306.0,,,168.0,126.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,中城里,,,,,,596.0,,54.0,,,,,,,,,,,,,1326.0,1492.0,,,1438.0,574.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,啟模里,,,,,,186.0,,24.0,,,,,,,,,,,,,346.0,522.0,,,546.0,132.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,國武里,,,,,,122.0,,24.0,,,,,,,,,,,,,266.0,410.0,,,476.0,158.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,大禹里,,,,,,50.0,,10.0,,,,,,,,,,,,,308.0,350.0,,,194.0,68.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,德武里,,,,,,8.0,,20.0,,,,,,,,,,,,,22.0,20.0,,,2.0,2.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,春日里,,,,,,8.0,,20.0,,,,,,,,,,,,,68.0,154.0,,,68.0,76.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,東豐里,,,,,,22.0,,4.0,,,,,,,,,,,,,170.0,148.0,,,76.0,16.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,松浦里,,,,,,4.0,,28.0,,,,,,,,,,,,,144.0,102.0,,,102.0,44.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,樂合里,,,,,,30.0,,2.0,,,,,,,,,,,,,182.0,114.0,,,58.0,20.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,永昌里,,,,,,122.0,,22.0,,,,,,,,,,,,,262.0,354.0,,,216.0,88.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,泰昌里,,,,,,98.0,,4.0,,,,,,,,,,,,,276.0,242.0,,,254.0,96.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,源城里,,,,,,102.0,,6.0,,,,,,,,,,,,,400.0,266.0,,,320.0,144.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,觀音里,,,,,,82.0,,16.0,,,,,,,,,,,,,326.0,252.0,,,182.0,54.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
玉里鎮,長良里,,,,,,82.0,,0.0,,,,,,,,,,,,,162.0,74.0,,,66.0,20.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,奇美村,,,,,,10.0,,0.0,,,,,,,,,,,,,12.0,10.0,,,28.0,8.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,富民村,,,,,,96.0,,14.0,,,,,,,,,,,,,40.0,24.0,,,18.0,6.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,富源村,,,,,,330.0,,22.0,,,,,,,,,,,,,96.0,94.0,,,40.0,38.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,富興村,,,,,,178.0,,26.0,,,,,,,,,,,,,82.0,180.0,,,42.0,24.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,瑞北村,,,,,,120.0,,34.0,,,,,,,,,,,,,136.0,84.0,,,50.0,56.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,瑞祥村,,,,,,194.0,,122.0,,,,,,,,,,,,,300.0,202.0,,,68.0,66.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,瑞穗村,,,,,,636.0,,214.0,,,,,,,,,,,,,666.0,378.0,,,238.0,232.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,瑞美村,,,,,,518.0,,284.0,,,,,,,,,,,,,494.0,270.0,,,256.0,188.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,瑞良村,,,,,,80.0,,72.0,,,,,,,,,,,,,148.0,110.0,,,76.0,84.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
瑞穗鄉,舞鶴村,,,,,,114.0,,10.0,,,,,,,,,,,,,136.0,128.0,,,120.0,48.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
