行政區別,村里別,余夏夫,孫永昌,徐成國Hane‧Gayaw,林秋美Abi‧Mulu,林聖明,楊德金Kati‧Payo,笛布斯‧顗賚,羅名材Halu‧Lihang,萬榮財Lafi‧Mayaw,蕭民隆,詹金福,陳建忠,陳英妹,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,余夏夫_黨籍,孫永昌_黨籍,徐成國Hane‧Gayaw_黨籍,林秋美Abi‧Mulu_黨籍,林聖明_黨籍,楊德金Kati‧Payo_黨籍,笛布斯‧顗賚_黨籍,羅名材Halu‧Lihang_黨籍,萬榮財Lafi‧Mayaw_黨籍,蕭民隆_黨籍,詹金福_黨籍,陳建忠_黨籍,陳英妹_黨籍,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal_黨籍
光復鄉,北富村,,188.0,,,,334.0,,,348.0,,,,,64.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,南富村,,94.0,,,,382.0,,,374.0,,,,,82.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大全村,,102.0,,,,44.0,,,24.0,,,,,86.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大同村,,88.0,,,,84.0,,,82.0,,,,,148.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大安村,,10.0,,,,22.0,,,4.0,,,,,32.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大富村,,6.0,,,,12.0,,,8.0,,,,,10.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大平村,,184.0,,,,130.0,,,102.0,,,,,356.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大興村,,24.0,,,,138.0,,,40.0,,,,,76.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大華村,,96.0,,,,62.0,,,94.0,,,,,166.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大豐村,,4.0,,,,12.0,,,8.0,,,,,10.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大進村,,22.0,,,,42.0,,,14.0,,,,,30.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,大馬村,,202.0,,,,82.0,,,154.0,,,,,366.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,東富村,,164.0,,,,400.0,,,378.0,,,,,166.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
光復鄉,西富村,,184.0,,,,250.0,,,246.0,,,,,140.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,卓清村,,,2.0,,2.0,,,,,,2.0,4.0,8.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,卓溪村,,,8.0,,10.0,,,,,,2.0,8.0,4.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,古風村,,,10.0,,8.0,,,,,,2.0,16.0,6.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,太平村,,,0.0,,4.0,,,,,,2.0,2.0,2.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,崙山村,,,4.0,,6.0,,,,,,0.0,6.0,2.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
卓溪鄉,立山村,,,0.0,,4.0,,,,,,8.0,6.0,6.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,仁和村,136.0,,,154.0,,,258.0,104.0,,74.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,仁安村,58.0,,,70.0,,,100.0,62.0,,66.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,仁里村,134.0,,,284.0,,,228.0,164.0,,76.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,光華村,46.0,,,56.0,,,104.0,110.0,,18.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,勝安村,20.0,,,26.0,,,44.0,26.0,,16.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,北昌村,40.0,,,36.0,,,90.0,44.0,,46.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,南昌村,180.0,,,214.0,,,226.0,468.0,,82.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,南華村,56.0,,,60.0,,,80.0,84.0,,34.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,吉安村,46.0,,,90.0,,,76.0,48.0,,16.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,太昌村,110.0,,,184.0,,,136.0,94.0,,98.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,宜昌村,256.0,,,198.0,,,168.0,206.0,,40.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,干城村,38.0,,,62.0,,,64.0,38.0,,18.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,慶豐村,120.0,,,74.0,,,116.0,104.0,,56.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,東昌村,384.0,,,286.0,,,380.0,262.0,,180.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,永安村,40.0,,,46.0,,,72.0,28.0,,44.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,永興村,56.0,,,74.0,,,104.0,130.0,,74.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,福興村,18.0,,,50.0,,,46.0,30.0,,8.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
吉安鄉,稻香村,26.0,,,22.0,,,42.0,30.0,,14.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,光榮村,,128.0,,,,184.0,,,426.0,,,,,168.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,共和村,,18.0,,,,28.0,,,48.0,,,,,64.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,壽豐村,,80.0,,,,202.0,,,242.0,,,,,126.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,平和村,,52.0,,,,78.0,,,90.0,,,,,116.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,志學村,,42.0,,,,68.0,,,94.0,,,,,96.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,月眉村,,290.0,,,,170.0,,,204.0,,,,,122.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,樹湖村,,10.0,,,,12.0,,,4.0,,,,,16.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,水璉村,,120.0,,,,92.0,,,102.0,,,,,238.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,池南村,,60.0,,,,88.0,,,148.0,,,,,140.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,溪口村,,118.0,,,,100.0,,,106.0,,,,,134.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,米棧村,,12.0,,,,34.0,,,48.0,,,,,80.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,豐坪村,,24.0,,,,46.0,,,54.0,,,,,76.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,豐山村,,22.0,,,,20.0,,,84.0,,,,,64.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,豐裡村,,10.0,,,,64.0,,,108.0,,,,,34.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
壽豐鄉,鹽寮村,,34.0,,,,74.0,,,42.0,,,,,78.0,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,吳江村,,,10.0,,26.0,,,,,,4.0,18.0,8.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,學田村,,,34.0,,20.0,,,,,,2.0,30.0,8.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,富南村,,,16.0,,2.0,,,,,,2.0,16.0,24.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,富里村,,,12.0,,0.0,,,,,,4.0,6.0,4.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,新興村,,,48.0,,60.0,,,,,,16.0,38.0,38.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,明里村,,,18.0,,2.0,,,,,,2.0,0.0,2.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,東里村,,,12.0,,30.0,,,,,,12.0,34.0,36.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,永豐村,,,2.0,,2.0,,,,,,2.0,4.0,2.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,石牌村,,,8.0,,4.0,,,,,,4.0,4.0,8.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,竹田村,,,34.0,,28.0,,,,,,18.0,8.0,10.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,羅山村,,,8.0,,2.0,,,,,,0.0,0.0,4.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,萬寧村,,,8.0,,56.0,,,,,,2.0,86.0,30.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
富里鄉,豐南村,,,92.0,,106.0,,,,,,26.0,138.0,68.0,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
新城鄉,佳林村,38.0,,,30.0,,,44.0,22.0,,20.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
新城鄉,北埔村,198.0,,,178.0,,,148.0,108.0,,116.0,,,,,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,親民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦
