行政區別,村里別,候選人1＿候選人名稱,候選人1＿黨籍,候選人1_得票數,候選人2＿候選人名稱,候選人2＿黨籍,候選人2_得票數,候選人3＿候選人名稱,候選人3＿黨籍,候選人3_得票數,候選人4＿候選人名稱,候選人4＿黨籍,候選人4_得票數,候選人5＿候選人名稱,候選人5＿黨籍,候選人5_得票數,候選人6＿候選人名稱,候選人6＿黨籍,候選人6_得票數,候選人7＿候選人名稱,候選人7＿黨籍,候選人7_得票數,候選人8＿候選人名稱,候選人8＿黨籍,候選人8_得票數,候選人9＿候選人名稱,候選人9＿黨籍,候選人9_得票數,候選人10＿候選人名稱,候選人10＿黨籍,候選人10_得票數,候選人11＿候選人名稱,候選人11＿黨籍,候選人11_得票數,候選人12＿候選人名稱,候選人12＿黨籍,候選人12_得票數,候選人13＿候選人名稱,候選人13＿黨籍,候選人13_得票數,候選人14＿候選人名稱,候選人14＿黨籍,候選人14_得票數,候選人15＿候選人名稱,候選人15＿黨籍,候選人15_得票數,候選人16＿候選人名稱,候選人16＿黨籍,候選人16_得票數,候選人17＿候選人名稱,候選人17＿黨籍,候選人17_得票數,候選人18＿候選人名稱,候選人18＿黨籍,候選人18_得票數,候選人19＿候選人名稱,候選人19＿黨籍,候選人19_得票數,候選人20＿候選人名稱,候選人20＿黨籍,候選人20_得票數,候選人21＿候選人名稱,候選人21＿黨籍,候選人21_得票數,候選人22＿候選人名稱,候選人22＿黨籍,候選人22_得票數,候選人23＿候選人名稱,候選人23＿黨籍,候選人23_得票數,候選人24＿候選人名稱,候選人24＿黨籍,候選人24_得票數,候選人25＿候選人名稱,候選人25＿黨籍,候選人25_得票數,候選人26＿候選人名稱,候選人26＿黨籍,候選人26_得票數,候選人27＿候選人名稱,候選人27＿黨籍,候選人27_得票數
玉里鎮,源城里,傅崐萁,無黨籍及未經政黨推薦,702,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,406,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,78,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,22,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,60,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,86,陳瑩,民主進步黨,58,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,6,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,12
玉里鎮,觀音里,傅崐萁,無黨籍及未經政黨推薦,486,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,330,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,50,巫化．巴阿立佑司,喜樂島聯盟,10,廖國棟Sufin．Siluko,中國國民黨,64,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,76,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,402,陳瑩,民主進步黨,92,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,28,黃仁,中國國民黨,56,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,4,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,20
玉里鎮,長良里,傅崐萁,無黨籍及未經政黨推薦,200,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,128,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,56,巫化．巴阿立佑司,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,4,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,12,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,76,陳瑩,民主進步黨,24,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,124,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,8,伍麗華Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,2,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,6,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,20
瑞穗鄉,奇美村,傅崐萁,無黨籍及未經政黨推薦,30,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,20,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,4,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,4,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,186,陳瑩,民主進步黨,6,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,0,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,4,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,26
瑞穗鄉,富民村,傅崐萁,無黨籍及未經政黨推薦,128,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,54,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,12,巫化．巴阿立佑司,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,14,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,548,陳瑩,民主進步黨,46,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,8,黃仁,中國國民黨,6,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,10,伍麗華Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,10,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,44
瑞穗鄉,富源村,傅崐萁,無黨籍及未經政黨推薦,366,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,218,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,44,巫化．巴阿立佑司,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,8,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,160,陳瑩,民主進步黨,28,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,10,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
瑞穗鄉,富興村,傅崐萁,無黨籍及未經政黨推薦,196,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,210,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,38,巫化．巴阿立佑司,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,10,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,26,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,164,陳瑩,民主進步黨,16,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,2,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,2
瑞穗鄉,瑞北村,傅崐萁,無黨籍及未經政黨推薦,212,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,152,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,26,巫化．巴阿立佑司,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,172,陳瑩,民主進步黨,18,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,4,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,6,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,2,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,4,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,10
瑞穗鄉,瑞祥村,傅崐萁,無黨籍及未經政黨推薦,444,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,414,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,80,巫化．巴阿立佑司,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,6,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,10,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,130,陳瑩,民主進步黨,0,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,26,黃仁,中國國民黨,10,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,20,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,46
瑞穗鄉,瑞穗村,傅崐萁,無黨籍及未經政黨推薦,1024,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,834,許願神,無黨籍及未經政黨推薦,8,黃啓嘉,中國國民黨,202,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,12,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,158,陳瑩,民主進步黨,14,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,10,黃仁,中國國民黨,14,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,14,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,4,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,40
瑞穗鄉,瑞美村,傅崐萁,無黨籍及未經政黨推薦,926,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,10,蕭美琴,民主進步黨,732,許願神,無黨籍及未經政黨推薦,6,黃啓嘉,中國國民黨,228,巫化．巴阿立佑司,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,16,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,272,陳瑩,民主進步黨,56,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,12,黃仁,中國國民黨,6,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,18,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,12,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,26
瑞穗鄉,瑞良村,傅崐萁,無黨籍及未經政黨推薦,184,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,198,許願神,無黨籍及未經政黨推薦,8,黃啓嘉,中國國民黨,66,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,214,陳瑩,民主進步黨,10,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,2,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,4
瑞穗鄉,舞鶴村,傅崐萁,無黨籍及未經政黨推薦,242,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,202,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,60,巫化．巴阿立佑司,喜樂島聯盟,8,廖國棟Sufin．Siluko,中國國民黨,42,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,24,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,410,陳瑩,民主進步黨,62,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,14,黃仁,中國國民黨,12,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,6,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,10,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,22
瑞穗鄉,鶴岡村,傅崐萁,無黨籍及未經政黨推薦,194,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,100,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,8,巫化．巴阿立佑司,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,18,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,6,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,566,陳瑩,民主進步黨,30,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,16,黃仁,中國國民黨,4,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
秀林鄉,佳民村,傅崐萁,無黨籍及未經政黨推薦,94,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,48,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,26,巫化．巴阿立佑司,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,6,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,4,楊進福,無黨籍及未經政黨推薦,8,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,102,陳瑩,民主進步黨,34,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,4,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,82,孔文吉,中國國民黨,210,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,6,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,40,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,12,錢宥均,無黨籍及未經政黨推薦,6,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,624
秀林鄉,和平村,傅崐萁,無黨籍及未經政黨推薦,274,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,242,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,52,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,14,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,30,陳瑩,民主進步黨,26,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,14,黃仁,中國國民黨,0,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,26,伍麗華Saidhai．Tahovecahe,民主進步黨,164,孔文吉,中國國民黨,252,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,6,林曉婷,無黨籍及未經政黨推薦,4,章正輝Lemaljiz．Kusaza,中國國民黨,78,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,14,高金素梅,無黨籍及未經政黨推薦,704
秀林鄉,富世村,傅崐萁,無黨籍及未經政黨推薦,180,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,138,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,60,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,16,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,16,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,54,陳瑩,民主進步黨,10,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,12,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,120,伍麗華Saidhai．Tahovecahe,民主進步黨,330,孔文吉,中國國民黨,490,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,56,林曉婷,無黨籍及未經政黨推薦,6,章正輝Lemaljiz．Kusaza,中國國民黨,18,錢宥均,無黨籍及未經政黨推薦,14,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,772
秀林鄉,崇德村,傅崐萁,無黨籍及未經政黨推薦,234,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,72,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,52,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,16,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,30,陳瑩,民主進步黨,6,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,4,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,16,伍麗華Saidhai．Tahovecahe,民主進步黨,108,孔文吉,中國國民黨,362,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,2,林信義,無黨籍及未經政黨推薦,36,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,18,錢宥均,無黨籍及未經政黨推薦,10,高畹芯,喜樂島聯盟,4,高金素梅,無黨籍及未經政黨推薦,812
秀林鄉,文蘭村,傅崐萁,無黨籍及未經政黨推薦,32,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,24,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,38,巫化．巴阿立佑司,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,18,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,20,陳瑩,民主進步黨,8,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,8,伊斯坦大．貝雅夫．正福Istanda．Paingav,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,118,孔文吉,中國國民黨,482,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,32,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,18,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,704
