行政區別,村里別,候選人1＿候選人名稱,候選人1＿黨籍,候選人1_得票數,候選人2＿候選人名稱,候選人2＿黨籍,候選人2_得票數,候選人3＿候選人名稱,候選人3＿黨籍,候選人3_得票數,有效票數A,無效票數B,投票數C,選舉人數G,已領未投票數D,發出票數E,用餘票數F,投票率H
卓溪鄉,立山村,宋楚瑜/余湘,親民黨,1899,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1164,1164,14,1178,1936,0,9,3,0
吉安鄉,仁和村,宋楚瑜/余湘,親民黨,2310,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5914,5914,74,5988,8696,0,15,5,0
吉安鄉,仁安村,宋楚瑜/余湘,親民黨,1137,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,3108,3108,20,3128,4544,0,9,3,0
吉安鄉,仁里村,宋楚瑜/余湘,親民黨,3249,韓國瑜/張善政,中國國民黨,42,蔡英文/賴清德,民主進步黨,8568,8568,74,8642,11768,0,21,7,0
吉安鄉,光華村,宋楚瑜/余湘,親民黨,1173,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2628,2628,30,2658,3768,0,9,3,0
吉安鄉,勝安村,宋楚瑜/余湘,親民黨,2106,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,7078,7078,64,7142,9560,0,15,5,0
吉安鄉,北昌村,宋楚瑜/余湘,親民黨,3570,韓國瑜/張善政,中國國民黨,48,蔡英文/賴清德,民主進步黨,10266,10266,108,10374,13906,0,24,8,0
吉安鄉,南昌村,宋楚瑜/余湘,親民黨,1926,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5586,5586,54,5640,7998,0,15,5,0
吉安鄉,南華村,宋楚瑜/余湘,親民黨,903,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2160,2160,34,2194,3050,0,9,3,0
吉安鄉,吉安村,宋楚瑜/余湘,親民黨,2160,韓國瑜/張善政,中國國民黨,36,蔡英文/賴清德,民主進步黨,7344,7344,84,7428,10400,0,18,6,0
吉安鄉,太昌村,宋楚瑜/余湘,親民黨,1206,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4970,4970,50,5020,7288,0,12,4,0
吉安鄉,宜昌村,宋楚瑜/余湘,親民黨,1974,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5476,5476,58,5534,7654,0,15,5,0
吉安鄉,干城村,宋楚瑜/余湘,親民黨,456,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1452,1452,16,1468,2522,0,6,2,0
吉安鄉,慶豐村,宋楚瑜/余湘,親民黨,2493,韓國瑜/張善政,中國國民黨,42,蔡英文/賴清德,民主進步黨,9742,9742,104,9846,13384,0,21,7,0
吉安鄉,東昌村,宋楚瑜/余湘,親民黨,2790,韓國瑜/張善政,中國國民黨,36,蔡英文/賴清德,民主進步黨,7678,7678,78,7756,10628,0,18,6,0
吉安鄉,永安村,宋楚瑜/余湘,親民黨,1566,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5916,5916,68,5984,8200,0,15,5,0
吉安鄉,永興村,宋楚瑜/余湘,親民黨,1386,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,3830,3830,36,3866,5556,0,12,4,0
吉安鄉,福興村,宋楚瑜/余湘,親民黨,1332,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4180,4180,68,4248,5728,0,12,4,0
吉安鄉,稻香村,宋楚瑜/余湘,親民黨,1413,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4454,4454,46,4500,6114,0,12,4,0
壽豐鄉,光榮村,宋楚瑜/余湘,親民黨,621,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1142,1142,6,1148,1564,0,6,2,0
壽豐鄉,共和村,宋楚瑜/余湘,親民黨,618,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1038,1038,12,1050,1406,0,6,2,0
壽豐鄉,壽豐村,宋楚瑜/余湘,親民黨,1227,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2166,2166,28,2194,3204,0,9,3,0
壽豐鄉,平和村,宋楚瑜/余湘,親民黨,1257,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1944,1944,24,1968,2792,0,9,3,0
壽豐鄉,志學村,宋楚瑜/余湘,親民黨,1908,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,3484,3484,66,3550,4980,0,12,4,0
壽豐鄉,月眉村,宋楚瑜/余湘,親民黨,645,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1046,1046,12,1058,1600,0,6,2,0
壽豐鄉,樹湖村,宋楚瑜/余湘,親民黨,594,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,486,486,10,496,698,0,6,2,0
壽豐鄉,水璉村,宋楚瑜/余湘,親民黨,651,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,940,940,10,950,1438,0,6,2,0
壽豐鄉,池南村,宋楚瑜/余湘,親民黨,624,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1052,1052,16,1068,1502,0,6,2,0
壽豐鄉,溪口村,宋楚瑜/余湘,親民黨,591,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1330,1330,18,1348,2054,0,6,2,0
壽豐鄉,米棧村,宋楚瑜/余湘,親民黨,642,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,358,358,6,364,536,0,6,2,0
壽豐鄉,豐坪村,宋楚瑜/余湘,親民黨,609,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1144,1144,14,1158,1702,0,6,2,0
壽豐鄉,豐山村,宋楚瑜/余湘,親民黨,1197,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2410,2410,32,2442,3668,0,9,3,0
壽豐鄉,豐裡村,宋楚瑜/余湘,親民黨,1209,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1828,1828,38,1866,2712,0,9,3,0
壽豐鄉,鹽寮村,宋楚瑜/余湘,親民黨,648,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,676,676,2,678,1000,0,6,2,0
富里鄉,吳江村,宋楚瑜/余湘,親民黨,906,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,514,514,12,526,924,0,6,2,0
富里鄉,學田村,宋楚瑜/余湘,親民黨,942,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,778,778,18,796,1216,0,6,2,0
富里鄉,富南村,宋楚瑜/余湘,親民黨,939,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,556,556,6,562,976,0,6,2,0
富里鄉,富里村,宋楚瑜/余湘,親民黨,930,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1606,1606,14,1620,2604,0,6,2,0
富里鄉,新興村,宋楚瑜/余湘,親民黨,915,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,582,582,14,596,1150,0,6,2,0
富里鄉,明里村,宋楚瑜/余湘,親民黨,927,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,428,428,6,434,688,0,6,2,0
富里鄉,東里村,宋楚瑜/余湘,親民黨,909,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1020,1020,18,1038,1992,0,6,2,0
富里鄉,永豐村,宋楚瑜/余湘,親民黨,933,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,512,512,8,520,864,0,6,2,0
富里鄉,石牌村,宋楚瑜/余湘,親民黨,924,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1068,1068,10,1078,1720,0,6,2,0
富里鄉,竹田村,宋楚瑜/余湘,親民黨,918,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1318,1318,10,1328,2054,0,6,2,0
富里鄉,羅山村,宋楚瑜/余湘,親民黨,921,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,498,498,10,508,844,0,6,2,0
富里鄉,萬寧村,宋楚瑜/余湘,親民黨,912,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,678,678,10,688,1252,0,6,2,0
富里鄉,豐南村,宋楚瑜/余湘,親民黨,936,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,660,660,6,666,1204,0,6,2,0
新城鄉,佳林村,宋楚瑜/余湘,親民黨,315,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1366,1366,10,1376,1928,0,6,2,0
新城鄉,北埔村,宋楚瑜/余湘,親民黨,1230,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5242,5242,64,5306,7816,0,15,5,0
新城鄉,嘉新村,宋楚瑜/余湘,親民黨,657,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1610,1610,24,1634,2400,0,9,3,0
新城鄉,嘉里村,宋楚瑜/余湘,親民黨,963,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,5076,5076,72,5148,7308,0,12,4,0
新城鄉,大漢村,宋楚瑜/余湘,親民黨,891,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,3434,3434,34,3468,4908,0,12,4,0
新城鄉,康樂村,宋楚瑜/余湘,親民黨,579,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,3346,3346,28,3374,4686,0,9,3,0
新城鄉,新城村,宋楚瑜/余湘,親民黨,555,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1850,1850,24,1874,2498,0,9,3,0
新城鄉,順安村,宋楚瑜/余湘,親民黨,567,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1246,1246,10,1256,1788,0,9,3,0
玉里鎮,三民里,宋楚瑜/余湘,親民黨,900,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1020,1020,12,1032,1662,0,6,2,0
玉里鎮,中城里,宋楚瑜/余湘,親民黨,5031,韓國瑜/張善政,中國國民黨,42,蔡英文/賴清德,民主進步黨,6634,6634,74,6708,9900,0,21,7,0
玉里鎮,啟模里,宋楚瑜/余湘,親民黨,1707,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1944,1944,22,1966,3112,0,9,3,0
玉里鎮,國武里,宋楚瑜/余湘,親民黨,849,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1602,1602,18,1620,2328,0,6,2,0
玉里鎮,大禹里,宋楚瑜/余湘,親民黨,903,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1228,1228,8,1236,2066,0,6,2,0
玉里鎮,德武里,宋楚瑜/余湘,親民黨,897,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,836,836,16,852,1486,0,6,2,0
玉里鎮,春日里,宋楚瑜/余湘,親民黨,894,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,970,970,18,988,1672,0,6,2,0
玉里鎮,東豐里,宋楚瑜/余湘,親民黨,879,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,598,598,6,604,1002,0,6,2,0
玉里鎮,松浦里,宋楚瑜/余湘,親民黨,1779,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1426,1426,18,1444,2882,0,9,3,0
玉里鎮,樂合里,宋楚瑜/余湘,親民黨,876,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1054,1054,14,1068,1934,0,6,2,0
玉里鎮,永昌里,宋楚瑜/余湘,親民黨,1731,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1384,1384,24,1408,2446,0,9,3,0
玉里鎮,泰昌里,宋楚瑜/余湘,親民黨,1719,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1272,1272,6,1278,2610,0,9,3,0
玉里鎮,源城里,宋楚瑜/余湘,親民黨,870,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1484,1484,14,1498,2394,0,6,2,0
玉里鎮,觀音里,宋楚瑜/余湘,親民黨,1767,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1640,1640,18,1658,2952,0,9,3,0
玉里鎮,長良里,宋楚瑜/余湘,親民黨,873,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,700,700,8,708,1242,0,6,2,0
瑞穗鄉,奇美村,宋楚瑜/余湘,親民黨,819,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,304,304,4,308,656,0,6,2,0
瑞穗鄉,富民村,宋楚瑜/余湘,親民黨,825,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,908,908,16,924,1650,0,6,2,0
瑞穗鄉,富源村,宋楚瑜/余湘,親民黨,822,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,872,872,24,896,1464,0,6,2,0
瑞穗鄉,富興村,宋楚瑜/余湘,親民黨,828,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,692,692,18,710,1172,0,6,2,0
瑞穗鄉,瑞北村,宋楚瑜/余湘,親民黨,810,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,656,656,6,662,1132,0,6,2,0
瑞穗鄉,瑞祥村,宋楚瑜/余湘,親民黨,807,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1212,1212,22,1234,1878,0,6,2,0
瑞穗鄉,瑞穗村,宋楚瑜/余湘,親民黨,1587,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2358,2358,20,2378,3678,0,9,3,0
瑞穗鄉,瑞美村,宋楚瑜/余湘,親民黨,1599,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2330,2330,22,2352,3488,0,9,3,0
瑞穗鄉,瑞良村,宋楚瑜/余湘,親民黨,804,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,704,704,6,710,1060,0,6,2,0
瑞穗鄉,舞鶴村,宋楚瑜/余湘,親民黨,813,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1130,1130,14,1144,1842,0,6,2,0
瑞穗鄉,鶴岡村,宋楚瑜/余湘,親民黨,816,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,964,964,12,976,1696,0,6,2,0
秀林鄉,佳民村,宋楚瑜/余湘,親民黨,369,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1334,1334,16,1350,1924,0,6,2,0
秀林鄉,和平村,宋楚瑜/余湘,親民黨,669,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1924,1924,18,1942,2794,0,9,3,0
秀林鄉,富世村,宋楚瑜/余湘,親民黨,1044,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,2332,2332,26,2358,3488,0,12,4,0
秀林鄉,崇德村,宋楚瑜/余湘,親民黨,681,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1806,1806,20,1826,2666,0,9,3,0
秀林鄉,文蘭村,宋楚瑜/余湘,親民黨,765,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1534,1534,20,1554,2094,0,9,3,0
秀林鄉,景美村,宋楚瑜/余湘,親民黨,729,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2250,2250,38,2288,3320,0,9,3,0
秀林鄉,水源村,宋楚瑜/余湘,親民黨,372,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1610,1610,20,1630,2222,0,6,2,0
秀林鄉,秀林村,宋楚瑜/余湘,親民黨,1071,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,2274,2274,40,2314,3414,0,12,4,0
秀林鄉,銅門村,宋楚瑜/余湘,親民黨,753,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1636,1636,18,1654,2340,0,9,3,0
花蓮市,主信里,宋楚瑜/余湘,親民黨,96,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,846,846,18,864,1170,0,6,2,0
花蓮市,主力里,宋楚瑜/余湘,親民黨,468,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,3822,3822,42,3864,5222,0,12,4,0
花蓮市,主勤里,宋楚瑜/余湘,親民黨,90,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1156,1156,10,1166,1590,0,6,2,0
花蓮市,主和里,宋楚瑜/余湘,親民黨,333,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4232,4232,44,4276,5762,0,12,4,0
花蓮市,主商里,宋楚瑜/余湘,親民黨,87,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,850,850,10,860,1120,0,6,2,0
花蓮市,主學里,宋楚瑜/余湘,親民黨,237,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2610,2610,20,2630,3576,0,9,3,0
花蓮市,主安里,宋楚瑜/余湘,親民黨,267,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,3410,3410,30,3440,4760,0,9,3,0
花蓮市,主工里,宋楚瑜/余湘,親民黨,93,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,788,788,16,804,1034,0,6,2,0
花蓮市,主權里,宋楚瑜/余湘,親民黨,720,韓國瑜/張善政,中國國民黨,36,蔡英文/賴清德,民主進步黨,7348,7348,68,7416,10122,0,18,6,0
花蓮市,主睦里,宋楚瑜/余湘,親民黨,102,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,778,778,2,780,1078,0,6,2,0
花蓮市,主義里,宋楚瑜/余湘,親民黨,99,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,686,686,8,694,886,0,6,2,0
花蓮市,主計里,宋楚瑜/余湘,親民黨,105,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1060,1060,20,1080,1548,0,6,2,0
花蓮市,主農里,宋楚瑜/余湘,親民黨,378,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,5024,5024,60,5084,6790,0,12,4,0
花蓮市,國光里,宋楚瑜/余湘,親民黨,183,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1660,1660,22,1682,2364,0,6,2,0
花蓮市,國威里,宋楚瑜/余湘,親民黨,345,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2060,2060,30,2090,3484,0,9,3,0
花蓮市,國安里,宋楚瑜/余湘,親民黨,180,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,872,872,4,876,1090,0,6,2,0
花蓮市,國富里,宋楚瑜/余湘,親民黨,1170,韓國瑜/張善政,中國國民黨,36,蔡英文/賴清德,民主進步黨,7064,7064,64,7128,9802,0,18,6,0
花蓮市,國強里,宋楚瑜/余湘,親民黨,447,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2444,2444,36,2480,3354,0,9,3,0
花蓮市,國慶里,宋楚瑜/余湘,親民黨,255,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1590,1590,18,1608,2096,0,6,2,0
花蓮市,國治里,宋楚瑜/余湘,親民黨,177,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1228,1228,16,1244,1682,0,6,2,0
花蓮市,國盛里,宋楚瑜/余湘,親民黨,858,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,4886,4886,58,4944,7242,0,15,5,0
花蓮市,國福里,宋楚瑜/余湘,親民黨,543,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1930,1930,14,1944,2902,0,9,3,0
花蓮市,國聯里,宋楚瑜/余湘,親民黨,612,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,3832,3832,34,3866,5392,0,12,4,0
花蓮市,國興里,宋楚瑜/余湘,親民黨,1050,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5806,5806,50,5856,7964,0,15,5,0
花蓮市,國華里,宋楚瑜/余湘,親民黨,381,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,3260,3260,46,3306,4276,0,9,3,0
花蓮市,國裕里,宋楚瑜/余湘,親民黨,990,韓國瑜/張善政,中國國民黨,30,蔡英文/賴清德,民主進步黨,5886,5886,92,5978,8180,0,15,5,0
花蓮市,國防里,宋楚瑜/余湘,親民黨,186,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1146,1146,16,1162,1596,0,6,2,0
花蓮市,國風里,宋楚瑜/余湘,親民黨,495,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4650,4650,48,4698,6264,0,12,4,0
花蓮市,國魂里,宋楚瑜/余湘,親民黨,393,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2678,2678,40,2718,3708,0,9,3,0
花蓮市,民主里,宋楚瑜/余湘,親民黨,75,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,804,804,6,810,1124,0,6,2,0
花蓮市,民享里,宋楚瑜/余湘,親民黨,99,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4232,4232,28,4260,5788,0,12,4,0
花蓮市,民勤里,宋楚瑜/余湘,親民黨,36,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,4546,4546,42,4588,6046,0,12,4,0
花蓮市,民孝里,宋楚瑜/余湘,親民黨,126,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,5012,5012,54,5066,6820,0,12,4,0
花蓮市,民德里,宋楚瑜/余湘,親民黨,9,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2246,2246,26,2272,2956,0,9,3,0
花蓮市,民心里,宋楚瑜/余湘,親民黨,27,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1306,1306,10,1316,1792,0,6,2,0
花蓮市,民意里,宋楚瑜/余湘,親民黨,63,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,2732,2732,32,2764,3922,0,12,4,0
花蓮市,民政里,宋楚瑜/余湘,親民黨,171,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,5248,5248,46,5294,7004,0,12,4,0
花蓮市,民族里,宋楚瑜/余湘,親民黨,78,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,660,660,2,662,886,0,6,2,0
花蓮市,民有里,宋楚瑜/余湘,親民黨,72,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,872,872,10,882,1198,0,6,2,0
花蓮市,民樂里,宋楚瑜/余湘,親民黨,69,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,872,872,6,878,1188,0,6,2,0
花蓮市,民權里,宋楚瑜/余湘,親民黨,84,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,564,564,6,570,788,0,6,2,0
花蓮市,民生里,宋楚瑜/余湘,親民黨,81,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1550,1550,16,1566,2162,0,6,2,0
花蓮市,民立里,宋楚瑜/余湘,親民黨,129,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2100,2100,28,2128,3000,0,9,3,0
