行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,梧南村,224,504,1318,2046,30,2076,0,2076,1444,3520,58.98
,梧北村,100,224,1078,1402,22,1424,0,1424,988,2412,59.04
,過港村,76,136,486,698,14,712,0,712,508,1220,58.36
,總計,3274,5614,17426,26314,522,26836,0,26836,21252,48088,55.81
水林鄉,,2604,4446,19410,26460,532,26992,0,26992,18254,45246,59.66
,水北村,388,488,1772,2648,48,2696,0,2696,1774,4470,60.31
,水南村,236,528,1668,2432,42,2474,0,2474,1410,3884,63.7
,海埔村,108,130,918,1156,24,1180,0,1180,752,1932,61.08
,土厝村,84,184,1184,1452,20,1472,0,1472,900,2372,62.06
,春埔村,68,170,848,1086,34,1120,0,1120,774,1894,59.13
,西井村,70,214,488,772,28,800,0,800,488,1288,62.11
,車港村,62,88,526,676,18,694,0,694,542,1236,56.15
,蘇秦村,70,164,898,1132,24,1156,0,1156,918,2074,55.74
,灣東村,90,204,404,698,20,718,0,718,600,1318,54.48
,灣西村,90,294,774,1158,22,1180,0,1180,814,1994,59.18
,萬興村,66,114,716,896,8,904,0,904,616,1520,59.47
,尖山村,82,152,558,792,16,808,0,808,536,1344,60.12
,大山村,134,214,990,1338,28,1366,0,1366,822,2188,62.43
,大溝村,102,202,850,1154,16,1170,0,1170,776,1946,60.12
,順興村,70,156,716,942,16,958,0,958,746,1704,56.22
,蕃薯村,100,172,862,1134,22,1156,0,1156,796,1952,59.22
,山腳村,100,112,756,968,24,992,0,992,688,1680,59.05
,松北村,180,178,878,1236,20,1256,0,1256,900,2156,58.26
,松中村,78,76,454,608,10,618,0,618,420,1038,59.54
,松西村,64,72,620,756,24,780,0,780,632,1412,55.24
,欍埔村,48,110,678,836,24,860,0,860,576,1436,59.89
,塭底村,86,92,590,768,26,794,0,794,646,1440,55.14
,後寮村,100,142,586,828,6,834,0,834,572,1406,59.32
,溪墘村,128,190,676,994,12,1006,0,1006,556,1562,64.4
,總計,2604,4446,19410,26460,532,26992,0,26992,18254,45246,59.66
